"Status","Year","Disability","Ethnicity","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","The National Archives","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Welsh Government","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Welsh Government","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Welsh Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Cabinet Office","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Cabinet Office","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Cabinet Office","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Cabinet Office","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Cabinet Office","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Cabinet Office","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Charity Commission","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Charity Commission","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Business, Energy and Industrial Strategy","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Business, Energy and Industrial Strategy","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Business, Energy and Industrial Strategy","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Business, Energy and Industrial Strategy","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Digital, Culture, Media and Sport","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Education","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Education","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Education","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Environment, Food and Rural Affairs","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Environment, Food and Rural Affairs","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Environment, Food and Rural Affairs","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Environment, Food and Rural Affairs","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Levelling Up, Housing and Communities","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Levelling Up, Housing and Communities","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Transport","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Transport","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Transport","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Transport","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Transport","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Transport","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Transport","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Work and Pensions","AO","45","[c]","21250","21260"
"Leaver Dept.","2022","Declared disabled","White","Department for Work and Pensions","EO","155","[c]","27740","27570"
"Leaver Dept.","2022","Declared disabled","White","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Work and Pensions","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Work and Pensions","HEO","50","[c]","32350","31990"
"Leaver Dept.","2022","Declared disabled","White","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department for Work and Pensions","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department of Health and Social Care","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department of Health and Social Care","AO","40","[c]","21290","20400"
"Leaver Dept.","2022","Declared disabled","White","Department of Health and Social Care","EO","40","[c]","25420","25010"
"Leaver Dept.","2022","Declared disabled","White","Department of Health and Social Care","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department of Health and Social Care","G7","50","[c]","53240","51670"
"Leaver Dept.","2022","Declared disabled","White","Department of Health and Social Care","HEO","70","[c]","31170","30460"
"Leaver Dept.","2022","Declared disabled","White","Department of Health and Social Care","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Department of Health and Social Care","SEO","65","[c]","39540","40060"
"Leaver Dept.","2022","Declared disabled","White","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Estyn","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Estyn","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Foreign, Commonwealth and Development Office","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","HM Revenue and Customs","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","HM Revenue and Customs","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","HM Revenue and Customs","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","HM Revenue and Customs","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","HM Treasury","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","HM Treasury","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","HM Treasury","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Home Office","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Home Office","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Home Office","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Home Office","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Home Office","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Home Office","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Defence","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Defence","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Defence","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Defence","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Defence","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Justice","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Justice","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Justice","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Justice","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Justice","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Justice","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Ministry of Justice","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","White","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
