"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Department for Education","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","AA/AO","AO","135","[c]","21390","21260"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","EO","EO","140","[c]","28350","27570"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","AA/AO","AO","120","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","EO","EO","50","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","SEO/HEO","HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","EO","EO","45","[c]","28280","27370"
"Leaver CS","2022","Undeclared","Home Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","AA/AO","AA","40","[c]","19760","19560"
"Leaver CS","2022","Undeclared","Ministry of Defence","AA/AO","AO","80","[c]","25790","22080"
"Leaver CS","2022","Undeclared","Ministry of Defence","EO","EO","70","[c]","28510","26930"
"Leaver CS","2022","Undeclared","Ministry of Defence","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","SEO/HEO","HEO","65","[c]","34720","33530"
"Leaver CS","2022","Undeclared","Ministry of Defence","SEO/HEO","SEO","50","[c]","42790","42000"
"Leaver CS","2022","Undeclared","Ministry of Defence","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","AA/AO","AA","135","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","AA/AO","AO","365","[c]","21720","20970"
"Leaver CS","2022","Undeclared","Ministry of Justice","EO","EO","120","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","SEO/HEO","HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","Unknown","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","AA/AO","AO","60","[c]","21960","22200"
"Leaver CS","2022","Unknown","Attorney General's Departments","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","G6/G7","G7","60","[c]","53820","55000"
"Leaver CS","2022","Unknown","Attorney General's Departments","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","AA/AO","AO","45","[c]","19570","18450"
"Leaver CS","2022","Unknown","Cabinet Office","EO","EO","35","[c]","26380","26670"
"Leaver CS","2022","Unknown","Cabinet Office","G6/G7","G6","45","[c]","77870","71750"
"Leaver CS","2022","Unknown","Cabinet Office","G6/G7","G7","110","[c]","60190","59160"
"Leaver CS","2022","Unknown","Cabinet Office","SCS level","SCS level","30","[c]","121460","122500"
"Leaver CS","2022","Unknown","Cabinet Office","SEO/HEO","HEO","95","[c]","30870","29630"
"Leaver CS","2022","Unknown","Cabinet Office","SEO/HEO","SEO","35","[c]","39590","40430"
"Leaver CS","2022","Unknown","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","AO","45","[c]","21270","21130"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","EO","EO","50","[c]","25500","24250"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","G7","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","55","[c]","32360","33570"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","EO","EO","70","[c]","26210","25000"
"Leaver CS","2022","Unknown","Department for Education","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","SEO/HEO","SEO","40","[c]","38620","36500"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","AO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","EO","EO","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","AA/AO","AA","35","[c]","18420","18310"
"Leaver CS","2022","Unknown","Department for Transport","AA/AO","AO","115","[c]","23100","21840"
"Leaver CS","2022","Unknown","Department for Transport","EO","EO","115","[c]","26760","26130"
"Leaver CS","2022","Unknown","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","SEO/HEO","HEO","45","[c]","33510","34710"
"Leaver CS","2022","Unknown","Department for Transport","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","AA/AO","AO","440","[c]","21440","21260"
"Leaver CS","2022","Unknown","Department for Work and Pensions","EO","EO","500","[c]","28100","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","SEO/HEO","SEO","30","[c]","39980","39110"
"Leaver CS","2022","Unknown","Department of Health and Social Care","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","AA/AO","AO","40","[c]","22300","22270"
"Leaver CS","2022","Unknown","Department of Health and Social Care","EO","EO","210","[c]","26760","27140"
"Leaver CS","2022","Unknown","Department of Health and Social Care","G6/G7","G6","110","[c]","69480","66230"
"Leaver CS","2022","Unknown","Department of Health and Social Care","G6/G7","G7","260","[c]","53110","53360"
"Leaver CS","2022","Unknown","Department of Health and Social Care","SCS level","SCS level","115","[c]","99920","94610"
"Leaver CS","2022","Unknown","Department of Health and Social Care","SEO/HEO","HEO","255","[c]","32620","32790"
"Leaver CS","2022","Unknown","Department of Health and Social Care","SEO/HEO","SEO","245","[c]","40050","40450"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","AA/AO","AO","60","[c]","23060","22600"
"Leaver CS","2022","Unknown","HM Land Registry","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","AA/AO","AA","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","AA/AO","AO","1055","[c]","21790","22010"
"Leaver CS","2022","Unknown","HM Revenue and Customs","EO","EO","290","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","SEO/HEO","HEO","145","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","SEO/HEO","SEO","65","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Treasury","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","AA/AO","AO","70","[c]","22380","21680"
"Leaver CS","2022","Unknown","Home Office","EO","EO","140","[c]","26870","24890"
"Leaver CS","2022","Unknown","Home Office","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","SEO/HEO","HEO","65","[c]","34360","35050"
"Leaver CS","2022","Unknown","Home Office","SEO/HEO","SEO","35","[c]","41740","41950"
"Leaver CS","2022","Unknown","Home Office","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","AA/AO","AA","135","[c]","20360","19560"
"Leaver CS","2022","Unknown","Ministry of Defence","AA/AO","AO","215","[c]","27230","23370"
"Leaver CS","2022","Unknown","Ministry of Defence","EO","EO","210","[c]","24790","26070"
"Leaver CS","2022","Unknown","Ministry of Defence","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","SEO/HEO","HEO","145","[c]","35570","34170"
"Leaver CS","2022","Unknown","Ministry of Defence","SEO/HEO","SEO","70","[c]","42440","41350"
"Leaver CS","2022","Unknown","Ministry of Defence","Unknown","Unknown","260","[c]","36150","33270"
"Leaver CS","2022","Unknown","Ministry of Justice","AA/AO","AA","410","[c]","18810","18200"
"Leaver CS","2022","Unknown","Ministry of Justice","AA/AO","AO","1225","[c]","21210","20970"
"Leaver CS","2022","Unknown","Ministry of Justice","EO","EO","105","[c]","25150","25120"
"Leaver CS","2022","Unknown","Ministry of Justice","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice","SEO/HEO","HEO","70","[c]","31370","30850"
