"Status","Year","Ethnicity","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Digital, Data and Technology","35","[c]","43880","40330"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Delivery","1015","[c]","26770","27570"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","75","[c]","23050","21260"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Policy","15","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","90","[c]","26150","27570"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Policy","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Disclosure Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Operational Delivery","35","[c]","22160","21840"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","30","[c]","25390","26130"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","Department for Education","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","Department for Education","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education and Skills Funding Agency","Department for Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Education Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
