"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Black","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The National Archives","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","The National Archives","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Export Finance","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Export Finance","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Export Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Statistics Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Statistics Authority","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Statistics Authority","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Statistics Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Statistics Authority","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Statistics Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","UK Supreme Court","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Water Services Regulation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Water Services Regulation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Government","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Welsh Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Attorney General's Departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Attorney General's Departments","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Attorney General's Departments","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Attorney General's Departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Attorney General's Departments","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Attorney General's Departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Attorney General's Departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Cabinet Office","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Cabinet Office","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Cabinet Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Cabinet Office","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Cabinet Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Cabinet Office","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Cabinet Office","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Chancellor's other departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Chancellor's other departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Chancellor's other departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Education","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions","AA/AO","AO","120","[c]","21830","21260"
"New entrant CS","2022","Mixed","Department for Work and Pensions","EO","EO","160","[c]","28330","27570"
"New entrant CS","2022","Mixed","Department for Work and Pensions","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department for Work and Pensions","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Estyn","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Estyn","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Estyn","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Foreign, Commonwealth and Development Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Foreign, Commonwealth and Development Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Foreign, Commonwealth and Development Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Revenue and Customs","AA/AO","AO","60","[c]","21590","21250"
