"Status","Year","Function_of_post","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","HEO","Heterosexual / straight","70","65","31120","30040"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","SEO","Heterosexual / straight","105","100","38320","37110"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs","SEO","Unknown","20","15","[c]","[c]"
"In post","2022","Finance","Department for International Trade","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Department for International Trade","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Finance","Department for International Trade","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Department for International Trade","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Department for International Trade","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","G6","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","G7","Heterosexual / straight","35","30","54110","53130"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","SCS level","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","SEO","Heterosexual / straight","30","30","40190","39600"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport","AA","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Finance","Department for Transport","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","Department for Transport","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport","AO","Undeclared","10","5","[c]","[c]"
"In post","2022","Finance","Department for Transport","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport","EO","Heterosexual / straight","60","55","26430","26350"
"In post","2022","Finance","Department for Transport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport","EO","Undeclared","10","5","[c]","[c]"
"In post","2022","Finance","Department for Transport","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Department for Transport","G6","Heterosexual / straight","30","30","66950","66230"
"In post","2022","Finance","Department for Transport","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport","G7","Heterosexual / straight","60","60","53530","54110"
"In post","2022","Finance","Department for Transport","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","Department for Transport","G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","Department for Transport","G7","Unknown","10","10","[c]","[c]"
"In post","2022","Finance","Department for Transport","HEO","Heterosexual / straight","70","70","32460","31380"
"In post","2022","Finance","Department for Transport","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Department for Transport","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Department for Transport","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Department for Transport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport","SEO","Heterosexual / straight","75","75","41930","41650"
"In post","2022","Finance","Department for Transport","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","Department for Transport","SEO","Unknown","15","15","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions","AO","Heterosexual / straight","120","100","21140","21260"
"In post","2022","Finance","Department for Work and Pensions","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions","AO","Undeclared","20","20","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions","AO","Unknown","45","40","21070","21260"
"In post","2022","Finance","Department for Work and Pensions","EO","Heterosexual / straight","175","160","28060","27570"
"In post","2022","Finance","Department for Work and Pensions","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions","EO","Undeclared","30","25","27810","27570"
"In post","2022","Finance","Department for Work and Pensions","EO","Unknown","50","50","28200","27570"
"In post","2022","Finance","Department for Work and Pensions","G6","Heterosexual / straight","75","70","66400","66440"
"In post","2022","Finance","Department for Work and Pensions","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions","G6","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions","G6","Unknown","25","25","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions","G7","Heterosexual / straight","225","220","52970","52750"
"In post","2022","Finance","Department for Work and Pensions","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions","G7","Undeclared","20","20","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions","G7","Unknown","50","45","53700","52750"
"In post","2022","Finance","Department for Work and Pensions","HEO","Heterosexual / straight","380","355","33170","31990"
"In post","2022","Finance","Department for Work and Pensions","HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions","HEO","Undeclared","35","30","33420","31990"
"In post","2022","Finance","Department for Work and Pensions","HEO","Unknown","105","95","33680","32250"
"In post","2022","Finance","Department for Work and Pensions","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions","SEO","Heterosexual / straight","380","360","37540","36080"
"In post","2022","Finance","Department for Work and Pensions","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions","SEO","Undeclared","40","40","38440","37370"
"In post","2022","Finance","Department for Work and Pensions","SEO","Unknown","80","75","38420","36940"
"In post","2022","Finance","Department of Health and Social Care","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care","EO","Heterosexual / straight","60","60","25340","24190"
"In post","2022","Finance","Department of Health and Social Care","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care","EO","Undeclared","35","35","24970","23690"
"In post","2022","Finance","Department of Health and Social Care","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care","G6","Heterosexual / straight","35","35","65520","65580"
"In post","2022","Finance","Department of Health and Social Care","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care","G6","Undeclared","15","15","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care","G7","Heterosexual / straight","75","75","53130","53360"
"In post","2022","Finance","Department of Health and Social Care","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care","G7","Undeclared","50","50","52310","53360"
