"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Department for International Trade","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Corporate Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Economics","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Economics","SEO/HEO","HEO","15","[c]","32170","33210"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","EO","EO","15","[c]","27000","27850"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","G6/G7","G7","10","[c]","51250","51530"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO/HEO","HEO","15","[c]","32930","33210"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Other","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Planning","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","G6/G7","G6","10","[c]","64020","58810"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Policy","EO","EO","25","[c]","27580","27850"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Policy","G6/G7","G6","15","[c]","65010","63470"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Policy","G6/G7","G7","45","[c]","52820","53130"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Policy","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Policy","SEO/HEO","HEO","60","[c]","32650","33210"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Policy","SEO/HEO","SEO","25","[c]","39300","39600"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Commercial","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Communications","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Digital, Data and Technology","EO","EO","10","[c]","27180","26300"
"Leaver Dept.","2022","Department for Transport","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Digital, Data and Technology","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Digital, Data and Technology","SEO/HEO","HEO","15","[c]","31280","31040"
"Leaver Dept.","2022","Department for Transport","Digital, Data and Technology","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Finance","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Human Resources","SEO/HEO","HEO","15","[c]","31840","31610"
"Leaver Dept.","2022","Department for Transport","Human Resources","SEO/HEO","SEO","10","[c]","41300","40080"
"Leaver Dept.","2022","Department for Transport","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Operational Delivery","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Operational Delivery","AA/AO","AO","100","[c]","22260","21840"
"Leaver Dept.","2022","Department for Transport","Operational Delivery","EO","EO","60","[c]","27230","26470"
"Leaver Dept.","2022","Department for Transport","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Operational Delivery","SEO/HEO","HEO","10","[c]","32780","31380"
"Leaver Dept.","2022","Department for Transport","Operational Delivery","SEO/HEO","SEO","10","[c]","40100","39770"
"Leaver Dept.","2022","Department for Transport","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Policy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Policy","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Property","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Science and Engineering","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Science and Engineering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","EO","EO","45","[c]","29470","30270"
"Leaver Dept.","2022","Department for Transport","Unknown","G6/G7","G6","15","[c]","66100","66230"
"Leaver Dept.","2022","Department for Transport","Unknown","G6/G7","G7","70","[c]","55210","54760"
"Leaver Dept.","2022","Department for Transport","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","SEO/HEO","HEO","85","[c]","34410","34710"
"Leaver Dept.","2022","Department for Transport","Unknown","SEO/HEO","SEO","75","[c]","42130","42470"
"Leaver Dept.","2022","Department for Transport","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","Commercial","EO","EO","[c]","[c]","[c]","[c]"
