"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA/AO","AO","45","[c]","21390","21130"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","EO","50","[c]","24750","24250"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6/G7","G7","20","[c]","52890","53380"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","HEO","25","[c]","31330","31000"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","SEO","15","[c]","42130","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Policy","EO","EO","40","[c]","27390","27680"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","G6","35","[c]","65910","64990"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","G7","120","[c]","53640","53380"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Policy","SCS level","SCS level","25","[c]","85770","78200"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","HEO","105","[c]","33100","33570"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","SEO","100","[c]","40000","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Science and Engineering","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Science and Engineering","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Human Resources","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Other","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Policy","EO","EO","10","[c]","27340","26180"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Policy","G6/G7","G6","10","[c]","62490","62430"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Policy","G6/G7","G7","45","[c]","53520","52300"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Policy","SCS level","SCS level","10","[c]","73500","73500"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","HEO","70","[c]","34540","34020"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Commercial","SEO/HEO","SEO","10","[c]","37860","36780"
"Leaver Dept.","2022","Department for Education","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Communications","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Communications","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Digital, Data and Technology","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Digital, Data and Technology","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Digital, Data and Technology","G6/G7","G7","25","[c]","51750","50520"
"Leaver Dept.","2022","Department for Education","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Digital, Data and Technology","SEO/HEO","HEO","10","[c]","34640","33100"
"Leaver Dept.","2022","Department for Education","Digital, Data and Technology","SEO/HEO","SEO","25","[c]","40170","39410"
"Leaver Dept.","2022","Department for Education","Finance","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Finance","G6/G7","G7","10","[c]","52530","53760"
"Leaver Dept.","2022","Department for Education","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Finance","SEO/HEO","HEO","10","[c]","31120","30200"
"Leaver Dept.","2022","Department for Education","Finance","SEO/HEO","SEO","10","[c]","38950","37990"
"Leaver Dept.","2022","Department for Education","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Human Resources","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Human Resources","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Operational Delivery","EO","EO","15","[c]","25690","25000"
"Leaver Dept.","2022","Department for Education","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Operational Delivery","G6/G7","G7","10","[c]","52500","52200"
"Leaver Dept.","2022","Department for Education","Operational Delivery","SEO/HEO","HEO","20","[c]","31370","30200"
"Leaver Dept.","2022","Department for Education","Operational Delivery","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Policy","EO","EO","25","[c]","26780","25500"
"Leaver Dept.","2022","Department for Education","Policy","G6/G7","G6","15","[c]","64900","65310"
"Leaver Dept.","2022","Department for Education","Policy","G6/G7","G7","55","[c]","52930","53420"
"Leaver Dept.","2022","Department for Education","Policy","SCS level","SCS level","15","[c]","86190","77980"
"Leaver Dept.","2022","Department for Education","Policy","SEO/HEO","HEO","60","[c]","32460","32940"
"Leaver Dept.","2022","Department for Education","Policy","SEO/HEO","SEO","75","[c]","40030","40230"
"Leaver Dept.","2022","Department for Education","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Property","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Property","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Property","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Property","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Communications","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Communications","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","AO","55","[c]","21170","21300"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","EO","25","[c]","25480","25100"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO/HEO","HEO","15","[c]","30500","30040"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Other","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Policy","EO","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Policy","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Policy","G6/G7","G7","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Policy","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Policy","SEO/HEO","HEO","125","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Policy","SEO/HEO","SEO","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Project Delivery","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Property","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Communications","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Communications","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Digital, Data and Technology","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Economics","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","International Trade","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","International Trade","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","International Trade","SEO/HEO","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","International Trade","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Operational Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Other","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Policy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Policy","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Policy","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Policy","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
