"Status","Year","Ethnicity","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Finance","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Driver and Vehicle Standards Agency","Department for Transport","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","Education and Skills Funding Agency","Department for Education","35","35","38470","36500"
"In post","2022","Undeclared","Finance","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","HM Courts and Tribunals Service","Ministry of Justice","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","105","95","33720","28920"
"In post","2022","Undeclared","Finance","HM Treasury (excl. agencies)","HM Treasury","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","85","85","37560","34750"
"In post","2022","Undeclared","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","20","15","[c]","[c]"
"In post","2022","Undeclared","Finance","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","UK Health Security Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","85","80","27590","26370"
"In post","2022","Undeclared","Human Resources","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","40","40","40810","38540"
"In post","2022","Undeclared","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Defence Equipment and Support","Ministry of Defence","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","70","65","32300","29420"
"In post","2022","Undeclared","Human Resources","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Driver and Vehicle Standards Agency","Department for Transport","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Health and Safety Executive","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HM Prison and Probation Service","Ministry of Justice","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","40","35","34950","31000"
"In post","2022","Undeclared","Human Resources","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","85","80","32320","32560"
"In post","2022","Undeclared","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","30","30","38420","33710"
"In post","2022","Undeclared","Human Resources","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","UK Health Security Agency","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Valuation Office Agency","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Government Internal Audit Agency","HM Treasury","15","10","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","10","10","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Competition and Markets Authority","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","30","25","[c]","[c]"
"In post","2022","Undeclared","Legal","Crown Prosecution Service","Attorney General's Departments","110","105","40540","37890"
"In post","2022","Undeclared","Legal","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Department for Education (excl. agencies)","Department for Education","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","FCDO Services","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2022","Undeclared","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Government Legal Department","Attorney General's Departments","75","70","59080","64680"
"In post","2022","Undeclared","Legal","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","HM Land Registry","HM Land Registry","15","15","[c]","[c]"
"In post","2022","Undeclared","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","55","50","41880","35980"
"In post","2022","Undeclared","Legal","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","10","10","[c]","[c]"
"In post","2022","Undeclared","Legal","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
