"Status","Year","Age","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Digital, Culture, Media and Sport","Statistics","London","10","10","40480","38020"
"In post","2022","20-29","Department for Education","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education","Commercial","Outside London","80","75","32080","29730"
"In post","2022","20-29","Department for Education","Communications","London","65","65","35550","33500"
"In post","2022","20-29","Department for Education","Communications","Outside London","30","30","28430","29360"
"In post","2022","20-29","Department for Education","Digital, Data and Technology","London","60","60","42790","40230"
"In post","2022","20-29","Department for Education","Digital, Data and Technology","Outside London","175","175","33570","30090"
"In post","2022","20-29","Department for Education","Finance","London","35","35","42010","40230"
"In post","2022","20-29","Department for Education","Finance","Outside London","155","155","32740","29360"
"In post","2022","20-29","Department for Education","Human Resources","London","5","5","[c]","[c]"
"In post","2022","20-29","Department for Education","Human Resources","Outside London","40","40","28140","26500"
"In post","2022","20-29","Department for Education","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education","Operational Delivery","London","35","35","35870","32940"
"In post","2022","20-29","Department for Education","Operational Delivery","Outside London","205","200","32000","29730"
"In post","2022","20-29","Department for Education","Policy","London","395","390","41750","40230"
"In post","2022","20-29","Department for Education","Policy","Outside London","415","410","33120","30320"
"In post","2022","20-29","Department for Education","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education","Property","London","15","15","32330","29500"
"In post","2022","20-29","Department for Education","Property","Outside London","65","65","32130","29360"
"In post","2022","20-29","Department for Education","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Education","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Commercial","Outside London","15","15","32480","35900"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Communications","London","45","45","34190","32560"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Communications","Outside London","15","15","29940","29750"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","20","20","34880","32560"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","75","75","32410","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Economics","London","15","15","40140","34220"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Economics","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Finance","London","5","5","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Finance","Outside London","40","40","30100","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Human Resources","London","5","5","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","25","25","30600","28970"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Operational Delivery","London","25","25","30910","28310"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","760","750","23730","21300"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Other","London","15","15","36160","32560"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Other","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Policy","London","800","795","36630","33080"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Policy","Outside London","345","340","31840","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","25","25","27820","25010"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Property","London","5","5","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Property","Outside London","35","35","29450","29180"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","205","205","26620","25460"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Unknown","Outside London","10","10","32970","32560"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","15","15","28710","27050"
"In post","2022","20-29","Department for International Trade","Commercial","London","15","15","34400","31800"
"In post","2022","20-29","Department for International Trade","Communications","London","55","55","37250","38160"
"In post","2022","20-29","Department for International Trade","Digital, Data and Technology","London","50","50","38170","35100"
"In post","2022","20-29","Department for International Trade","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Economics","London","105","105","37980","31800"
"In post","2022","20-29","Department for International Trade","Finance","London","15","15","41440","38950"
"In post","2022","20-29","Department for International Trade","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Human Resources","London","40","40","38660","32960"
"In post","2022","20-29","Department for International Trade","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","International Trade","London","425","425","38760","38160"
"In post","2022","20-29","Department for International Trade","International Trade","Outside London","30","30","30950","28320"
"In post","2022","20-29","Department for International Trade","International Trade","Overseas","25","25","41620","38300"
"In post","2022","20-29","Department for International Trade","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Operational Delivery","London","50","50","35180","31800"
"In post","2022","20-29","Department for International Trade","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Other","London","35","35","36290","32120"
"In post","2022","20-29","Department for International Trade","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Policy","London","105","105","39300","38160"
"In post","2022","20-29","Department for International Trade","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Project Delivery","London","15","15","40680","38350"
"In post","2022","20-29","Department for International Trade","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Security","London","5","5","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Social Research","London","10","10","32690","31800"
"In post","2022","20-29","Department for International Trade","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for International Trade","Statistics","London","25","25","37260","38160"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Commercial","London","10","10","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Communications","London","30","30","36370","33210"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","London","15","15","44610","46590"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Economics","London","35","35","41910","34710"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Finance","London","15","15","45930","53130"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Department for Levelling Up, Housing and Communities","Human Resources","London","10","10","[c]","[c]"
