"Status","Year","Ethnicity","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","London","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","Outside London","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Estyn","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Estyn","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Estyn","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Estyn","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Foreign, Commonwealth and Development Office","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Foreign, Commonwealth and Development Office","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Foreign, Commonwealth and Development Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Foreign, Commonwealth and Development Office","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Foreign, Commonwealth and Development Office","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Foreign, Commonwealth and Development Office","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Foreign, Commonwealth and Development Office","London","SCS level","[c]","[c]","[c]","[c]"
