"Status","Year","Ethnicity","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Mixed","Ministry of Justice","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Northern Ireland Office","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Northern Ireland Office","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Northern Ireland Office","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Northern Ireland Office","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Northern Ireland Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Northern Ireland Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Qualifications and Examinations Regulation","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Qualifications and Examinations Regulation","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Qualifications and Examinations Regulation","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Qualifications and Examinations Regulation","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Qualifications and Examinations Regulation","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Scotland","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Scotland","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Scotland","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Scotland","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Wales","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Wales","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Wales","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Wales","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Wales","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Supreme Court","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Supreme Court","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Chancellor's other departments","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Chancellor's other departments","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Chancellor's other departments","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Chancellor's other departments","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Chancellor's other departments","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Chancellor's other departments","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Chancellor's other departments","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Chancellor's other departments","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Chancellor's other departments","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Charity Commission","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Charity Commission","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Charity Commission","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Charity Commission","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Charity Commission","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Charity Commission","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Charity Commission","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Charity Commission","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Competition and Markets Authority","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Competition and Markets Authority","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Competition and Markets Authority","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Competition and Markets Authority","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Competition and Markets Authority","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Competition and Markets Authority","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Competition and Markets Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Competition and Markets Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","London","G6","[c]","[c]","[c]","[c]"
