"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","National Crime Agency","National Crime Agency","EO","2490","2425","34250","34140"
"In post","2022","National Crime Agency","National Crime Agency","G6/G7","385","380","65240","64410"
"In post","2022","National Crime Agency","National Crime Agency","SCS level","35","35","104320","95000"
"In post","2022","National Crime Agency","National Crime Agency","SEO/HEO","2375","2320","44470","43710"
"In post","2022","National Infrastructure Commission","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","G6/G7","25","25","58670","53800"
"In post","2022","National Infrastructure Commission","HM Treasury","SCS level","5","5","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","SEO/HEO","15","10","35910","35000"
"In post","2022","National Records of Scotland","Scottish Government","AA/AO","145","135","23700","23230"
"In post","2022","National Records of Scotland","Scottish Government","EO","70","70","29200","28990"
"In post","2022","National Records of Scotland","Scottish Government","G6/G7","55","55","64540","65280"
"In post","2022","National Records of Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","SEO/HEO","180","170","39820","39660"
"In post","2022","National Savings and Investments","Chancellor's other departments","AA/AO","5","5","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","EO","20","15","28000","29250"
"In post","2022","National Savings and Investments","Chancellor's other departments","G6/G7","80","80","58110","56250"
"In post","2022","National Savings and Investments","Chancellor's other departments","SCS level","15","15","108880","104500"
"In post","2022","National Savings and Investments","Chancellor's other departments","SEO/HEO","80","80","40870","41060"
"In post","2022","Northern Ireland Office","Northern Ireland Office","AA/AO","5","5","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","EO","15","15","28110","28310"
"In post","2022","Northern Ireland Office","Northern Ireland Office","G6/G7","50","50","56030","54850"
"In post","2022","Northern Ireland Office","Northern Ireland Office","SCS level","20","20","86350","75420"
"In post","2022","Northern Ireland Office","Northern Ireland Office","SEO/HEO","85","85","37350","36720"
"In post","2022","Office for Budget Responsibility","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","G6/G7","25","25","59520","57060"
"In post","2022","Office for Budget Responsibility","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","SEO/HEO","10","10","36320","35610"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","200","180","21210","21410"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","200","190","26330","25880"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","625","615","72830","75500"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","30","30","107550","95150"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","770","745","43410","46360"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","55","55","19980","19750"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","350","345","26070","25750"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","475","465","59090","57980"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","55","55","98060","91110"
"In post","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","415","410","36100","35000"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","25","25","23790","23250"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","110","105","53040","48680"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","20","20","95740","85720"
"In post","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","135","125","35970","38000"
"In post","2022","Office of Rail and Road","Office of Rail and Road","AA/AO","15","15","23720","23510"
"In post","2022","Office of Rail and Road","Office of Rail and Road","EO","25","25","29800","29510"
"In post","2022","Office of Rail and Road","Office of Rail and Road","G6/G7","195","185","61770","60200"
"In post","2022","Office of Rail and Road","Office of Rail and Road","SCS level","15","15","109940","103030"
"In post","2022","Office of Rail and Road","Office of Rail and Road","SEO/HEO","95","95","39970","39800"
"In post","2022","Office of the Public Guardian","Ministry of Justice","AA/AO","865","780","21010","20970"
"In post","2022","Office of the Public Guardian","Ministry of Justice","EO","380","365","25200","25120"
"In post","2022","Office of the Public Guardian","Ministry of Justice","G6/G7","20","20","53720","50430"
"In post","2022","Office of the Public Guardian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","Ministry of Justice","SEO/HEO","165","155","32480","30450"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","AA/AO","10","10","24760","25930"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","EO","10","10","28710","28990"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","G6/G7","5","5","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Scottish Charity Regulator","Scottish Government","SEO/HEO","15","15","41330","47490"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA/AO","15","15","23170","23230"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","15","15","28430","28310"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6/G7","45","45","60950","62170"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SCS level","10","10","82560","77480"
"In post","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO/HEO","35","35","39290","38870"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","EO","10","10","27600","28310"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","G6/G7","10","10","57990","55860"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SCS level","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SEO/HEO","15","15","37620","36050"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","AA/AO","150","140","21500","21520"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","EO","90","85","26740","26050"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G6/G7","400","355","56970","58810"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SEO/HEO","155","145","36090","34860"
"In post","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","EO","10","10","29780","29330"
"In post","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","SEO/HEO","25","25","39240","39330"
"In post","2022","Registers of Scotland","Scottish Government","AA/AO","370","350","24750","25050"
"In post","2022","Registers of Scotland","Scottish Government","EO","350","335","30700","30840"
"In post","2022","Registers of Scotland","Scottish Government","G6/G7","60","60","62950","62000"
