"Status","Year","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Education (excl. agencies)","Legal","London","15","15","57810","64770"
"In post","2022","Department for Education (excl. agencies)","Legal","Outside London","40","40","55330","61010"
"In post","2022","Department for Education (excl. agencies)","Operational Delivery","London","160","155","46060","40940"
"In post","2022","Department for Education (excl. agencies)","Operational Delivery","Outside London","455","435","40960","36530"
"In post","2022","Department for Education (excl. agencies)","Policy","London","1320","1260","51310","53420"
"In post","2022","Department for Education (excl. agencies)","Policy","Outside London","1655","1585","40940","36780"
"In post","2022","Department for Education (excl. agencies)","Project Delivery","London","10","10","47120","42740"
"In post","2022","Department for Education (excl. agencies)","Project Delivery","Outside London","30","30","48930","49860"
"In post","2022","Department for Education (excl. agencies)","Property","London","135","130","55610","60090"
"In post","2022","Department for Education (excl. agencies)","Property","Outside London","480","470","49210","50130"
"In post","2022","Department for Education (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Security","Outside London","30","30","44240","49860"
"In post","2022","Department for Education (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","London","15","15","35470","36910"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Outside London","115","110","36730","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","London","125","120","42960","38750"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Outside London","115","105","39060","36970"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","London","100","95","47430","41990"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","685","670","43500","47550"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","London","40","35","45810","42730"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Outside London","15","15","37040","36430"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","London","60","60","47450","41110"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","375","365","40830","37180"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","London","55","55","44800","41640"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","255","240","40790","37340"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","London","15","15","47600","43000"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Outside London","45","45","34630","29260"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","London","50","50","45310","46070"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","London","55","55","39720","32560"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Outside London","30","30","38380","36450"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","2240","2170","44650","38900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","1675","1610","39280","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","London","35","35","40730","37010"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","380","360","38710","35900"
"In post","2022","Department for International Trade","Commercial","London","25","25","37670","38160"
"In post","2022","Department for International Trade","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Communications","London","110","110","45020","38680"
"In post","2022","Department for International Trade","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Digital, Data and Technology","London","150","150","48110","47000"
"In post","2022","Department for International Trade","Digital, Data and Technology","Outside London","15","15","43140","47980"
"In post","2022","Department for International Trade","Economics","London","150","150","44120","38710"
"In post","2022","Department for International Trade","Finance","London","85","85","48650","51170"
"In post","2022","Department for International Trade","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Human Resources","London","110","110","44530","39670"
"In post","2022","Department for International Trade","Human Resources","Outside London","15","15","48160","48220"
"In post","2022","Department for International Trade","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","International Trade","London","1160","1145","47450","44030"
"In post","2022","Department for International Trade","International Trade","Outside London","135","135","44510","47980"
"In post","2022","Department for International Trade","International Trade","Overseas","160","160","55790","53750"
"In post","2022","Department for International Trade","Knowledge and Information Management","London","15","15","38870","35080"
"In post","2022","Department for International Trade","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Operational Delivery","London","135","135","40590","32120"
"In post","2022","Department for International Trade","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Operational Research","London","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Other","London","140","140","46070","38540"
"In post","2022","Department for International Trade","Other","Outside London","10","5","[c]","[c]"
"In post","2022","Department for International Trade","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Policy","London","220","220","46130","39520"
"In post","2022","Department for International Trade","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Policy","Overseas","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Project Delivery","London","80","75","49500","51710"
"In post","2022","Department for International Trade","Project Delivery","Outside London","15","15","34100","34600"
"In post","2022","Department for International Trade","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Security","London","25","25","44030","43160"
"In post","2022","Department for International Trade","Social Research","London","20","20","43020","32430"
"In post","2022","Department for International Trade","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Statistics","London","55","55","44950","41650"
"In post","2022","Department for International Trade","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","London","20","20","43760","40300"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","Outside London","5","5","[c]","[c]"
