"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","65+","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","G6/G7","25","[c]","64350","64510"
"Leaver CS","2022","65+","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Medicine","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Medicine","G6/G7","15","[c]","80480","88030"
"Leaver CS","2022","65+","Medicine","SCS level","15","[c]","100770","94030"
"Leaver CS","2022","65+","Medicine","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Operational Delivery","AA/AO","1295","[c]","21270","21260"
"Leaver CS","2022","65+","Operational Delivery","EO","750","[c]","28140","27570"
"Leaver CS","2022","65+","Operational Delivery","G6/G7","40","[c]","62420","60830"
"Leaver CS","2022","65+","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Operational Delivery","SEO/HEO","210","[c]","38010","36300"
"Leaver CS","2022","65+","Operational Delivery","Unknown","155","[c]","[c]","[c]"
"Leaver CS","2022","65+","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other","AA/AO","245","[c]","20910","21010"
"Leaver CS","2022","65+","Other","EO","130","[c]","26730","27570"
"Leaver CS","2022","65+","Other","G6/G7","15","[c]","63020","62220"
"Leaver CS","2022","65+","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other","SEO/HEO","80","[c]","37660","36460"
"Leaver CS","2022","65+","Other","Unknown","15","[c]","43520","34620"
"Leaver CS","2022","65+","Planning","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Planning Inspectors","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Policy","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Policy","EO","10","[c]","29370","29430"
"Leaver CS","2022","65+","Policy","G6/G7","25","[c]","63140","62090"
"Leaver CS","2022","65+","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Policy","SEO/HEO","25","[c]","38800","37640"
"Leaver CS","2022","65+","Project Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","SEO/HEO","40","[c]","41010","40580"
"Leaver CS","2022","65+","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","AA/AO","20","[c]","18030","17480"
"Leaver CS","2022","65+","Property","EO","20","[c]","27440","27000"
"Leaver CS","2022","65+","Property","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Property","SEO/HEO","35","[c]","39560","36940"
"Leaver CS","2022","65+","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Science and Engineering","AA/AO","35","[c]","22160","22500"
"Leaver CS","2022","65+","Science and Engineering","EO","15","[c]","26430","26260"
"Leaver CS","2022","65+","Science and Engineering","G6/G7","35","[c]","59840","59630"
"Leaver CS","2022","65+","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Science and Engineering","SEO/HEO","55","[c]","37840","38250"
"Leaver CS","2022","65+","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Security","AA/AO","65","[c]","24950","21600"
"Leaver CS","2022","65+","Security","EO","15","[c]","29930","26850"
"Leaver CS","2022","65+","Security","SEO/HEO","15","[c]","36740","36520"
"Leaver CS","2022","65+","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Tax","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","AA/AO","410","[c]","23830","23230"
"Leaver CS","2022","65+","Unknown","EO","185","[c]","29380","29530"
"Leaver CS","2022","65+","Unknown","G6/G7","65","[c]","66090","62170"
"Leaver CS","2022","65+","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","SEO/HEO","175","[c]","40420","36130"
"Leaver CS","2022","65+","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","65+","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Veterinarian","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Operational Delivery","AA/AO","15","[c]","21090","22200"
"Leaver Dept.","2022","16-19","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","EO","20","[c]","25580","26670"
"Leaver Dept.","2022","20-29","Commercial","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Commercial","SEO/HEO","80","[c]","33850","32620"
"Leaver Dept.","2022","20-29","Communications","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","EO","35","[c]","29020","28500"
"Leaver Dept.","2022","20-29","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","SEO/HEO","55","[c]","36360","35300"
"Leaver Dept.","2022","20-29","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","EO","10","[c]","28170","27570"
"Leaver Dept.","2022","20-29","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data and Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data and Technology","EO","35","[c]","27190","26880"
"Leaver Dept.","2022","20-29","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data and Technology","SEO/HEO","110","[c]","36380","36330"
"Leaver Dept.","2022","20-29","Economics","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Economics","G6/G7","15","[c]","55980","54760"
"Leaver Dept.","2022","20-29","Economics","SEO/HEO","70","[c]","32890","33430"
"Leaver Dept.","2022","20-29","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","AA/AO","10","[c]","22510","21940"
"Leaver Dept.","2022","20-29","Finance","EO","40","[c]","25150","25000"
"Leaver Dept.","2022","20-29","Finance","G6/G7","15","[c]","54930","53760"
"Leaver Dept.","2022","20-29","Finance","SEO/HEO","60","[c]","35040","33810"
"Leaver Dept.","2022","20-29","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","AA/AO","25","[c]","22190","22350"
"Leaver Dept.","2022","20-29","Human Resources","EO","65","[c]","26150","26880"
"Leaver Dept.","2022","20-29","Human Resources","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","SEO/HEO","100","[c]","32510","32000"
"Leaver Dept.","2022","20-29","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Intelligence Analysis","EO","15","[c]","27250","27750"
"Leaver Dept.","2022","20-29","Intelligence Analysis","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","International Trade","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","International Trade","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","International Trade","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","SEO/HEO","20","[c]","34440","35450"
"Leaver Dept.","2022","20-29","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Medicine","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Delivery","AA/AO","865","[c]","21310","21260"
"Leaver Dept.","2022","20-29","Operational Delivery","EO","975","[c]","27080","27570"
"Leaver Dept.","2022","20-29","Operational Delivery","G6/G7","55","[c]","53210","52850"
"Leaver Dept.","2022","20-29","Operational Delivery","SEO/HEO","505","[c]","34320","32790"
"Leaver Dept.","2022","20-29","Operational Delivery","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Operational Research","SEO/HEO","25","[c]","34060","36590"
"Leaver Dept.","2022","20-29","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","AA/AO","55","[c]","21510","21260"
"Leaver Dept.","2022","20-29","Other","EO","165","[c]","27170","27570"
"Leaver Dept.","2022","20-29","Other","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Other","SEO/HEO","75","[c]","32670","33280"
"Leaver Dept.","2022","20-29","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","AA/AO","15","[c]","23640","23830"
"Leaver Dept.","2022","20-29","Policy","EO","160","[c]","27490","27850"
"Leaver Dept.","2022","20-29","Policy","G6/G7","145","[c]","54130","53380"
"Leaver Dept.","2022","20-29","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Policy","SEO/HEO","625","[c]","36160","34520"
"Leaver Dept.","2022","20-29","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","EO","40","[c]","26210","26350"
"Leaver Dept.","2022","20-29","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","SEO/HEO","80","[c]","34420","34020"
"Leaver Dept.","2022","20-29","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","EO","15","[c]","27000","26880"
"Leaver Dept.","2022","20-29","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Science and Engineering","AA/AO","85","[c]","21150","19880"
"Leaver Dept.","2022","20-29","Science and Engineering","EO","170","[c]","25000","25010"
"Leaver Dept.","2022","20-29","Science and Engineering","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Science and Engineering","SEO/HEO","245","[c]","33250","32330"
"Leaver Dept.","2022","20-29","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Social Research","SEO/HEO","25","[c]","35390","35010"
"Leaver Dept.","2022","20-29","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Statistics","EO","15","[c]","30090","30100"
"Leaver Dept.","2022","20-29","Statistics","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Statistics","SEO/HEO","40","[c]","35630","33710"
"Leaver Dept.","2022","20-29","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","AA/AO","295","[c]","22360","21260"
"Leaver Dept.","2022","20-29","Unknown","EO","280","[c]","27900","27500"
"Leaver Dept.","2022","20-29","Unknown","G6/G7","175","[c]","55270","54700"
"Leaver Dept.","2022","20-29","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","SEO/HEO","905","[c]","33350","32000"
"Leaver Dept.","2022","20-29","Unknown","Unknown","95","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","EO","10","[c]","26380","26240"
"Leaver Dept.","2022","30-39","Commercial","G6/G7","20","[c]","51610","52610"
"Leaver Dept.","2022","30-39","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","SEO/HEO","110","[c]","35530","36300"
"Leaver Dept.","2022","30-39","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","G6/G7","45","[c]","57630","56140"
"Leaver Dept.","2022","30-39","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","SEO/HEO","80","[c]","37480","36990"
"Leaver Dept.","2022","30-39","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","EO","10","[c]","27000","27570"
"Leaver Dept.","2022","30-39","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","SEO/HEO","15","[c]","36070","34240"
"Leaver Dept.","2022","30-39","Digital, Data and Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data and Technology","EO","30","[c]","28080","27570"
"Leaver Dept.","2022","30-39","Digital, Data and Technology","G6/G7","55","[c]","56460","54110"
"Leaver Dept.","2022","30-39","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data and Technology","SEO/HEO","150","[c]","36930","36760"
"Leaver Dept.","2022","30-39","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Economics","G6/G7","30","[c]","57320","55670"
"Leaver Dept.","2022","30-39","Economics","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","EO","20","[c]","26940","26670"
"Leaver Dept.","2022","30-39","Finance","G6/G7","40","[c]","57820","55930"
"Leaver Dept.","2022","30-39","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","SEO/HEO","90","[c]","36330","35930"
"Leaver Dept.","2022","30-39","Geography","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","AA/AO","10","[c]","21760","21170"
"Leaver Dept.","2022","30-39","Human Resources","EO","35","[c]","27080","26880"
"Leaver Dept.","2022","30-39","Human Resources","G6/G7","40","[c]","58000","54200"
"Leaver Dept.","2022","30-39","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","SEO/HEO","65","[c]","34310","33230"
"Leaver Dept.","2022","30-39","Intelligence Analysis","EO","10","[c]","27250","28650"
"Leaver Dept.","2022","30-39","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intelligence Analysis","SEO/HEO","20","[c]","36760","36880"
"Leaver Dept.","2022","30-39","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","International Trade","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","International Trade","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Knowledge and Information Management","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Knowledge and Information Management","G6/G7","35","[c]","54660","52610"
"Leaver Dept.","2022","30-39","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Knowledge and Information Management","SEO/HEO","45","[c]","35480","36330"
"Leaver Dept.","2022","30-39","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","G6/G7","45","[c]","57520","54400"
"Leaver Dept.","2022","30-39","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Medicine","G6/G7","25","[c]","71190","61780"
"Leaver Dept.","2022","30-39","Medicine","SCS level","30","[c]","91020","90470"
"Leaver Dept.","2022","30-39","Medicine","SEO/HEO","25","[c]","37700","40060"
"Leaver Dept.","2022","30-39","Operational Delivery","AA/AO","505","[c]","21450","21260"
"Leaver Dept.","2022","30-39","Operational Delivery","EO","905","[c]","27030","27570"
"Leaver Dept.","2022","30-39","Operational Delivery","G6/G7","260","[c]","55700","53170"
"Leaver Dept.","2022","30-39","Operational Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Operational Delivery","SEO/HEO","680","[c]","35700","35950"
"Leaver Dept.","2022","30-39","Operational Delivery","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Operational Research","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Other","AA/AO","45","[c]","21530","21260"
"Leaver Dept.","2022","30-39","Other","EO","75","[c]","26720","27570"
"Leaver Dept.","2022","30-39","Other","G6/G7","20","[c]","55740","53040"
"Leaver Dept.","2022","30-39","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Other","SEO/HEO","55","[c]","35360","35130"
"Leaver Dept.","2022","30-39","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Policy","EO","40","[c]","27340","27680"
"Leaver Dept.","2022","30-39","Policy","G6/G7","355","[c]","57180","54760"
"Leaver Dept.","2022","30-39","Policy","SCS level","40","[c]","73920","73800"
"Leaver Dept.","2022","30-39","Policy","SEO/HEO","345","[c]","37560","37520"
"Leaver Dept.","2022","30-39","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","EO","10","[c]","25670","25310"
"Leaver Dept.","2022","30-39","Project Delivery","G6/G7","25","[c]","54100","54240"
"Leaver Dept.","2022","30-39","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","SEO/HEO","90","[c]","37350","37460"
"Leaver Dept.","2022","30-39","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Science and Engineering","AA/AO","40","[c]","21680","21820"
"Leaver Dept.","2022","30-39","Science and Engineering","EO","70","[c]","25420","25010"
"Leaver Dept.","2022","30-39","Science and Engineering","G6/G7","95","[c]","53390","52610"
"Leaver Dept.","2022","30-39","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Science and Engineering","SEO/HEO","365","[c]","35920","36690"
"Leaver Dept.","2022","30-39","Security","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","SEO/HEO","10","[c]","38030","39300"
"Leaver Dept.","2022","30-39","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Social Research","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Social Research","SEO/HEO","10","[c]","40860","42710"
"Leaver Dept.","2022","30-39","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Statistics","G6/G7","10","[c]","55740","55370"
"Leaver Dept.","2022","30-39","Statistics","SEO/HEO","30","[c]","38340","38720"
"Leaver Dept.","2022","30-39","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","AA/AO","170","[c]","21790","21150"
"Leaver Dept.","2022","30-39","Unknown","EO","155","[c]","27810","27570"
"Leaver Dept.","2022","30-39","Unknown","G6/G7","425","[c]","58390","54760"
"Leaver Dept.","2022","30-39","Unknown","SCS level","40","[c]","75770","72280"
"Leaver Dept.","2022","30-39","Unknown","SEO/HEO","520","[c]","35420","34550"
"Leaver Dept.","2022","30-39","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","G6/G7","40","[c]","57040","55420"
"Leaver Dept.","2022","40-49","Commercial","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","SEO/HEO","50","[c]","36800","37020"
"Leaver Dept.","2022","40-49","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","G6/G7","40","[c]","60910","58140"
"Leaver Dept.","2022","40-49","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","SEO/HEO","35","[c]","36050","35100"
"Leaver Dept.","2022","40-49","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Counter Fraud","EO","20","[c]","27650","27570"
"Leaver Dept.","2022","40-49","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
