"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","SEO/HEO","Female","40","[c]","35280","34020"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","London","EO","Female","40","[c]","27800","28500"
"Leaver CS","2022","Department for Education","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","London","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","London","SEO/HEO","Female","30","[c]","39660","40230"
"Leaver CS","2022","Department for Education","London","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Outside London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Outside London","EO","Female","35","[c]","25300","25000"
"Leaver CS","2022","Department for Education","Outside London","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Outside London","G6/G7","Female","35","[c]","55950","52340"
"Leaver CS","2022","Department for Education","Outside London","G6/G7","Male","45","[c]","55240","51170"
"Leaver CS","2022","Department for Education","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Outside London","SEO/HEO","Female","55","[c]","34600","36500"
"Leaver CS","2022","Department for Education","Outside London","SEO/HEO","Male","65","[c]","35340","36500"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","SEO/HEO","Female","80","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","London","SEO/HEO","Male","60","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","Female","125","[c]","21800","21300"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","Male","90","[c]","21470","21300"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","EO","Female","80","[c]","25630","25190"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","EO","Male","65","[c]","25640","24920"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","Male","45","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","Female","120","[c]","35240","35900"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","Male","130","[c]","35870","35900"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","EO","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","EO","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","G6/G7","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","London","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","London","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","London","EO","Male","40","[c]","29440","30470"
"Leaver CS","2022","Department for Transport","London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","London","G6/G7","Male","40","[c]","59330","57340"
"Leaver CS","2022","Department for Transport","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","London","SEO/HEO","Female","40","[c]","38310","35240"
"Leaver CS","2022","Department for Transport","London","SEO/HEO","Male","55","[c]","39810","42470"
"Leaver CS","2022","Department for Transport","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Outside London","AA/AO","Female","70","[c]","22350","21840"
"Leaver CS","2022","Department for Transport","Outside London","AA/AO","Male","90","[c]","24780","26580"
"Leaver CS","2022","Department for Transport","Outside London","EO","Female","70","[c]","26690","26470"
"Leaver CS","2022","Department for Transport","Outside London","EO","Male","210","[c]","27350","26780"
"Leaver CS","2022","Department for Transport","Outside London","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Outside London","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Outside London","SEO/HEO","Female","50","[c]","35620","33350"
"Leaver CS","2022","Department for Transport","Outside London","SEO/HEO","Male","95","[c]","38930","35350"
"Leaver CS","2022","Department for Transport","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","AA/AO","Female","210","[c]","20650","21590"
"Leaver CS","2022","Department for Transport","Unknown","AA/AO","Male","120","[c]","20760","21840"
"Leaver CS","2022","Department for Transport","Unknown","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","London","AA/AO","Female","90","[c]","24790","25110"
"Leaver CS","2022","Department for Work and Pensions","London","AA/AO","Male","75","[c]","24870","25110"
