"Status","Year","Age","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","Declared non-disabled","Crown Office and Procurator Fiscal Service","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Crown Prosecution Service","55","[c]","46280","55610"
"Leaver CS","2022","60-64","Declared non-disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Defence Equipment and Support","110","[c]","41660","38520"
"Leaver CS","2022","60-64","Declared non-disabled","Defence Science and Technology Laboratory","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Department for Education (excl. agencies)","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Department for International Trade","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Department for Transport (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Department for Work and Pensions (excl. agencies)","925","[c]","28870","27570"
"Leaver CS","2022","60-64","Declared non-disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Driver and Vehicle Licensing Agency","35","[c]","25180","21840"
"Leaver CS","2022","60-64","Declared non-disabled","Driver and Vehicle Standards Agency","55","[c]","29140","26800"
"Leaver CS","2022","60-64","Declared non-disabled","Education and Skills Funding Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Estyn","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","FCDO Services","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Food Standards Agency","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","35","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Forestry and Land Scotland","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Government Internal Audit Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Government Legal Department","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Health and Safety Executive","45","[c]","45010","44710"
"Leaver CS","2022","60-64","Declared non-disabled","HM Courts and Tribunals Service","155","[c]","27310","21180"
"Leaver CS","2022","60-64","Declared non-disabled","HM Land Registry","45","[c]","34700","33840"
"Leaver CS","2022","60-64","Declared non-disabled","HM Prison and Probation Service","345","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","HM Revenue and Customs (excl. agencies)","575","[c]","36220","29970"
"Leaver CS","2022","60-64","Declared non-disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Home Office","290","[c]","33700","28990"
"Leaver CS","2022","60-64","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Maritime and Coastguard Agency","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Met Office","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Ministry of Defence (excl. agencies)","505","[c]","33620","31530"
"Leaver CS","2022","60-64","Declared non-disabled","Ministry of Justice (excl. agencies)","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","National Crime Agency","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Planning Inspectorate","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Public Health England","70","[c]","54520","45920"
"Leaver CS","2022","60-64","Declared non-disabled","Registers of Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Rural Payments Agency","30","[c]","28710","26320"
"Leaver CS","2022","60-64","Declared non-disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Scottish Forestry","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Scottish Government (excl. agencies)","60","[c]","58470","49490"
"Leaver CS","2022","60-64","Declared non-disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Scottish Public Pensions Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Submarine Delivery Agency","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","The Insolvency Service","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","UK Export Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","UK Health Security Agency","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","UK Hydrographic Office","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","UK Statistics Authority","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Valuation Office Agency","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Welsh Government (excl. agencies)","55","[c]","55720","47000"
"Leaver CS","2022","60-64","Declared non-disabled","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Defence Electronics and Components Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Defence Equipment and Support","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Department for Work and Pensions (excl. agencies)","30","[c]","26660","27570"
"Leaver CS","2022","60-64","Undeclared","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Driver and Vehicle Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","HM Courts and Tribunals Service","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","HM Prison and Probation Service","125","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","HM Revenue and Customs (excl. agencies)","65","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Home Office","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Ministry of Defence (excl. agencies)","75","[c]","32650","29200"
"Leaver CS","2022","60-64","Undeclared","Ministry of Justice (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","UK Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Valuation Office Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Advisory, Conciliation and Arbitration Service","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Cabinet Office (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Centre for Environment, Fisheries and Aquaculture Science","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Charity Commission","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Companies House","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Crown Commercial Service","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Crown Prosecution Service","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Defence Equipment and Support","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Department for Education (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Department for Work and Pensions (excl. agencies)","35","[c]","25880","27570"
"Leaver CS","2022","60-64","Unknown","Department of Health and Social Care (excl. agencies)","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Driver and Vehicle Standards Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Education Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Food Standards Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","HM Courts and Tribunals Service","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","HM Prison and Probation Service","70","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","HM Revenue and Customs (excl. agencies)","255","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Home Office","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Medicines and Healthcare Products Regulatory Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Ministry of Defence (excl. agencies)","90","[c]","33390","30680"
"Leaver CS","2022","60-64","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","National Crime Agency","30","[c]","43420","41850"
