"Status","Year","Age","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","Declared non-disabled","Home Office","310","[c]","34720","28060"
"Leaver CS","2022","50-59","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Intellectual Property Office","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Legal Aid Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Maritime and Coastguard Agency","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Met Office","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Ministry of Defence (excl. agencies)","460","[c]","32860","29200"
"Leaver CS","2022","50-59","Declared non-disabled","Ministry of Justice (excl. agencies)","35","[c]","50050","52850"
"Leaver CS","2022","50-59","Declared non-disabled","National Crime Agency","30","[c]","47580","45090"
"Leaver CS","2022","50-59","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","45","[c]","66710","75500"
"Leaver CS","2022","50-59","Declared non-disabled","Office of Gas and Electricity Markets","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Office of Rail and Road","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Office of the Public Guardian","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Planning Inspectorate","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Public Health England","270","[c]","49910","45920"
"Leaver CS","2022","50-59","Declared non-disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Rural Payments Agency","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Scottish Courts and Tribunals Service","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Scottish Government (excl. agencies)","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Submarine Delivery Agency","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","The Insolvency Service","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","UK Export Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","UK Health Security Agency","65","[c]","43280","40060"
"Leaver CS","2022","50-59","Declared non-disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","UK Statistics Authority","45","[c]","32750","23920"
"Leaver CS","2022","50-59","Declared non-disabled","Valuation Office Agency","35","[c]","31290","22040"
"Leaver CS","2022","50-59","Declared non-disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Welsh Government (excl. agencies)","40","[c]","47660","39860"
"Leaver CS","2022","50-59","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Defence Equipment and Support","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Department for Work and Pensions (excl. agencies)","60","[c]","26460","27570"
"Leaver CS","2022","50-59","Undeclared","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Health and Safety Executive","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","HM Courts and Tribunals Service","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","HM Prison and Probation Service","180","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","HM Revenue and Customs (excl. agencies)","60","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Home Office","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Ministry of Defence (excl. agencies)","65","[c]","36180","34630"
"Leaver CS","2022","50-59","Undeclared","Ministry of Justice (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","UK Statistics Authority","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Advisory, Conciliation and Arbitration Service","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Animal and Plant Health Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Cabinet Office (excl. agencies)","60","[c]","79650","71460"
"Leaver CS","2022","50-59","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Charity Commission","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Companies House","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Crown Commercial Service","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Crown Prosecution Service","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Defence Equipment and Support","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for International Trade","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Transport (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Department for Work and Pensions (excl. agencies)","145","[c]","26650","27570"
"Leaver CS","2022","50-59","Unknown","Department of Health and Social Care (excl. agencies)","80","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Driver and Vehicle Licensing Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Driver and Vehicle Standards Agency","45","[c]","27810","26130"
"Leaver CS","2022","50-59","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Education Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Health and Safety Executive","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Courts and Tribunals Service","45","[c]","22510","20970"
"Leaver CS","2022","50-59","Unknown","HM Land Registry","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Prison and Probation Service","185","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","HM Revenue and Customs (excl. agencies)","270","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Home Office","45","[c]","31400","25960"
"Leaver CS","2022","50-59","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Maritime and Coastguard Agency","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Medicines and Healthcare Products Regulatory Agency","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Ministry of Defence (excl. agencies)","135","[c]","34530","32430"
"Leaver CS","2022","50-59","Unknown","Ministry of Justice (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","National Crime Agency","50","[c]","47100","41960"
"Leaver CS","2022","50-59","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Public Health England","90","[c]","50290","46000"
"Leaver CS","2022","50-59","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Royal Fleet Auxiliary","35","[c]","37880","34310"
"Leaver CS","2022","50-59","Unknown","Scottish Courts and Tribunals Service","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Scottish Government (excl. agencies)","30","[c]","51940","47490"
"Leaver CS","2022","50-59","Unknown","Scottish Prison Service","85","[c]","34270","35000"
"Leaver CS","2022","50-59","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Social Security Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Submarine Delivery Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","UK Health Security Agency","60","[c]","54390","45810"
"Leaver CS","2022","50-59","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","UK Space Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","UK Statistics Authority","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Valuation Office Agency","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Crown Prosecution Service","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Defence Equipment and Support","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Department for Education (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Department for Transport (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Department for Work and Pensions (excl. agencies)","245","[c]","28110","27570"
"Leaver CS","2022","60-64","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Driver and Vehicle Licensing Agency","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Driver and Vehicle Standards Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Health and Safety Executive","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","HM Courts and Tribunals Service","35","[c]","23780","20970"
"Leaver CS","2022","60-64","Declared disabled","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","HM Prison and Probation Service","110","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","HM Revenue and Customs (excl. agencies)","120","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Home Office","40","[c]","34610","28870"
"Leaver CS","2022","60-64","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Ministry of Defence (excl. agencies)","95","[c]","32040","26930"
"Leaver CS","2022","60-64","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","National Crime Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Public Health England","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Scottish Government (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Scottish Prison Service","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","UK Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Valuation Office Agency","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Animal and Plant Health Agency","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Cabinet Office (excl. agencies)","30","[c]","58640","49290"
"Leaver CS","2022","60-64","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Companies House","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
