"Status","Year","Disability","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","UK Health Security Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","UK Statistics Authority","UK Statistics Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Crown Prosecution Service","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Defence Equipment and Support","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Education (excl. agencies)","Department for Education","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for International Trade","Department for International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","65","[c]","30400","27570"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Estyn","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","HM Prison and Probation Service","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Home Office","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Public Health England","Department of Health and Social Care","55","[c]","45580","37290"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","UK Health Security Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","35","[c]","27620","24920"
"Leaver Dept.","2022","Declared non-disabled","White","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Cabinet Office (excl. agencies)","Cabinet Office","635","[c]","47290","40600"
"Leaver Dept.","2022","Declared non-disabled","White","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Charity Commission","Charity Commission","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Companies House","Department for Business, Energy and Industrial Strategy","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Competition and Markets Authority","Competition and Markets Authority","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Criminal Injuries Compensation Authority","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Crown Commercial Service","Cabinet Office","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Crown Office and Procurator Fiscal Service","Scottish Government","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Crown Prosecution Service","Attorney General's Departments","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Defence Equipment and Support","Ministry of Defence","255","[c]","33700","30460"
"Leaver Dept.","2022","Declared non-disabled","White","Defence Science and Technology Laboratory","Ministry of Defence","45","[c]","40790","38600"
"Leaver Dept.","2022","Declared non-disabled","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","270","[c]","47230","40220"
"Leaver Dept.","2022","Declared non-disabled","White","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","120","[c]","45830","41760"
"Leaver Dept.","2022","Declared non-disabled","White","Department for Education (excl. agencies)","Department for Education","185","[c]","46610","45250"
"Leaver Dept.","2022","Declared non-disabled","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","210","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Department for International Trade","Department for International Trade","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","145","[c]","43090","39350"
"Leaver Dept.","2022","Declared non-disabled","White","Department for Transport (excl. agencies)","Department for Transport","115","[c]","46240","42470"
"Leaver Dept.","2022","Declared non-disabled","White","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1510","[c]","29430","27570"
"Leaver Dept.","2022","Declared non-disabled","White","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Driver and Vehicle Licensing Agency","Department for Transport","105","[c]","30160","26780"
"Leaver Dept.","2022","Declared non-disabled","White","Driver and Vehicle Standards Agency","Department for Transport","65","[c]","32170","30730"
"Leaver Dept.","2022","Declared non-disabled","White","Education and Skills Funding Agency","Department for Education","30","[c]","37020","32930"
"Leaver Dept.","2022","Declared non-disabled","White","Estyn","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Food Standards Agency","Food Standards Agency","30","[c]","42230","40180"
"Leaver Dept.","2022","Declared non-disabled","White","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","180","[c]","44970","42890"
"Leaver Dept.","2022","Declared non-disabled","White","Forestry and Land Scotland","Scottish Government","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Government Internal Audit Agency","HM Treasury","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Government Legal Department","Attorney General's Departments","45","[c]","48910","51250"
"Leaver Dept.","2022","Declared non-disabled","White","Government Property Agency","Cabinet Office","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Health and Safety Executive","Department for Work and Pensions","35","[c]","40030","39390"
"Leaver Dept.","2022","Declared non-disabled","White","HM Courts and Tribunals Service","Ministry of Justice","205","[c]","27490","23410"
"Leaver Dept.","2022","Declared non-disabled","White","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","HM Prison and Probation Service","Ministry of Justice","295","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","545","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","HM Treasury (excl. agencies)","HM Treasury","110","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Home Office","Home Office","745","[c]","36460","28670"
"Leaver Dept.","2022","Declared non-disabled","White","Institute for Apprenticeships and Technical Education","Department for Education","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Legal Aid Agency","Ministry of Justice","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Maritime and Coastguard Agency","Department for Transport","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Met Office","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Ministry of Defence (excl. agencies)","Ministry of Defence","320","[c]","37990","33300"
"Leaver Dept.","2022","Declared non-disabled","White","Ministry of Justice (excl. agencies)","Ministry of Justice","190","[c]","42140","37430"
"Leaver Dept.","2022","Declared non-disabled","White","National Crime Agency","National Crime Agency","30","[c]","48650","44590"
"Leaver Dept.","2022","Declared non-disabled","White","National Infrastructure Commission","HM Treasury","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Northern Ireland Office","Northern Ireland Office","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","35","[c]","43310","37430"
"Leaver Dept.","2022","Declared non-disabled","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","65","[c]","38310","32940"
"Leaver Dept.","2022","Declared non-disabled","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Office of Rail and Road","Office of Rail and Road","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Office of the Public Guardian","Ministry of Justice","40","[c]","24890","21170"
"Leaver Dept.","2022","Declared non-disabled","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Planning Inspectorate","Department for Levelling Up, Housing and Communities","45","[c]","40430","34860"
"Leaver Dept.","2022","Declared non-disabled","White","Public Health England","Department of Health and Social Care","3025","[c]","41910","36330"
"Leaver Dept.","2022","Declared non-disabled","White","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Registers of Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Rural Payments Agency","Department for Environment, Food and Rural Affairs","40","[c]","29400","25320"
"Leaver Dept.","2022","Declared non-disabled","White","Scottish Courts and Tribunals Service","Scottish Government","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Scottish Forestry","Scottish Government","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Scottish Government (excl. agencies)","Scottish Government","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Serious Fraud Office","Attorney General's Departments","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Social Security Scotland","Scottish Government","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Submarine Delivery Agency","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","The Insolvency Service","Department for Business, Energy and Industrial Strategy","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","The National Archives","The National Archives","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","UK Export Finance","UK Export Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","UK Health Security Agency","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","UK Statistics Authority","UK Statistics Authority","60","[c]","41020","36840"
"Leaver Dept.","2022","Declared non-disabled","White","Valuation Office Agency","HM Revenue and Customs","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Vehicle Certification Agency","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","White","Welsh Government (excl. agencies)","Welsh Government","40","[c]","40740","37410"
"Leaver Dept.","2022","Declared non-disabled","White","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
