"Status","Year","Ethnicity","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","EO","145","[c]","28690","27570"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department for Work and Pensions (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Disclosure Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Disclosure Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Licensing Agency","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Licensing Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Licensing Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Licensing Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Licensing Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Licensing Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Driver and Vehicle Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education and Skills Funding Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Education Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Estyn","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Estyn","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Estyn","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Food Standards Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Forestry and Land Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Forestry and Land Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Forestry and Land Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Forestry and Land Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Forestry and Land Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Actuary's Department","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Actuary's Department","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Actuary's Department","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Actuary's Department","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Actuary's Department","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Internal Audit Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Internal Audit Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Internal Audit Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Internal Audit Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Property Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Property Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Government Property Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Health and Safety Executive","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","AO","65","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Institute for Apprenticeships and Technical Education","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Institute for Apprenticeships and Technical Education","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Institute for Apprenticeships and Technical Education","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Institute for Apprenticeships and Technical Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intellectual Property Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intellectual Property Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intellectual Property Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intellectual Property Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intellectual Property Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intellectual Property Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal Aid Agency","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal Aid Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal Aid Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal Aid Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal Aid Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal Aid Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Maritime and Coastguard Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Maritime and Coastguard Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Maritime and Coastguard Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Maritime and Coastguard Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Maritime and Coastguard Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Met Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Met Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Met Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Met Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Met Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Met Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Met Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Infrastructure Commission","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Infrastructure Commission","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Infrastructure Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Infrastructure Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Records of Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Records of Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Records of Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Records of Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Records of Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Records of Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Savings and Investments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Savings and Investments","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Savings and Investments","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Savings and Investments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Budget Responsibility","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Public Guardian","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Public Guardian","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Public Guardian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Public Guardian","HEO","[c]","[c]","[c]","[c]"
