"Status","Year","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Unknown","45","40","41240","37470"
"In post","2022","Registers of Scotland","Scottish Government","Heterosexual / straight","690","670","34990","30840"
"In post","2022","Registers of Scotland","Scottish Government","LGBO","40","40","34890","30840"
"In post","2022","Registers of Scotland","Scottish Government","Undeclared","75","70","34700","30840"
"In post","2022","Registers of Scotland","Scottish Government","Unknown","380","350","31700","30840"
"In post","2022","Revenue Scotland","Scottish Government","Heterosexual / straight","35","35","37490","36130"
"In post","2022","Revenue Scotland","Scottish Government","LGBO","5","5","[c]","[c]"
"In post","2022","Revenue Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Revenue Scotland","Scottish Government","Unknown","30","30","43870","39660"
"In post","2022","Royal Fleet Auxiliary","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Royal Fleet Auxiliary","Ministry of Defence","Unknown","1760","1760","37450","34160"
"In post","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1180","1070","27430","25100"
"In post","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","LGBO","85","80","26260","24920"
"In post","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Undeclared","105","95","26200","24920"
"In post","2022","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","1195","1110","24840","21300"
"In post","2022","Scottish Courts and Tribunals Service","Scottish Government","Heterosexual / straight","450","430","31000","27080"
"In post","2022","Scottish Courts and Tribunals Service","Scottish Government","LGBO","40","40","26670","23780"
"In post","2022","Scottish Courts and Tribunals Service","Scottish Government","Undeclared","20","15","[c]","[c]"
"In post","2022","Scottish Courts and Tribunals Service","Scottish Government","Unknown","1405","1270","27860","23780"
"In post","2022","Scottish Fiscal Commission","Scottish Government","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Scottish Government","LGBO","5","5","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Fiscal Commission","Scottish Government","Unknown","5","5","[c]","[c]"
"In post","2022","Scottish Forestry","Scottish Government","Heterosexual / straight","75","75","37830","36390"
"In post","2022","Scottish Forestry","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Forestry","Scottish Government","Undeclared","5","5","[c]","[c]"
"In post","2022","Scottish Forestry","Scottish Government","Unknown","105","95","35340","36390"
"In post","2022","Scottish Government (excl. agencies)","Scottish Government","Heterosexual / straight","5670","5450","45010","40810"
"In post","2022","Scottish Government (excl. agencies)","Scottish Government","LGBO","515","510","41940","39600"
"In post","2022","Scottish Government (excl. agencies)","Scottish Government","Undeclared","410","395","45290","40810"
"In post","2022","Scottish Government (excl. agencies)","Scottish Government","Unknown","2250","2145","42120","36370"
"In post","2022","Scottish Housing Regulator","Scottish Government","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Scottish Government","Unknown","20","15","[c]","[c]"
"In post","2022","Scottish Prison Service","Scottish Government","Heterosexual / straight","1495","1390","35330","35000"
"In post","2022","Scottish Prison Service","Scottish Government","LGBO","95","90","32980","35000"
"In post","2022","Scottish Prison Service","Scottish Government","Undeclared","65","60","35490","35000"
"In post","2022","Scottish Prison Service","Scottish Government","Unknown","2905","2735","31410","32170"
"In post","2022","Scottish Public Pensions Agency","Scottish Government","Heterosexual / straight","145","130","31500","27230"
"In post","2022","Scottish Public Pensions Agency","Scottish Government","LGBO","5","5","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Scottish Government","Unknown","155","145","29070","25930"
"In post","2022","Serious Fraud Office","Attorney General's Departments","Heterosexual / straight","320","315","46690","41030"
"In post","2022","Serious Fraud Office","Attorney General's Departments","LGBO","20","20","[c]","[c]"
"In post","2022","Serious Fraud Office","Attorney General's Departments","Undeclared","25","25","[c]","[c]"
"In post","2022","Serious Fraud Office","Attorney General's Departments","Unknown","90","85","48700","42210"
"In post","2022","Social Security Scotland","Scottish Government","Heterosexual / straight","1500","1455","31880","27940"
"In post","2022","Social Security Scotland","Scottish Government","LGBO","180","175","29010","27230"
"In post","2022","Social Security Scotland","Scottish Government","Undeclared","70","65","33170","27940"
"In post","2022","Social Security Scotland","Scottish Government","Unknown","695","675","28460","27230"
"In post","2022","Standards and Testing Agency","Department for Education","Heterosexual / straight","105","100","41770","40860"
"In post","2022","Standards and Testing Agency","Department for Education","LGBO","10","10","[c]","[c]"
"In post","2022","Standards and Testing Agency","Department for Education","Undeclared","10","10","[c]","[c]"
"In post","2022","Standards and Testing Agency","Department for Education","Unknown","5","5","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Scottish Government","Heterosexual / straight","85","80","33690","30790"
"In post","2022","Student Awards Agency for Scotland","Scottish Government","LGBO","5","5","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Scottish Government","Unknown","140","135","30270","27230"
"In post","2022","Submarine Delivery Agency","Ministry of Defence","Heterosexual / straight","1550","1515","41330","39860"
"In post","2022","Submarine Delivery Agency","Ministry of Defence","LGBO","55","55","32640","31430"
"In post","2022","Submarine Delivery Agency","Ministry of Defence","Undeclared","195","190","43470","41040"
"In post","2022","Submarine Delivery Agency","Ministry of Defence","Unknown","145","145","38250","35630"
"In post","2022","Teaching Regulation Agency","Department for Education","Heterosexual / straight","65","65","31920","29360"
"In post","2022","Teaching Regulation Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Department for Education","Undeclared","5","5","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Department for Education","Unknown","10","10","[c]","[c]"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","945","900","34620","32060"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","LGBO","45","45","32000","28280"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Undeclared","60","60","39110","36060"
"In post","2022","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","665","635","30510","26200"
"In post","2022","The National Archives","The National Archives","Heterosexual / straight","250","240","37280","34260"
"In post","2022","The National Archives","The National Archives","LGBO","40","40","30820","29350"
"In post","2022","The National Archives","The National Archives","Undeclared","60","60","35260","30830"
"In post","2022","The National Archives","The National Archives","Unknown","225","215","34990","32640"
"In post","2022","Transport Scotland","Scottish Government","Heterosexual / straight","335","330","46920","43000"
"In post","2022","Transport Scotland","Scottish Government","LGBO","25","25","[c]","[c]"
"In post","2022","Transport Scotland","Scottish Government","Undeclared","20","20","[c]","[c]"
"In post","2022","Transport Scotland","Scottish Government","Unknown","145","140","43070","41860"
"In post","2022","UK Debt Management Office","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","HM Treasury","Unknown","115","115","58090","51220"
