"Status","Year","Disability","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","No function","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Veterinarian","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Veterinarian","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Veterinarian","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Veterinarian","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","No function","Veterinarian","SEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Commercial","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Commercial","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Economics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Inspector of Education and Training","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Operational Delivery","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Operational Delivery","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Operational Delivery","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Operational Delivery","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Operational Delivery","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Other","EO","65","[c]","20490","19460"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Other","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Other","HEO","50","[c]","27600","27500"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Other","SEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Policy","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Policy","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Policy","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Policy","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Project Delivery","AO","50","[c]","21740","21260"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Project Delivery","EO","125","[c]","24900","24750"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Project Delivery","G6","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Project Delivery","G7","85","[c]","52780","53370"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Project Delivery","HEO","165","[c]","32420","33000"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Project Delivery","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Project Delivery","SEO","140","[c]","40280","40000"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Project Delivery","Unknown","40","[c]","41130","38000"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Science and Engineering","EO","35","[c]","25230","27540"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Science and Engineering","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Science and Engineering","HEO","60","[c]","31880","33000"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Science and Engineering","SEO","60","[c]","45130","44000"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Science and Engineering","Unknown","55","[c]","36790","33000"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Tax","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Finance","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Finance","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Operational Delivery","AO","75","[c]","21880","21750"
"New entrant CS","2022","Declared non-disabled","Property","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Other","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Other","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Property","AA","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Property","AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Property","EO","100","[c]","25810","25080"
"New entrant CS","2022","Declared non-disabled","Property","Property","G6","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Property","G7","40","[c]","52070","52180"
"New entrant CS","2022","Declared non-disabled","Property","Property","HEO","100","[c]","31870","33000"
"New entrant CS","2022","Declared non-disabled","Property","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Property","SEO","70","[c]","40880","40000"
"New entrant CS","2022","Declared non-disabled","Property","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Intelligence Analysis","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Security","Security","AA","80","[c]","23620","25000"
"New entrant CS","2022","Declared non-disabled","Security","Security","AO","95","[c]","26940","24180"
