"Status","Year","Age","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","Undeclared","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Project Delivery","Ministry of Defence","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Property","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Property","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Security","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Unknown","Department for Work and Pensions","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Unknown","HM Revenue and Customs","45","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Unknown","Home Office","35","[c]","36580","30810"
"Leaver CS","2022","50-59","Undeclared","Unknown","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Analysis","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Commercial","Cabinet Office","40","[c]","94740","73500"
"Leaver CS","2022","50-59","Unknown","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Commercial","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data & Technology","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data & Technology","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Grants Management","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Legal","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","No function","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","No function","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","No function","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","No function","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","No function","Department for Transport","65","[c]","30350","26130"
"Leaver CS","2022","50-59","Unknown","No function","Department for Work and Pensions","65","[c]","26310","26840"
"Leaver CS","2022","50-59","Unknown","No function","Department of Health and Social Care","65","[c]","56370","53220"
"Leaver CS","2022","50-59","Unknown","No function","HM Land Registry","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","No function","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","No function","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","No function","Ministry of Justice","270","[c]","26890","21300"
"Leaver CS","2022","50-59","Unknown","No function","National Crime Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","No function","Scottish Government","75","[c]","31500","30450"
"Leaver CS","2022","50-59","Unknown","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","No function","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Project Delivery","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Property","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Property","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Security","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Security","Ministry of Defence","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","Department for Work and Pensions","95","[c]","26050","27570"
"Leaver CS","2022","50-59","Unknown","Unknown","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","HM Revenue and Customs","180","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","Home Office","40","[c]","32070","27950"
"Leaver CS","2022","50-59","Unknown","Unknown","Ministry of Defence","70","[c]","37590","33670"
"Leaver CS","2022","50-59","Unknown","Unknown","Scottish Government","45","[c]","43930","39660"
"Leaver CS","2022","50-59","Unknown","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Analysis","UK Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Commercial","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Commercial","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Commercial","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Counter Fraud","Department for Work and Pensions","35","[c]","26950","27570"
"Leaver CS","2022","50-59","White","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Debt","Department for Work and Pensions","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Debt","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Department for Work and Pensions","40","[c]","46760","42440"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Ministry of Defence","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","UK Statistics Authority","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Department for Education","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Department for Work and Pensions","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Ministry of Defence","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Grants Management","Department for Environment, Food and Rural Affairs","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","Department for Work and Pensions","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Legal","Attorney General's Departments","80","[c]","51020","55000"
"Leaver CS","2022","50-59","White","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","Legal","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","Charity Commission","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","Department for Business, Energy and Industrial Strategy","35","[c]","47090","39540"
"Leaver CS","2022","50-59","White","No function","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","Department for Education","35","[c]","56530","54120"
"Leaver CS","2022","50-59","White","No function","Department for Environment, Food and Rural Affairs","45","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","Department for International Trade","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","Department for Levelling Up, Housing and Communities","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","Department for Transport","115","[c]","31640","26780"
"Leaver CS","2022","50-59","White","No function","Department for Work and Pensions","1070","[c]","27160","27570"
"Leaver CS","2022","50-59","White","No function","Department of Health and Social Care","380","[c]","49770","45840"
"Leaver CS","2022","50-59","White","No function","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","HM Land Registry","50","[c]","30770","27130"
"Leaver CS","2022","50-59","White","No function","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","White","No function","Ministry of Defence","60","[c]","43410","41330"
"Leaver CS","2022","50-59","White","No function","Ministry of Justice","1145","[c]","29480","21490"
