"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Unknown","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Digital, Data and Technology","G7","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Digital, Data and Technology","HEO","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Digital, Data and Technology","SEO","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Economics","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Finance","EO","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Finance","G7","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","Finance","HEO","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Human Resources","EO","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Human Resources","G7","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","Human Resources","HEO","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Human Resources","SEO","15","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Intelligence Analysis","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Intelligence Analysis","EO","15","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Medicine","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Medicine","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Medicine","G6","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","Medicine","G7","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","Medicine","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Medicine","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Operational Delivery","AA","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Operational Delivery","AO","120","105","23110","21680"
"In post","2022","Mixed","Unknown","Operational Delivery","EO","210","195","27170","26160"
"In post","2022","Mixed","Unknown","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","Operational Delivery","HEO","60","60","33740","35050"
"In post","2022","Mixed","Unknown","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Operational Delivery","SEO","30","30","41060","41960"
"In post","2022","Mixed","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Other","AA","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Other","AO","55","50","22430","21830"
"In post","2022","Mixed","Unknown","Other","EO","40","40","28290","28650"
"In post","2022","Mixed","Unknown","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Other","HEO","25","25","[c]","[c]"
"In post","2022","Mixed","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Other","SEO","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Other","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Planning","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Policy","AO","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","Policy","EO","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Policy","G6","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Policy","G7","60","55","57700","57460"
"In post","2022","Mixed","Unknown","Policy","HEO","25","25","[c]","[c]"
"In post","2022","Mixed","Unknown","Policy","SCS level","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","Policy","SEO","35","35","42700","41950"
"In post","2022","Mixed","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Project Delivery","G7","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Project Delivery","HEO","15","15","[c]","[c]"
"In post","2022","Mixed","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Project Delivery","SEO","15","15","[c]","[c]"
"In post","2022","Mixed","Unknown","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Property","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Property","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Science and Engineering","EO","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Security","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Security","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Social Research","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Social Research","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Statistics","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","AA","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","AO","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","EO","25","25","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","G6","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","G7","20","20","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","HEO","35","35","34610","34600"
"In post","2022","Mixed","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","SEO","30","25","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Veterinarian","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Finance","SCS level","[c]","[c]","[c]","[c]"
