"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Digital, Data & Technology","AA/AO","AO","45","[c]","21770","21170"
"Leaver CS","2022","White","Digital, Data & Technology","EO","EO","145","[c]","27610","27020"
"Leaver CS","2022","White","Digital, Data & Technology","G6/G7","G6","65","[c]","69390","70040"
"Leaver CS","2022","White","Digital, Data & Technology","G6/G7","G7","175","[c]","55310","54700"
"Leaver CS","2022","White","Digital, Data & Technology","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Digital, Data & Technology","SEO/HEO","HEO","165","[c]","34170","33380"
"Leaver CS","2022","White","Digital, Data & Technology","SEO/HEO","SEO","180","[c]","42180","40670"
"Leaver CS","2022","White","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","AA/AO","AO","40","[c]","22210","21840"
"Leaver CS","2022","White","Finance","EO","EO","50","[c]","26570","26670"
"Leaver CS","2022","White","Finance","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","G6/G7","G7","40","[c]","54420","54170"
"Leaver CS","2022","White","Finance","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Finance","SEO/HEO","HEO","65","[c]","34110","33300"
"Leaver CS","2022","White","Finance","SEO/HEO","SEO","70","[c]","42640","41750"
"Leaver CS","2022","White","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","AA/AO","AO","35","[c]","21260","21300"
"Leaver CS","2022","White","Grants Management","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","AA/AO","AO","85","[c]","21780","21170"
"Leaver CS","2022","White","Human Resources","EO","EO","100","[c]","27030","27570"
"Leaver CS","2022","White","Human Resources","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","G6/G7","G7","50","[c]","53400","53910"
"Leaver CS","2022","White","Human Resources","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Human Resources","SEO/HEO","HEO","75","[c]","33350","33300"
"Leaver CS","2022","White","Human Resources","SEO/HEO","SEO","80","[c]","41680","40590"
"Leaver CS","2022","White","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","AA/AO","AO","90","[c]","22200","22200"
"Leaver CS","2022","White","Legal","EO","EO","65","[c]","28210","27570"
"Leaver CS","2022","White","Legal","G6/G7","G6","50","[c]","70190","69160"
"Leaver CS","2022","White","Legal","G6/G7","G7","190","[c]","56070","55000"
"Leaver CS","2022","White","Legal","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","SEO/HEO","HEO","45","[c]","36580","38000"
"Leaver CS","2022","White","Legal","SEO/HEO","SEO","35","[c]","46450","41980"
"Leaver CS","2022","White","No function","AA/AO","AA","1095","[c]","18760","18310"
"Leaver CS","2022","White","No function","AA/AO","AO","5790","[c]","21380","21260"
"Leaver CS","2022","White","No function","EO","EO","4165","[c]","27680","27570"
"Leaver CS","2022","White","No function","G6/G7","G6","340","[c]","70270","67630"
"Leaver CS","2022","White","No function","G6/G7","G7","875","[c]","55680","53870"
"Leaver CS","2022","White","No function","SCS level","SCS level","255","[c]","96230","93000"
"Leaver CS","2022","White","No function","SEO/HEO","HEO","1320","[c]","32960","32550"
"Leaver CS","2022","White","No function","SEO/HEO","SEO","1145","[c]","41540","40340"
"Leaver CS","2022","White","No function","Unknown","Unknown","970","[c]","31900","28200"
"Leaver CS","2022","White","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","AA/AO","AO","35","[c]","21560","21260"
"Leaver CS","2022","White","Project Delivery","EO","EO","165","[c]","23090","22790"
"Leaver CS","2022","White","Project Delivery","G6/G7","G6","70","[c]","68500","67970"
"Leaver CS","2022","White","Project Delivery","G6/G7","G7","110","[c]","54560","54540"
"Leaver CS","2022","White","Project Delivery","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","SEO/HEO","HEO","225","[c]","31850","32250"
"Leaver CS","2022","White","Project Delivery","SEO/HEO","SEO","190","[c]","40890","40580"
"Leaver CS","2022","White","Project Delivery","Unknown","Unknown","100","[c]","37080","35980"
"Leaver CS","2022","White","Property","AA/AO","AA","65","[c]","19260","19010"
"Leaver CS","2022","White","Property","AA/AO","AO","65","[c]","21850","22010"
"Leaver CS","2022","White","Property","EO","EO","60","[c]","26050","26350"
"Leaver CS","2022","White","Property","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","G6/G7","G7","35","[c]","56420","54540"
"Leaver CS","2022","White","Property","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","SEO/HEO","HEO","75","[c]","34190","33300"
"Leaver CS","2022","White","Property","SEO/HEO","SEO","70","[c]","42860","42170"
"Leaver CS","2022","White","Security","AA/AO","AA","125","[c]","20920","19810"
"Leaver CS","2022","White","Security","AA/AO","AO","255","[c]","32840","39070"
"Leaver CS","2022","White","Security","EO","EO","85","[c]","33830","29250"
"Leaver CS","2022","White","Security","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","SEO/HEO","HEO","65","[c]","38540","34180"
"Leaver CS","2022","White","Security","SEO/HEO","SEO","35","[c]","45100","40670"
"Leaver CS","2022","White","Security","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","AA/AO","AA","440","[c]","19910","19550"
"Leaver CS","2022","White","Unknown","AA/AO","AO","2605","[c]","22080","21430"
"Leaver CS","2022","White","Unknown","EO","EO","1680","[c]","27900","27570"
"Leaver CS","2022","White","Unknown","G6/G7","G6","225","[c]","72620","73730"
"Leaver CS","2022","White","Unknown","G6/G7","G7","380","[c]","58060","57680"
"Leaver CS","2022","White","Unknown","SCS level","SCS level","120","[c]","97630","93350"
"Leaver CS","2022","White","Unknown","SEO/HEO","HEO","900","[c]","35250","35050"
"Leaver CS","2022","White","Unknown","SEO/HEO","SEO","550","[c]","43760","43000"
"Leaver CS","2022","White","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","EO","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","No function","AA/AO","AA","45","[c]","20990","22350"
"Leaver Dept.","2022","Asian","No function","AA/AO","AO","250","[c]","21630","21260"
"Leaver Dept.","2022","Asian","No function","EO","EO","555","[c]","27610","27570"
"Leaver Dept.","2022","Asian","No function","G6/G7","G6","40","[c]","74540","66610"
"Leaver Dept.","2022","Asian","No function","G6/G7","G7","160","[c]","53770","53600"
"Leaver Dept.","2022","Asian","No function","SCS level","SCS level","70","[c]","105990","106500"
"Leaver Dept.","2022","Asian","No function","SEO/HEO","HEO","295","[c]","32590","32330"
"Leaver Dept.","2022","Asian","No function","SEO/HEO","SEO","205","[c]","40000","40070"
"Leaver Dept.","2022","Asian","No function","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","AA/AO","AO","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","EO","EO","140","[c]","27470","27570"
"Leaver Dept.","2022","Asian","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","SEO/HEO","HEO","65","[c]","34370","35070"
"Leaver Dept.","2022","Asian","Unknown","SEO/HEO","SEO","40","[c]","42490","42170"
"Leaver Dept.","2022","Asian","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","AA/AO","AO","105","[c]","22090","21260"
"Leaver Dept.","2022","Black","No function","EO","EO","285","[c]","27880","27570"
"Leaver Dept.","2022","Black","No function","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","G6/G7","G7","85","[c]","52320","52610"
"Leaver Dept.","2022","Black","No function","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","SEO/HEO","HEO","170","[c]","32620","32330"
"Leaver Dept.","2022","Black","No function","SEO/HEO","SEO","135","[c]","39960","40070"
"Leaver Dept.","2022","Black","No function","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
