"Status","Year","Age","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","Finance","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Ministry of Defence (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Ministry of Defence (excl. agencies)","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Public Health England","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","The Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","UK Health Security Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Veterinary Medicines Directorate","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Rural Payments Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Rural Payments Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Rural Payments Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Rural Payments Agency","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Rural Payments Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Rural Payments Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Rural Payments Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Rural Payments Agency","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Cabinet Office (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Cabinet Office (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Education (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Work and Pensions (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Work and Pensions (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Work and Pensions (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Driver and Vehicle Standards Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Driver and Vehicle Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","FCDO Services","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Health and Safety Executive","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","HM Prison and Probation Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","HM Prison and Probation Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","HM Prison and Probation Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Maritime and Coastguard Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Ministry of Defence (excl. agencies)","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Ministry of Defence (excl. agencies)","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Public Health England","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","UK Health Security Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","UK Health Security Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Government Internal Audit Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Government Internal Audit Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","HM Prison and Probation Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","HM Prison and Probation Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Maritime and Coastguard Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Ministry of Defence (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Vehicle Certification Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Crown Office and Procurator Fiscal Service","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Crown Prosecution Service","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Crown Prosecution Service","East of England","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Crown Prosecution Service","London","15","[c]","46290","54020"
"Leaver CS","2022","50-59","Legal","Crown Prosecution Service","North East (England)","10","[c]","39210","38000"
"Leaver CS","2022","50-59","Legal","Crown Prosecution Service","North West (England)","10","[c]","49460","55610"
"Leaver CS","2022","50-59","Legal","Crown Prosecution Service","South East (England)","10","[c]","40170","40000"
"Leaver CS","2022","50-59","Legal","Crown Prosecution Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Crown Prosecution Service","Wales","5","[c]","[c]","[c]"
