"Status","Year","Age","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","Project Delivery","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Companies House","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Competition and Markets Authority","London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Defence Equipment and Support","Outside London","175","[c]","33820","33000"
"New entrant CS","2022","30-39","Project Delivery","Defence Science and Technology Laboratory","Outside London","30","[c]","33240","29230"
"New entrant CS","2022","30-39","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for Education (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for Transport (excl. agencies)","London","15","[c]","53850","54110"
"New entrant CS","2022","30-39","Project Delivery","Department for Transport (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for Work and Pensions (excl. agencies)","Outside London","10","[c]","22810","21260"
"New entrant CS","2022","30-39","Project Delivery","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Estyn","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","HM Land Registry","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","HM Revenue and Customs (excl. agencies)","London","20","[c]","49760","43430"
"New entrant CS","2022","30-39","Project Delivery","HM Revenue and Customs (excl. agencies)","Outside London","50","[c]","38730","40180"
"New entrant CS","2022","30-39","Project Delivery","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Met Office","Outside London","10","[c]","33230","27540"
"New entrant CS","2022","30-39","Project Delivery","Ministry of Defence (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Ministry of Defence (excl. agencies)","Outside London","35","[c]","36500","33000"
"New entrant CS","2022","30-39","Project Delivery","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Submarine Delivery Agency","Outside London","40","[c]","36580","38250"
"New entrant CS","2022","30-39","Project Delivery","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","UK Space Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","UK Statistics Authority","Outside London","10","[c]","39310","36840"
"New entrant CS","2022","30-39","Project Delivery","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Department for Education (excl. agencies)","Outside London","15","[c]","41750","36500"
"New entrant CS","2022","30-39","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Government Property Agency","London","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Government Property Agency","Outside London","15","[c]","52250","55000"
"New entrant CS","2022","30-39","Property","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","HM Revenue and Customs (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Met Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Ministry of Defence (excl. agencies)","Outside London","45","[c]","32250","33000"
"New entrant CS","2022","30-39","Property","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Scottish Prison Service","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Valuation Office Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Valuation Office Agency","Outside London","95","[c]","24680","22010"
"New entrant CS","2022","30-39","Security","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Cabinet Office (excl. agencies)","Outside London","15","[c]","30710","32000"
"New entrant CS","2022","30-39","Security","Cabinet Office (excl. agencies)","Unknown","10","[c]","33410","27500"
"New entrant CS","2022","30-39","Security","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Department for Transport (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","HM Prison and Probation Service","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Ministry of Defence (excl. agencies)","London","10","[c]","37320","35500"
"New entrant CS","2022","30-39","Security","Ministry of Defence (excl. agencies)","Outside London","115","[c]","25940","25000"
"New entrant CS","2022","30-39","Security","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","UK Statistics Authority","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Department for Work and Pensions (excl. agencies)","London","35","[c]","37610","31060"
"New entrant CS","2022","30-39","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","260","[c]","27170","27570"
"New entrant CS","2022","30-39","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","10","[c]","32130","30640"
"New entrant CS","2022","30-39","Unknown","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Disclosure Scotland","Outside London","20","[c]","23110","21050"
"New entrant CS","2022","30-39","Unknown","Education Scotland","Outside London","10","[c]","41730","41660"
"New entrant CS","2022","30-39","Unknown","Food Standards Scotland","Outside London","25","[c]","32220","27230"
"New entrant CS","2022","30-39","Unknown","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","130","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Home Office","London","165","[c]","38120","35050"
"New entrant CS","2022","30-39","Unknown","Home Office","Outside London","400","[c]","27310","24880"
"New entrant CS","2022","30-39","Unknown","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Met Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Ministry of Defence (excl. agencies)","London","30","[c]","39460","41500"
"New entrant CS","2022","30-39","Unknown","Ministry of Defence (excl. agencies)","Outside London","290","[c]","31550","26350"
"New entrant CS","2022","30-39","Unknown","Ministry of Defence (excl. agencies)","Overseas","10","[c]","40290","37990"
"New entrant CS","2022","30-39","Unknown","Ministry of Defence (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","National Records of Scotland","Outside London","25","[c]","35900","31540"
"New entrant CS","2022","30-39","Unknown","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Revenue Scotland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Royal Fleet Auxiliary","Unknown","25","[c]","19020","16190"
"New entrant CS","2022","30-39","Unknown","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Scottish Government (excl. agencies)","Outside London","455","[c]","36200","31540"
"New entrant CS","2022","30-39","Unknown","Scottish Housing Regulator","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Scottish Public Pensions Agency","Outside London","15","[c]","26090","24400"
"New entrant CS","2022","30-39","Unknown","Social Security Scotland","Outside London","435","[c]","27890","27230"
"New entrant CS","2022","30-39","Unknown","Student Awards Agency for Scotland","Outside London","10","[c]","29500","31230"
"New entrant CS","2022","30-39","Unknown","Transport Scotland","Outside London","15","[c]","38810","39660"
"New entrant CS","2022","30-39","Unknown","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Veterinary Medicines Directorate","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Welsh Government (excl. agencies)","Outside London","85","[c]","33580","31210"
"New entrant CS","2022","40-49","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Defence Science and Technology Laboratory","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department for Transport (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department of Health and Social Care (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Government Actuary's Department","London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Ministry of Defence (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","UK Space Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","UK Statistics Authority","London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","UK Statistics Authority","Outside London","35","[c]","36900","36840"
"New entrant CS","2022","40-49","Analysis","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Cabinet Office (excl. agencies)","London","15","[c]","71140","70000"
"New entrant CS","2022","40-49","Commercial","Cabinet Office (excl. agencies)","Outside London","50","[c]","76250","72000"
"New entrant CS","2022","40-49","Commercial","Cabinet Office (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Crown Commercial Service","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Department for Education (excl. agencies)","Outside London","15","[c]","32950","32930"
"New entrant CS","2022","40-49","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","10","[c]","33720","34230"
"New entrant CS","2022","40-49","Commercial","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Department of Health and Social Care (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Department of Health and Social Care (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Met Office","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Ministry of Defence (excl. agencies)","Outside London","15","[c]","28950","26350"
"New entrant CS","2022","40-49","Commercial","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Ministry of Justice (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","UK Export Finance","London","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","UK Health Security Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Department of Health and Social Care (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","HM Revenue and Customs (excl. agencies)","Outside London","125","[c]","27020","26590"
"New entrant CS","2022","40-49","Communications","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Met Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Office of Gas and Electricity Markets","London","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Public Health England","London","[c]","[c]","[c]","[c]"
