"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Unknown","Department for Work and Pensions (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Department for Work and Pensions (excl. agencies)","G7","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Department for Work and Pensions (excl. agencies)","HEO","10","5","36410","37190"
"In post","2022","65+","Unknown","Department for Work and Pensions (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Department of Health and Social Care (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Disclosure Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Disclosure Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Education Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Education Scotland","G6","10","10","77340","77340"
"In post","2022","65+","Unknown","Education Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","FCDO Services","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Food Standards Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Food Standards Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Forestry and Land Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Forestry and Land Scotland","AO","25","20","26870","27360"
"In post","2022","65+","Unknown","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Forestry and Land Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Forestry and Land Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Home Office","AA","90","70","20300","18240"
"In post","2022","65+","Unknown","Home Office","AO","290","230","23270","21680"
"In post","2022","65+","Unknown","Home Office","EO","310","215","29650","29080"
"In post","2022","65+","Unknown","Home Office","G6","10","10","67800","69390"
"In post","2022","65+","Unknown","Home Office","G7","20","20","60840","61170"
"In post","2022","65+","Unknown","Home Office","HEO","75","60","34630","33900"
"In post","2022","65+","Unknown","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Home Office","SEO","40","30","43590","44400"
"In post","2022","65+","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Ministry of Defence (excl. agencies)","AA","160","150","19440","19050"
"In post","2022","65+","Unknown","Ministry of Defence (excl. agencies)","AO","345","310","22040","21830"
"In post","2022","65+","Unknown","Ministry of Defence (excl. agencies)","EO","180","170","29030","27850"
"In post","2022","65+","Unknown","Ministry of Defence (excl. agencies)","G6","15","15","82040","89050"
"In post","2022","65+","Unknown","Ministry of Defence (excl. agencies)","G7","10","10","60680","59750"
"In post","2022","65+","Unknown","Ministry of Defence (excl. agencies)","HEO","155","145","35680","34610"
"In post","2022","65+","Unknown","Ministry of Defence (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Ministry of Defence (excl. agencies)","SEO","40","35","46500","44430"
"In post","2022","65+","Unknown","Ministry of Defence (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2022","65+","Unknown","National Records of Scotland","AA","10","10","23230","23230"
"In post","2022","65+","Unknown","National Records of Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","National Records of Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","National Records of Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Office of the Scottish Charity Regulator","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Royal Fleet Auxiliary","Unknown","20","20","38820","32700"
"In post","2022","65+","Unknown","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Scottish Forestry","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Scottish Government (excl. agencies)","AA","25","20","24300","23230"
"In post","2022","65+","Unknown","Scottish Government (excl. agencies)","AO","20","15","28450","25930"
"In post","2022","65+","Unknown","Scottish Government (excl. agencies)","EO","20","15","30090","30040"
"In post","2022","65+","Unknown","Scottish Government (excl. agencies)","G6","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Scottish Government (excl. agencies)","G7","10","10","62590","62170"
"In post","2022","65+","Unknown","Scottish Government (excl. agencies)","HEO","25","20","37470","36130"
"In post","2022","65+","Unknown","Scottish Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Scottish Government (excl. agencies)","SEO","20","15","47280","47490"
"In post","2022","65+","Unknown","Scottish Housing Regulator","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Scottish Public Pensions Agency","AO","10","5","[c]","[c]"
"In post","2022","65+","Unknown","Scottish Public Pensions Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Scottish Public Pensions Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Social Security Scotland","AA","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Social Security Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Social Security Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Student Awards Agency for Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Transport Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Transport Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Transport Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Transport Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Transport Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Transport Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Veterinary Medicines Directorate","AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Veterinary Medicines Directorate","G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Veterinary Medicines Directorate","SEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Welsh Government (excl. agencies)","AO","50","35","24700","24630"
"In post","2022","65+","Unknown","Welsh Government (excl. agencies)","EO","35","25","29670","29430"
"In post","2022","65+","Unknown","Welsh Government (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Welsh Government (excl. agencies)","G7","20","15","61440","61440"
"In post","2022","65+","Unknown","Welsh Government (excl. agencies)","HEO","40","30","38230","38160"
"In post","2022","65+","Unknown","Welsh Government (excl. agencies)","SCS level","10","10","89240","86000"
"In post","2022","65+","Unknown","Welsh Government (excl. agencies)","SEO","30","25","47470","47470"
"In post","2022","Unknown","Counter Fraud","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Department for Work and Pensions (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Department for Work and Pensions (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Defence Electronics and Components Agency","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Department for Work and Pensions (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Department for Work and Pensions (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","Unknown","No function","Department for Work and Pensions (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Debt","Department for Work and Pensions (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Met Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Grants Management","Rural Payments Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Legal","Crown Prosecution Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Animal and Plant Health Agency","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Crown Office and Procurator Fiscal Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Defence Equipment and Support","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Defence Science and Technology Laboratory","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department for Transport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department for Work and Pensions (excl. agencies)","AO","25","[c]","21200","21260"
"Leaver CS","2022","16-19","No function","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Driver and Vehicle Licensing Agency","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Driver and Vehicle Licensing Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","HM Courts and Tribunals Service","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","HM Courts and Tribunals Service","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","HM Prison and Probation Service","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","HM Prison and Probation Service","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","HM Prison and Probation Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Maritime and Coastguard Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Office for Standards in Education, Children's Services and Skills","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Public Health England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Public Health England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","The Insolvency Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","The National Archives","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","The National Archives","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","UK Health Security Agency","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","Serious Fraud Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","Valuation Office Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Security","Ministry of Defence (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Work and Pensions (excl. agencies)","AO","20","[c]","21700","21260"
"Leaver CS","2022","16-19","Unknown","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Forestry and Land Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","HM Revenue and Customs (excl. agencies)","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Home Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Scottish Government (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Student Awards Agency for Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Cabinet Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Companies House","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Companies House","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Competition and Markets Authority","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Competition and Markets Authority","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Defence Science and Technology Laboratory","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Defence Science and Technology Laboratory","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Defence Science and Technology Laboratory","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Education (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Education (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for International Trade","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for International Trade","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Government Actuary's Department","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Government Actuary's Department","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","HM Treasury (excl. agencies)","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","HM Treasury (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Ministry of Defence (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","National Savings and Investments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Office for Budget Responsibility","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Office of Gas and Electricity Markets","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Office of Gas and Electricity Markets","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Scottish Courts and Tribunals Service","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","UK Statistics Authority","AO","50","[c]","19990","19610"
"Leaver CS","2022","20-29","Analysis","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","UK Statistics Authority","HEO","15","[c]","31470","30710"
"Leaver CS","2022","20-29","Analysis","UK Statistics Authority","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Cabinet Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Cabinet Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Cabinet Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Crown Commercial Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Crown Commercial Service","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Crown Commercial Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Defence Equipment and Support","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Defence Science and Technology Laboratory","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Defence Science and Technology Laboratory","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Defence Science and Technology Laboratory","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department for Education (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department for Education (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department for Education (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department of Health and Social Care (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department of Health and Social Care (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department of Health and Social Care (excl. agencies)","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Ministry of Defence (excl. agencies)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Ministry of Defence (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Cabinet Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Cabinet Office (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Cabinet Office (excl. agencies)","SEO","5","[c]","[c]","[c]"
