"Status","Year","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Education (excl. agencies)","Communications","15","[c]","31120","29000"
"Leaver Dept.","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for International Trade","Communications","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","15","[c]","46070","45080"
"Leaver Dept.","2022","Communications","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care (excl. agencies)","Communications","115","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Health and Safety Executive","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury (excl. agencies)","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence (excl. agencies)","Communications","10","[c]","38160","40640"
"Leaver Dept.","2022","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Planning Inspectorate","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Public Health England","Communications","95","[c]","43030","38200"
"Leaver Dept.","2022","Communications","Registers of Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","The Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","Communications","10","[c]","40970","36900"
"Leaver Dept.","2022","Communications","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Vehicle Certification Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","15","[c]","40190","34160"
"Leaver Dept.","2022","Counter Fraud","Companies House","Counter Fraud","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","Counter Fraud","75","[c]","28510","27570"
"Leaver Dept.","2022","Counter Fraud","Department for Work and Pensions (excl. agencies)","Operational Delivery","20","[c]","26620","27570"
"Leaver Dept.","2022","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Intellectual Property Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Serious Fraud Office","Counter Fraud","15","[c]","39490","40270"
"Leaver Dept.","2022","Counter Fraud","The Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Department for Work and Pensions (excl. agencies)","Other","55","[c]","23190","21260"
"Leaver Dept.","2022","Debt","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","60","[c]","48310","54700"
"Leaver Dept.","2022","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Charity Commission","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Companies House","Digital, Data and Technology","15","[c]","35020","36110"
"Leaver Dept.","2022","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Crown Commercial Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Education (excl. agencies)","Digital, Data and Technology","30","[c]","46090","49860"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Education (excl. agencies)","Policy","20","[c]","40600","36500"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","115","[c]","41210","36640"
"Leaver Dept.","2022","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Digital, Data and Technology","25","[c]","33950","30730"
"Leaver Dept.","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Digital, Data and Technology","15","[c]","36820","31380"
"Leaver Dept.","2022","Digital, Data & Technology","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Education and Skills Funding Agency","Digital, Data and Technology","15","[c]","37540","36870"
"Leaver Dept.","2022","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","10","[c]","37350","39060"
"Leaver Dept.","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Intellectual Property Office","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Met Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Met Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Digital, Data and Technology","30","[c]","31550","30870"
"Leaver Dept.","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","10","[c]","42000","39180"
"Leaver Dept.","2022","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Planning Inspectorate","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Public Health England","Digital, Data and Technology","160","[c]","44160","38870"
"Leaver Dept.","2022","Digital, Data & Technology","Queen Elizabeth II Centre","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Submarine Delivery Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Submarine Delivery Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","The Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","30","[c]","43310","36840"
"Leaver Dept.","2022","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Cabinet Office (excl. agencies)","Unknown","15","[c]","45940","41560"
"Leaver Dept.","2022","Finance","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Companies House","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Department for Digital, Culture, Media and Sport","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Department for Education (excl. agencies)","Finance","30","[c]","44090","42520"
"Leaver Dept.","2022","Finance","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","15","[c]","52980","53130"
"Leaver Dept.","2022","Finance","Department for Work and Pensions (excl. agencies)","Commercial","10","[c]","33810","35310"
"Leaver Dept.","2022","Finance","Department for Work and Pensions (excl. agencies)","Finance","75","[c]","37570","35310"
"Leaver Dept.","2022","Finance","Department for Work and Pensions (excl. agencies)","Security","10","[c]","43320","39960"
"Leaver Dept.","2022","Finance","Department of Health and Social Care (excl. agencies)","Finance","150","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Driver and Vehicle Licensing Agency","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Driver and Vehicle Standards Agency","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Government Internal Audit Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","HM Treasury (excl. agencies)","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Ministry of Defence (excl. agencies)","Finance","35","[c]","51620","45200"
"Leaver Dept.","2022","Finance","Ministry of Justice (excl. agencies)","Finance","15","[c]","37310","35820"
"Leaver Dept.","2022","Finance","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Planning Inspectorate","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Public Health England","Finance","115","[c]","40820","38200"
"Leaver Dept.","2022","Finance","Scottish Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Submarine Delivery Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","The Insolvency Service","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","UK Health Security Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","UK Hydrographic Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Vehicle Certification Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Rural Payments Agency","Operational Delivery","60","[c]","24620","21300"
"Leaver Dept.","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Cabinet Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","135","[c]","39790","34550"
"Leaver Dept.","2022","Human Resources","Charity Commission","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Crown Prosecution Service","Human Resources","10","[c]","37540","35390"
"Leaver Dept.","2022","Human Resources","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for Education (excl. agencies)","Human Resources","15","[c]","32860","29360"
"Leaver Dept.","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for International Trade","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","10","[c]","32160","30190"
"Leaver Dept.","2022","Human Resources","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","45","[c]","36480","31990"
"Leaver Dept.","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","50","[c]","27420","27570"
"Leaver Dept.","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","10","[c]","34250","31850"
"Leaver Dept.","2022","Human Resources","Driver and Vehicle Standards Agency","Human Resources","15","[c]","38170","38650"
"Leaver Dept.","2022","Human Resources","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","HM Treasury (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","HM Treasury (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","55","[c]","33920","30200"
"Leaver Dept.","2022","Human Resources","National Crime Agency","Human Resources","10","[c]","39300","36740"
"Leaver Dept.","2022","Human Resources","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Public Health England","Human Resources","190","[c]","42870","36330"
"Leaver Dept.","2022","Human Resources","Registers of Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","The Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Health Security Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Statistics Authority","Human Resources","15","[c]","37950","33210"
"Leaver Dept.","2022","Human Resources","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Government Internal Audit Agency","Internal Audit","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Government Internal Audit Agency","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Attorney General's Office","Legal","10","[c]","69170","65680"
"Leaver Dept.","2022","Legal","Attorney General's Office","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Attorney General's Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Competition and Markets Authority","Legal","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
