"Status","Year","Age","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Unknown","Department for Work and Pensions","Outside London","15","15","34850","33730"
"In post","2022","65+","Unknown","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Home Office","London","380","305","32060","29080"
"In post","2022","65+","Unknown","Home Office","Outside London","450","325","26040","24880"
"In post","2022","65+","Unknown","Home Office","Overseas","5","5","[c]","[c]"
"In post","2022","65+","Unknown","Ministry of Defence","London","55","50","31980","25640"
"In post","2022","65+","Unknown","Ministry of Defence","Outside London","855","775","28110","22750"
"In post","2022","65+","Unknown","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Ministry of Defence","Unknown","30","30","37210","32700"
"In post","2022","65+","Unknown","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Scottish Government","Outside London","240","205","37730","30040"
"In post","2022","65+","Unknown","Welsh Government","Outside London","190","145","41300","38160"
"In post","2022","Unknown","Counter Fraud","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Department for Work and Pensions","Outside London","10","10","25770","27570"
"In post","2022","Unknown","No function","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Commercial","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Debt","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Digital, Data & Technology","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Legal","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department for Environment, Food and Rural Affairs","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department for Transport","Unknown","15","[c]","19340","18310"
"Leaver CS","2022","16-19","No function","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department for Work and Pensions","Outside London","25","[c]","21910","21260"
"Leaver CS","2022","16-19","No function","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Ministry of Justice","London","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Ministry of Justice","Outside London","35","[c]","19600","20370"
"Leaver CS","2022","16-19","No function","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","No function","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Project Delivery","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Property","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Security","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Department for Work and Pensions","Outside London","20","[c]","22290","21260"
"Leaver CS","2022","16-19","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","HM Revenue and Customs","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Chancellor's other departments","London","10","[c]","39280","42970"
"Leaver CS","2022","20-29","Analysis","Competition and Markets Authority","London","10","[c]","29670","22770"
"Leaver CS","2022","20-29","Analysis","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy","London","10","[c]","30760","26240"
"Leaver CS","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Education","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Education","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Environment, Food and Rural Affairs","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for International Trade","London","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities","London","15","[c]","32370","27850"
"Leaver CS","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Work and Pensions","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department of Health and Social Care","London","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department of Health and Social Care","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","HM Treasury","London","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Ministry of Defence","Outside London","10","[c]","33130","31110"
"Leaver CS","2022","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Office of Gas and Electricity Markets","London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Analysis","UK Statistics Authority","London","20","[c]","29680","32540"
"Leaver CS","2022","20-29","Analysis","UK Statistics Authority","Outside London","60","[c]","22960","19610"
"Leaver CS","2022","20-29","Analysis","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Cabinet Office","London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Cabinet Office","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department for Education","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department for Environment, Food and Rural Affairs","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department of Health and Social Care","London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department of Health and Social Care","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Department of Health and Social Care","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","Ministry of Defence","Outside London","25","[c]","29650","32320"
"Leaver CS","2022","20-29","Commercial","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Commercial","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Cabinet Office","London","20","[c]","36970","34600"
"Leaver CS","2022","20-29","Communications","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Department for Education","London","15","[c]","31800","28500"
"Leaver CS","2022","20-29","Communications","Department for Education","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Department for Environment, Food and Rural Affairs","London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Department of Health and Social Care","London","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Ministry of Defence","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Ministry of Defence","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Communications","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","Attorney General's Departments","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","Department for Work and Pensions","Outside London","10","[c]","22940","21260"
"Leaver CS","2022","20-29","Counter Fraud","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Counter Fraud","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Debt","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Debt","Department for Work and Pensions","Outside London","45","[c]","21420","21260"
"Leaver CS","2022","20-29","Debt","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Cabinet Office","London","35","[c]","34840","27500"
"Leaver CS","2022","20-29","Digital, Data & Technology","Cabinet Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","45","[c]","25960","24650"
"Leaver CS","2022","20-29","Digital, Data & Technology","Department for Education","London","15","[c]","36170","32940"
"Leaver CS","2022","20-29","Digital, Data & Technology","Department for Education","Outside London","15","[c]","36370","33290"
"Leaver CS","2022","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Department for Transport","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Department for Transport","Unknown","10","[c]","28510","26130"
"Leaver CS","2022","20-29","Digital, Data & Technology","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Department for Work and Pensions","Outside London","25","[c]","39340","40070"
"Leaver CS","2022","20-29","Digital, Data & Technology","Department of Health and Social Care","London","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","HM Land Registry","Outside London","20","[c]","31110","33840"
"Leaver CS","2022","20-29","Digital, Data & Technology","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Ministry of Defence","Outside London","35","[c]","30150","26740"
"Leaver CS","2022","20-29","Digital, Data & Technology","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","UK Statistics Authority","Outside London","35","[c]","27610","24090"
"Leaver CS","2022","20-29","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Digital, Data & Technology","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Cabinet Office","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Department for Education","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Department for Work and Pensions","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Department of Health and Social Care","London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Department of Health and Social Care","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Ministry of Defence","Outside London","20","[c]","29020","25560"
"Leaver CS","2022","20-29","Finance","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Finance","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","45","[c]","21910","21300"
"Leaver CS","2022","20-29","Human Resources","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Cabinet Office","London","15","[c]","31060","28330"
"Leaver CS","2022","20-29","Human Resources","Cabinet Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Department for Environment, Food and Rural Affairs","London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Department for International Trade","London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Department for Work and Pensions","Outside London","15","[c]","25500","27570"
"Leaver CS","2022","20-29","Human Resources","Department of Health and Social Care","London","20","[c]","28750","27270"
"Leaver CS","2022","20-29","Human Resources","Department of Health and Social Care","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Ministry of Defence","London","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Ministry of Defence","Outside London","25","[c]","23770","21170"
"Leaver CS","2022","20-29","Human Resources","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Human Resources","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Internal Audit","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Internal Audit","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
