"Status","Year","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Prison and Probation Service","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury (excl. agencies)","HM Treasury","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","Home Office","55","[c]","36090","33900"
"Leaver Dept.","2022","Undeclared","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","35","[c]","38740","39070"
"Leaver Dept.","2022","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","National Crime Agency","National Crime Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Public Health England","Department of Health and Social Care","470","[c]","46480","40920"
"Leaver Dept.","2022","Undeclared","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Health Security Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","UK Statistics Authority","75","[c]","33530","30210"
"Leaver Dept.","2022","Undeclared","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Office","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","835","[c]","38180","32000"
"Leaver Dept.","2022","Unknown","Charity Commission","Charity Commission","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Crown Commercial Service","Cabinet Office","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Crown Prosecution Service","Attorney General's Departments","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Defence Equipment and Support","Ministry of Defence","35","[c]","34080","31840"
"Leaver Dept.","2022","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","60","[c]","44950","40050"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education (excl. agencies)","Department for Education","60","[c]","43640","40370"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","Department for International Trade","75","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","50","[c]","41760","33650"
"Leaver Dept.","2022","Unknown","Department for Transport (excl. agencies)","Department for Transport","100","[c]","40950","35850"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","300","[c]","31520","27570"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","1030","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Driver and Vehicle Standards Agency","Department for Transport","35","[c]","28070","26470"
"Leaver Dept.","2022","Unknown","Education and Skills Funding Agency","Department for Education","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Food Standards Agency","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","120","[c]","41230","39630"
"Leaver Dept.","2022","Unknown","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Government Legal Department","Attorney General's Departments","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Health and Safety Executive","Department for Work and Pensions","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Courts and Tribunals Service","Ministry of Justice","110","[c]","22720","20970"
"Leaver Dept.","2022","Unknown","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Prison and Probation Service","Ministry of Justice","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","440","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Home Office","205","[c]","34330","30100"
"Leaver Dept.","2022","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal Aid Agency","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Maritime and Coastguard Agency","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","60","[c]","39990","39070"
"Leaver Dept.","2022","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","85","[c]","41450","37640"
"Leaver Dept.","2022","Unknown","National Crime Agency","National Crime Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland Office","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Public Guardian","Ministry of Justice","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Planning Inspectorate","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Public Health England","Department of Health and Social Care","135","[c]","49990","45140"
"Leaver Dept.","2022","Unknown","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Courts and Tribunals Service","Scottish Government","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government (excl. agencies)","Scottish Government","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Serious Fraud Office","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","35","[c]","27350","22340"
"Leaver Dept.","2022","Unknown","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Health Security Agency","Department of Health and Social Care","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Valuation Office Agency","HM Revenue and Customs","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Revenue Authority","Welsh Government","5","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","25","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","40","[c]","28090","24920"
"Leaver Dept.","2022","White","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Cabinet Office (excl. agencies)","Cabinet Office","745","[c]","46180","40600"
"Leaver Dept.","2022","White","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Charity Commission","Charity Commission","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Companies House","Department for Business, Energy and Industrial Strategy","30","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Competition and Markets Authority","Competition and Markets Authority","20","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Criminal Injuries Compensation Authority","Ministry of Justice","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Crown Commercial Service","Cabinet Office","30","[c]","42450","38980"
"Leaver Dept.","2022","White","Crown Office and Procurator Fiscal Service","Scottish Government","15","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Crown Prosecution Service","Attorney General's Departments","55","[c]","36140","27310"
"Leaver Dept.","2022","White","Defence Equipment and Support","Ministry of Defence","325","[c]","34210","31780"
"Leaver Dept.","2022","White","Defence Science and Technology Laboratory","Ministry of Defence","50","[c]","40680","38070"
"Leaver Dept.","2022","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","350","[c]","46630","40220"
"Leaver Dept.","2022","White","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","145","[c]","46200","40520"
"Leaver Dept.","2022","White","Department for Education (excl. agencies)","Department for Education","260","[c]","44620","40510"
"Leaver Dept.","2022","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","250","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Department for International Trade","Department for International Trade","100","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","180","[c]","42250","37720"
"Leaver Dept.","2022","White","Department for Transport (excl. agencies)","Department for Transport","140","[c]","45580","42470"
"Leaver Dept.","2022","White","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1890","[c]","29500","27570"
