"Status","Year","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Crown Prosecution Service","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Commercial","80","[c]","34570","31420"
"Leaver Dept.","2022","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Digital, Data and Technology","15","[c]","38770","37370"
"Leaver Dept.","2022","Defence Equipment and Support","Finance","20","[c]","32130","33400"
"Leaver Dept.","2022","Defence Equipment and Support","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Knowledge and Information Management","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Other","90","[c]","31330","27140"
"Leaver Dept.","2022","Defence Equipment and Support","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Project Delivery","125","[c]","38870","37320"
"Leaver Dept.","2022","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Science and Engineering","75","[c]","30860","27540"
"Leaver Dept.","2022","Defence Equipment and Support","Security","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Operational Research","15","[c]","42760","42540"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Science and Engineering","35","[c]","37390","38070"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","20","[c]","47350","40690"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","25","[c]","43780","36850"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","15","[c]","46190","49080"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","45","[c]","46010","46850"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","415","[c]","45580","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","25","[c]","47860","40050"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Economics","10","[c]","49490","47270"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Policy","150","[c]","44810","35480"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Project Delivery","15","[c]","42750","34020"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Commercial","15","[c]","38920","36780"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Communications","15","[c]","31240","29500"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Digital, Data and Technology","50","[c]","47210","49860"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Finance","35","[c]","44030","41510"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Human Resources","15","[c]","33090","30170"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Operational Delivery","20","[c]","36580","33120"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Policy","230","[c]","44240","40300"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Property","30","[c]","43330","36780"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","290","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Communications","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Economics","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","International Trade","95","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Policy","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Social Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","25","[c]","43210","34710"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","15","[c]","52980","53130"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","10","[c]","32160","30190"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","40","[c]","37350","33210"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","175","[c]","42090","36340"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","10","[c]","39900","39600"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","15","[c]","44430","42980"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Unknown","300","[c]","43550","42470"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Commercial","10","[c]","33810","35310"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","75","[c]","28510","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","115","[c]","41210","36640"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Finance","75","[c]","37570","35310"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Human Resources","45","[c]","36480","31990"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","35","[c]","38250","36650"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","2085","[c]","27770","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Other","275","[c]","28650","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Policy","50","[c]","46020","39000"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","55","[c]","35630","31990"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Security","15","[c]","41130","39480"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Unknown","195","[c]","32920","27570"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Commercial","165","[c]","52300","45090"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Communications","115","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Economics","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Finance","150","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Human Resources","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Policy","440","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Unknown","205","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Digital, Data and Technology","25","[c]","33920","30890"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Human Resources","10","[c]","34250","31850"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Operational Delivery","80","[c]","24590","21840"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Counter Fraud","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","15","[c]","36820","31380"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Human Resources","15","[c]","38170","38650"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Operational Delivery","75","[c]","25960","26130"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Digital, Data and Technology","15","[c]","37500","36780"
"Leaver Dept.","2022","Education and Skills Funding Agency","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Operational Delivery","20","[c]","32780","30090"
"Leaver Dept.","2022","Education and Skills Funding Agency","Policy","15","[c]","43460","38590"
"Leaver Dept.","2022","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Operational Delivery","15","[c]","32270","32350"
"Leaver Dept.","2022","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Policy","15","[c]","37500","40180"
"Leaver Dept.","2022","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Science and Engineering","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","15","[c]","39830","36210"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","10","[c]","37350","39060"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","15","[c]","37600","38600"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","15","[c]","53260","52430"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","10","[c]","39600","36260"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Security","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","305","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Unknown","10","[c]","42890","37490"
"Leaver Dept.","2022","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Internal Audit","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Legal","50","[c]","60610","52730"
"Leaver Dept.","2022","Government Legal Department","Other","35","[c]","31340","27350"
"Leaver Dept.","2022","Government Legal Department","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Operational Delivery","50","[c]","36270","31680"
"Leaver Dept.","2022","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Science and Engineering","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Operational Delivery","535","[c]","26510","22680"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Operational Delivery","390","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Psychology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Security","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","145","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Tax","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","1320","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Economics","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Policy","135","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Commercial","10","[c]","46000","44080"
"Leaver Dept.","2022","Home Office","Communications","20","[c]","48870","40970"
"Leaver Dept.","2022","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Digital, Data and Technology","35","[c]","48600","44780"
"Leaver Dept.","2022","Home Office","Economics","20","[c]","52480","62490"
"Leaver Dept.","2022","Home Office","Finance","15","[c]","61350","57460"
