"Status","Year","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Home Office","Human Resources","45","[c]","45510","33850"
"Leaver Dept.","2022","Home Office","Intelligence Analysis","45","[c]","29850","28670"
"Leaver Dept.","2022","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Operational Delivery","720","[c]","27990","25040"
"Leaver Dept.","2022","Home Office","Operational Research","20","[c]","40130","36590"
"Leaver Dept.","2022","Home Office","Other","110","[c]","38800","35070"
"Leaver Dept.","2022","Home Office","Policy","245","[c]","47690","41970"
"Leaver Dept.","2022","Home Office","Project Delivery","70","[c]","40660","37460"
"Leaver Dept.","2022","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Security","15","[c]","44050","37460"
"Leaver Dept.","2022","Home Office","Social Research","15","[c]","49570","44520"
"Leaver Dept.","2022","Home Office","Statistics","10","[c]","40160","34840"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Operational Delivery","50","[c]","29750","25120"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Operational Delivery","35","[c]","29230","26840"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Commercial","35","[c]","36870","40000"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Communications","10","[c]","38160","40640"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Digital, Data and Technology","30","[c]","31550","30870"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Finance","75","[c]","44940","40580"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Geography","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Human Resources","55","[c]","33920","30200"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Intelligence Analysis","30","[c]","38920","35390"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Other","105","[c]","24290","21330"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Policy","60","[c]","45740","44500"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Project Delivery","85","[c]","45990","40580"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Property","20","[c]","36660","34840"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Science and Engineering","10","[c]","39440","42080"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Security","25","[c]","28720","26510"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Statistics","20","[c]","44410","43580"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Finance","15","[c]","37310","35820"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Operational Delivery","415","[c]","40970","36800"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Digital, Data and Technology","10","[c]","42000","39180"
"Leaver Dept.","2022","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Human Resources","10","[c]","39300","36740"
"Leaver Dept.","2022","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","Operational Delivery","60","[c]","41610","37560"
"Leaver Dept.","2022","National Crime Agency","Project Delivery","10","[c]","45980","45480"
"Leaver Dept.","2022","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Policy","10","[c]","50430","52370"
"Leaver Dept.","2022","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Social Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Statistics","10","[c]","42440","39850"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Other","75","[c]","35030","26830"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Policy","10","[c]","33890","34240"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Public Guardian","Operational Delivery","135","[c]","24200","21170"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","10","[c]","43050","38000"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Operational Delivery","20","[c]","34900","32780"
"Leaver Dept.","2022","Planning Inspectorate","Other","10","[c]","33930","26050"
"Leaver Dept.","2022","Planning Inspectorate","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Planning Inspectors","25","[c]","47610","52520"
"Leaver Dept.","2022","Planning Inspectorate","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Commercial","90","[c]","47120","46000"
"Leaver Dept.","2022","Public Health England","Communications","95","[c]","43030","38200"
"Leaver Dept.","2022","Public Health England","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Digital, Data and Technology","160","[c]","44160","38870"
"Leaver Dept.","2022","Public Health England","Finance","115","[c]","40820","38200"
"Leaver Dept.","2022","Public Health England","Human Resources","190","[c]","42870","36330"
