"Status","Year","Age","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Communications","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Communications","Tax","Heterosexual / straight","255","250","30180","26820"
"In post","2022","40-49","Communications","Tax","LGBO","15","15","[c]","[c]"
"In post","2022","40-49","Communications","Tax","Undeclared","20","20","[c]","[c]"
"In post","2022","40-49","Communications","Tax","Unknown","170","165","28730","26820"
"In post","2022","40-49","Communications","Unknown","Heterosexual / straight","60","60","53170","50450"
"In post","2022","40-49","Communications","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Communications","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Communications","Unknown","Unknown","40","40","46290","41540"
"In post","2022","40-49","Counter Fraud","Counter Fraud","Heterosexual / straight","895","830","29810","27570"
"In post","2022","40-49","Counter Fraud","Counter Fraud","LGBO","50","45","29310","27570"
"In post","2022","40-49","Counter Fraud","Counter Fraud","Undeclared","115","105","28360","27570"
"In post","2022","40-49","Counter Fraud","Counter Fraud","Unknown","300","275","30300","27570"
"In post","2022","40-49","Counter Fraud","Intelligence Analysis","Heterosexual / straight","40","35","45540","40520"
"In post","2022","40-49","Counter Fraud","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Intelligence Analysis","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Intelligence Analysis","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Legal","Heterosexual / straight","515","500","34680","33370"
"In post","2022","40-49","Counter Fraud","Legal","LGBO","20","20","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Legal","Undeclared","95","90","35810","33370"
"In post","2022","40-49","Counter Fraud","Legal","Unknown","225","215","34460","33370"
"In post","2022","40-49","Counter Fraud","Operational Delivery","Heterosexual / straight","575","535","32120","31020"
"In post","2022","40-49","Counter Fraud","Operational Delivery","LGBO","30","25","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Operational Delivery","Undeclared","80","75","30280","26820"
"In post","2022","40-49","Counter Fraud","Operational Delivery","Unknown","195","175","28650","26820"
"In post","2022","40-49","Counter Fraud","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Other","Heterosexual / straight","40","40","47030","42600"
"In post","2022","40-49","Counter Fraud","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Other","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Other","Unknown","20","20","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Tax","Heterosexual / straight","260","250","43810","40520"
"In post","2022","40-49","Counter Fraud","Tax","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Tax","Undeclared","45","40","46150","40520"
"In post","2022","40-49","Counter Fraud","Tax","Unknown","85","80","37090","33370"
"In post","2022","40-49","Counter Fraud","Unknown","Heterosexual / straight","90","90","39590","34550"
"In post","2022","40-49","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Counter Fraud","Unknown","Unknown","40","40","34610","33080"
"In post","2022","40-49","Debt","Operational Delivery","Heterosexual / straight","335","300","25210","22080"
"In post","2022","40-49","Debt","Operational Delivery","LGBO","20","20","[c]","[c]"
"In post","2022","40-49","Debt","Operational Delivery","Undeclared","55","50","24200","22080"
"In post","2022","40-49","Debt","Operational Delivery","Unknown","195","175","25030","22080"
"In post","2022","40-49","Debt","Other","Heterosexual / straight","390","325","22930","21260"
"In post","2022","40-49","Debt","Other","LGBO","20","20","[c]","[c]"
"In post","2022","40-49","Debt","Other","Undeclared","40","35","21850","21260"
"In post","2022","40-49","Debt","Other","Unknown","95","80","21900","21260"
"In post","2022","40-49","Debt","Tax","Heterosexual / straight","75","75","22640","21250"
"In post","2022","40-49","Debt","Tax","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Debt","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Debt","Tax","Unknown","50","45","22070","21250"
"In post","2022","40-49","Debt","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Debt","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Digital, Data and Technology","Heterosexual / straight","3255","3185","44960","40670"
"In post","2022","40-49","Digital, Data & Technology","Digital, Data and Technology","LGBO","155","155","45060","40500"
"In post","2022","40-49","Digital, Data & Technology","Digital, Data and Technology","Undeclared","475","465","42370","40070"
"In post","2022","40-49","Digital, Data & Technology","Digital, Data and Technology","Unknown","890","870","44240","40520"
"In post","2022","40-49","Digital, Data & Technology","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Knowledge and Information Management","Heterosexual / straight","155","150","33230","29080"
"In post","2022","40-49","Digital, Data & Technology","Knowledge and Information Management","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Knowledge and Information Management","Undeclared","40","35","35150","33280"
"In post","2022","40-49","Digital, Data & Technology","Knowledge and Information Management","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Operational Delivery","Heterosexual / straight","105","100","39660","36050"
"In post","2022","40-49","Digital, Data & Technology","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Operational Delivery","Unknown","30","30","38730","33370"
"In post","2022","40-49","Digital, Data & Technology","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Other","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Policy","Heterosexual / straight","45","40","48190","50130"
"In post","2022","40-49","Digital, Data & Technology","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Policy","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Policy","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Project Delivery","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Project Delivery","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Science and Engineering","Heterosexual / straight","185","175","42530","40040"
"In post","2022","40-49","Digital, Data & Technology","Science and Engineering","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Science and Engineering","Undeclared","45","40","42190","39930"
"In post","2022","40-49","Digital, Data & Technology","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Tax","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Unknown","Heterosexual / straight","295","285","54560","54700"
"In post","2022","40-49","Digital, Data & Technology","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Unknown","Undeclared","40","40","51540","54700"
"In post","2022","40-49","Digital, Data & Technology","Unknown","Unknown","80","80","51010","52080"
"In post","2022","40-49","Finance","Commercial","Heterosexual / straight","115","110","39410","36400"
"In post","2022","40-49","Finance","Commercial","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Finance","Commercial","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Finance","Commercial","Unknown","30","30","[c]","[c]"
"In post","2022","40-49","Finance","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Corporate Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Finance","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Corporate Finance","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Finance","Digital, Data and Technology","Heterosexual / straight","35","35","42490","37100"
"In post","2022","40-49","Finance","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Digital, Data and Technology","Undeclared","10","10","[c]","[c]"
"In post","2022","40-49","Finance","Digital, Data and Technology","Unknown","20","20","[c]","[c]"
"In post","2022","40-49","Finance","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Finance","Heterosexual / straight","1765","1695","43630","40180"
"In post","2022","40-49","Finance","Finance","LGBO","70","65","48200","47070"
"In post","2022","40-49","Finance","Finance","Undeclared","215","210","43570","40520"
"In post","2022","40-49","Finance","Finance","Unknown","330","320","41960","38530"
"In post","2022","40-49","Finance","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Operational Delivery","Heterosexual / straight","170","160","31390","26820"
"In post","2022","40-49","Finance","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Finance","Operational Delivery","Undeclared","25","20","[c]","[c]"
"In post","2022","40-49","Finance","Operational Delivery","Unknown","95","85","29450","25330"
"In post","2022","40-49","Finance","Other","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Finance","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Policy","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","40-49","Finance","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Finance","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Property","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Finance","Property","LGBO","[c]","[c]","[c]","[c]"
