"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for International Trade","AA/AO","AO","Male","10","10","[c]","[c]"
"In post","2022","Department for International Trade","EO","EO","Female","155","155","27370","26510"
"In post","2022","Department for International Trade","EO","EO","Male","115","115","27740","26510"
"In post","2022","Department for International Trade","G6/G7","G6","Female","140","135","64140","62660"
"In post","2022","Department for International Trade","G6/G7","G6","Male","170","170","65170","63900"
"In post","2022","Department for International Trade","G6/G7","G7","Female","405","395","53020","51970"
"In post","2022","Department for International Trade","G6/G7","G7","Male","450","450","53890","51970"
"In post","2022","Department for International Trade","SCS level","SCS level","Female","80","75","82110","75570"
"In post","2022","Department for International Trade","SCS level","SCS level","Male","95","95","90250","80010"
"In post","2022","Department for International Trade","SEO/HEO","HEO","Female","325","320","32690","31800"
"In post","2022","Department for International Trade","SEO/HEO","HEO","Male","300","295","32840","31800"
"In post","2022","Department for International Trade","SEO/HEO","SEO","Female","270","270","40130","38540"
"In post","2022","Department for International Trade","SEO/HEO","SEO","Male","350","350","39770","38540"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AO","Female","30","30","24760","23320"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AO","Male","30","30","25330","26870"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","EO","Female","180","175","27700","27850"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","EO","Male","160","155","27970","27850"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G6","Female","190","185","64490","63470"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G6","Male","175","170","64700","63470"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G7","Female","490","470","52780","53130"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G7","Male","475","470","53320","53130"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","SCS level","Female","95","90","83170","76000"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","SCS level","Male","85","80","87660","79310"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","HEO","Female","405","395","32650","33210"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","HEO","Male","340","340","32950","33210"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","SEO","Female","340","330","39300","39600"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","SEO","Male","305","305","39650","39600"
"In post","2022","Department for Transport (excl. agencies)","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","AA/AO","AO","Female","50","45","24680","25730"
"In post","2022","Department for Transport (excl. agencies)","AA/AO","AO","Male","90","75","31260","33390"
"In post","2022","Department for Transport (excl. agencies)","EO","EO","Female","225","220","28580","29970"
"In post","2022","Department for Transport (excl. agencies)","EO","EO","Male","150","150","28540","29970"
"In post","2022","Department for Transport (excl. agencies)","G6/G7","G6","Female","180","170","65700","65440"
"In post","2022","Department for Transport (excl. agencies)","G6/G7","G6","Male","280","275","68310","66090"
"In post","2022","Department for Transport (excl. agencies)","G6/G7","G7","Female","405","390","54900","54110"
"In post","2022","Department for Transport (excl. agencies)","G6/G7","G7","Male","585","575","56870","54650"
"In post","2022","Department for Transport (excl. agencies)","SCS level","SCS level","Female","105","100","83560","76780"
"In post","2022","Department for Transport (excl. agencies)","SCS level","SCS level","Male","125","125","91000","82270"
"In post","2022","Department for Transport (excl. agencies)","SEO/HEO","HEO","Female","345","330","34040","34710"
"In post","2022","Department for Transport (excl. agencies)","SEO/HEO","HEO","Male","380","375","34430","34710"
"In post","2022","Department for Transport (excl. agencies)","SEO/HEO","SEO","Female","320","315","42160","42470"
"In post","2022","Department for Transport (excl. agencies)","SEO/HEO","SEO","Male","430","425","42520","42470"
"In post","2022","Department for Work and Pensions (excl. agencies)","AA/AO","AA","Female","145","105","20410","20480"
"In post","2022","Department for Work and Pensions (excl. agencies)","AA/AO","AA","Male","135","120","20410","20480"
"In post","2022","Department for Work and Pensions (excl. agencies)","AA/AO","AO","Female","19215","15710","21410","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","AA/AO","AO","Male","9555","9100","21430","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","EO","EO","Female","31600","27635","28110","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","EO","EO","Male","16300","15660","28140","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","G6/G7","G6","Female","415","400","65080","64820"
"In post","2022","Department for Work and Pensions (excl. agencies)","G6/G7","G6","Male","550","535","68300","66450"
"In post","2022","Department for Work and Pensions (excl. agencies)","G6/G7","G7","Female","1250","1185","51910","49170"
"In post","2022","Department for Work and Pensions (excl. agencies)","G6/G7","G7","Male","1325","1300","54080","53000"
"In post","2022","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","Female","140","135","84820","77900"
"In post","2022","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","Male","125","125","91660","84080"
"In post","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","Female","4450","4095","33520","32470"
"In post","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","Male","2770","2680","33560","32170"
"In post","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","Female","1820","1705","37690","36540"
"In post","2022","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","Male","1655","1615","38910","37710"
"In post","2022","Department of Health and Social Care (excl. agencies)","AA/AO","AO","Female","35","35","22180","23170"
"In post","2022","Department of Health and Social Care (excl. agencies)","AA/AO","AO","Male","15","15","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","EO","EO","Female","330","315","26810","27270"
"In post","2022","Department of Health and Social Care (excl. agencies)","EO","EO","Male","140","140","26560","27270"
"In post","2022","Department of Health and Social Care (excl. agencies)","G6/G7","G6","Female","320","305","66990","66230"
"In post","2022","Department of Health and Social Care (excl. agencies)","G6/G7","G6","Male","190","185","66590","66230"
"In post","2022","Department of Health and Social Care (excl. agencies)","G6/G7","G7","Female","770","730","53120","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","G6/G7","G7","Male","430","420","53290","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","Female","165","160","86940","78420"
"In post","2022","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","Male","125","125","89600","79010"
"In post","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","Female","515","505","32290","32790"
"In post","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","Male","270","265","32000","32790"
"In post","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","Female","510","480","39860","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","Male","260","255","40190","40650"
"In post","2022","Disclosure Scotland","AA/AO","AA","Female","90","80","22220","23230"
"In post","2022","Disclosure Scotland","AA/AO","AA","Male","100","95","22260","23230"
"In post","2022","Disclosure Scotland","AA/AO","AO","Female","15","10","[c]","[c]"
"In post","2022","Disclosure Scotland","AA/AO","AO","Male","10","10","[c]","[c]"
"In post","2022","Disclosure Scotland","EO","EO","Female","30","30","30260","30040"
"In post","2022","Disclosure Scotland","EO","EO","Male","30","25","[c]","[c]"
"In post","2022","Disclosure Scotland","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","G6/G7","G7","Female","5","5","[c]","[c]"
"In post","2022","Disclosure Scotland","G6/G7","G7","Male","10","10","[c]","[c]"
"In post","2022","Disclosure Scotland","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","SEO/HEO","HEO","Female","20","20","[c]","[c]"
"In post","2022","Disclosure Scotland","SEO/HEO","HEO","Male","10","10","[c]","[c]"
"In post","2022","Disclosure Scotland","SEO/HEO","SEO","Female","15","15","[c]","[c]"
"In post","2022","Disclosure Scotland","SEO/HEO","SEO","Male","15","15","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","AA/AO","AA","Female","820","605","18380","18310"
"In post","2022","Driver and Vehicle Licensing Agency","AA/AO","AA","Male","445","410","19050","18310"
"In post","2022","Driver and Vehicle Licensing Agency","AA/AO","AO","Female","1910","1580","21850","21840"
"In post","2022","Driver and Vehicle Licensing Agency","AA/AO","AO","Male","960","920","22100","21840"
"In post","2022","Driver and Vehicle Licensing Agency","EO","EO","Female","515","465","26520","26580"
"In post","2022","Driver and Vehicle Licensing Agency","EO","EO","Male","425","420","26720","26470"
"In post","2022","Driver and Vehicle Licensing Agency","G6/G7","G6","Female","35","30","82920","85850"
"In post","2022","Driver and Vehicle Licensing Agency","G6/G7","G6","Male","50","50","76750","74310"
"In post","2022","Driver and Vehicle Licensing Agency","G6/G7","G7","Female","70","70","52660","51350"
"In post","2022","Driver and Vehicle Licensing Agency","G6/G7","G7","Male","130","130","59900","57220"
"In post","2022","Driver and Vehicle Licensing Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","Female","280","260","32000","31850"
"In post","2022","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","Male","265","260","33670","31850"
"In post","2022","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","Female","165","160","40710","40070"
"In post","2022","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","Male","275","270","44140","41230"
"In post","2022","Driver and Vehicle Standards Agency","AA/AO","AA","Female","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","AA/AO","AA","Male","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","AA/AO","AO","Female","385","335","22020","21840"
"In post","2022","Driver and Vehicle Standards Agency","AA/AO","AO","Male","715","685","25970","26830"
"In post","2022","Driver and Vehicle Standards Agency","EO","EO","Female","720","655","27320","26700"
"In post","2022","Driver and Vehicle Standards Agency","EO","EO","Male","1955","1845","28410","26780"
"In post","2022","Driver and Vehicle Standards Agency","G6/G7","G6","Female","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","G6/G7","G6","Male","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","G6/G7","G7","Female","40","40","51280","50360"
"In post","2022","Driver and Vehicle Standards Agency","G6/G7","G7","Male","70","70","53620","52120"
"In post","2022","Driver and Vehicle Standards Agency","SCS level","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","SEO/HEO","HEO","Female","210","205","32160","31860"
"In post","2022","Driver and Vehicle Standards Agency","SEO/HEO","HEO","Male","480","470","33030","32180"
"In post","2022","Driver and Vehicle Standards Agency","SEO/HEO","SEO","Female","135","130","40790","40210"
