"Status","Year","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","City of Edinburgh","AA/AO","Female","190","[c]","22720","22140"
"Leaver CS","2022","Scotland","City of Edinburgh","AA/AO","Male","180","[c]","24090","23230"
"Leaver CS","2022","Scotland","City of Edinburgh","EO","Female","80","[c]","28400","27570"
"Leaver CS","2022","Scotland","City of Edinburgh","EO","Male","75","[c]","29780","28990"
"Leaver CS","2022","Scotland","City of Edinburgh","G6/G7","Female","40","[c]","63000","62170"
"Leaver CS","2022","Scotland","City of Edinburgh","G6/G7","Male","70","[c]","66040","62170"
"Leaver CS","2022","Scotland","City of Edinburgh","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","City of Edinburgh","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","City of Edinburgh","SEO/HEO","Female","130","[c]","39880","39660"
"Leaver CS","2022","Scotland","City of Edinburgh","SEO/HEO","Male","130","[c]","40820","39660"
"Leaver CS","2022","Scotland","Clackmannanshire and Fife","AA/AO","Female","40","[c]","21470","21260"
"Leaver CS","2022","Scotland","Clackmannanshire and Fife","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Clackmannanshire and Fife","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Clackmannanshire and Fife","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Clackmannanshire and Fife","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Clackmannanshire and Fife","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Clackmannanshire and Fife","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Clackmannanshire and Fife","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Clackmannanshire and Fife","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Clackmannanshire and Fife","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Dumfries and Galloway","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Dumfries and Galloway","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Dumfries and Galloway","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Dumfries and Galloway","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Dumfries and Galloway","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Dumfries and Galloway","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Dumfries and Galloway","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Dumfries and Galloway","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Ayrshire and North Ayrshire mainland","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Ayrshire and North Ayrshire mainland","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Ayrshire and North Ayrshire mainland","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Ayrshire and North Ayrshire mainland","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Ayrshire and North Ayrshire mainland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Ayrshire and North Ayrshire mainland","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","Female","40","[c]","25990","22060"
"Leaver CS","2022","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","Male","65","[c]","29830","26290"
"Leaver CS","2022","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","Male","35","[c]","32780","30450"
"Leaver CS","2022","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Lothian and Midlothian","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Lothian and Midlothian","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Lothian and Midlothian","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Lothian and Midlothian","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Lothian and Midlothian","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Lothian and Midlothian","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Lothian and Midlothian","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","East Lothian and Midlothian","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Falkirk","AA/AO","Female","50","[c]","21700","21260"
"Leaver CS","2022","Scotland","Falkirk","AA/AO","Male","35","[c]","21590","21260"
"Leaver CS","2022","Scotland","Falkirk","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Falkirk","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Falkirk","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Falkirk","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Falkirk","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Falkirk","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Glasgow City","AA/AO","Female","160","[c]","21430","21260"
"Leaver CS","2022","Scotland","Glasgow City","AA/AO","Male","135","[c]","21600","21260"
"Leaver CS","2022","Scotland","Glasgow City","EO","Female","95","[c]","26660","27230"
"Leaver CS","2022","Scotland","Glasgow City","EO","Male","95","[c]","28000","27570"
"Leaver CS","2022","Scotland","Glasgow City","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Glasgow City","G6/G7","Male","45","[c]","62100","62170"
"Leaver CS","2022","Scotland","Glasgow City","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Glasgow City","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Glasgow City","SEO/HEO","Female","70","[c]","37620","36130"
"Leaver CS","2022","Scotland","Glasgow City","SEO/HEO","Male","95","[c]","38420","37090"
"Leaver CS","2022","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","Female","30","[c]","21670","21170"
"Leaver CS","2022","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Na h-Eileanan Siar","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Na h-Eileanan Siar","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Na h-Eileanan Siar","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Na h-Eileanan Siar","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","North Lanarkshire","AA/AO","Female","105","[c]","21790","21260"
"Leaver CS","2022","Scotland","North Lanarkshire","AA/AO","Male","45","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","North Lanarkshire","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","North Lanarkshire","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","North Lanarkshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","North Lanarkshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","North Lanarkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","North Lanarkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","North Lanarkshire","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","North Lanarkshire","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Orkney Islands","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Orkney Islands","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Perth and Kinross, and Stirling","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Perth and Kinross, and Stirling","AA/AO","Male","30","[c]","26060","26900"
"Leaver CS","2022","Scotland","Perth and Kinross, and Stirling","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Perth and Kinross, and Stirling","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Perth and Kinross, and Stirling","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Perth and Kinross, and Stirling","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Perth and Kinross, and Stirling","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Perth and Kinross, and Stirling","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Perth and Kinross, and Stirling","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Perth and Kinross, and Stirling","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Scottish Borders","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Scottish Borders","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Scottish Borders","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Scottish Borders","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Scottish Borders","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Scottish Borders","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Scottish Borders","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Scottish Borders","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Shetland Islands","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Shetland Islands","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Shetland Islands","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Shetland Islands","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Ayrshire","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Ayrshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Ayrshire","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Ayrshire","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Ayrshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Ayrshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Ayrshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Ayrshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Lanarkshire","AA/AO","Female","135","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Lanarkshire","AA/AO","Male","70","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Lanarkshire","EO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Lanarkshire","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Lanarkshire","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Lanarkshire","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Lanarkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Lanarkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Lanarkshire","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","South Lanarkshire","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","West Lothian","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","West Lothian","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","West Lothian","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","West Lothian","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","West Lothian","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","West Lothian","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","West Lothian","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","West Lothian","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","West Lothian","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","West Lothian","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Berkshire","AA/AO","Female","35","[c]","23980","21710"
"Leaver CS","2022","South East (England)","Berkshire","AA/AO","Male","75","[c]","28890","26610"
"Leaver CS","2022","South East (England)","Berkshire","EO","Female","55","[c]","28730","29290"
"Leaver CS","2022","South East (England)","Berkshire","EO","Male","35","[c]","31630","29290"
"Leaver CS","2022","South East (England)","Berkshire","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Berkshire","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Berkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Berkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Berkshire","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Berkshire","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Berkshire","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Berkshire","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Brighton and Hove","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Brighton and Hove","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Brighton and Hove","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Brighton and Hove","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Brighton and Hove","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Brighton and Hove","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Brighton and Hove","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Brighton and Hove","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Brighton and Hove","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Brighton and Hove","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Buckinghamshire","AA/AO","Female","50","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Buckinghamshire","AA/AO","Male","50","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Buckinghamshire","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Buckinghamshire","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Buckinghamshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Buckinghamshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Buckinghamshire","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Buckinghamshire","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Buckinghamshire","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Buckinghamshire","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Buckinghamshire","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Buckinghamshire","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Central Hampshire","AA/AO","Female","55","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Central Hampshire","AA/AO","Male","75","[c]","21350","19840"
"Leaver CS","2022","South East (England)","Central Hampshire","EO","Female","35","[c]","26070","26670"
"Leaver CS","2022","South East (England)","Central Hampshire","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Central Hampshire","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Central Hampshire","G6/G7","Male","35","[c]","56570","54540"
"Leaver CS","2022","South East (England)","Central Hampshire","SEO/HEO","Female","40","[c]","35590","33300"
"Leaver CS","2022","South East (England)","Central Hampshire","SEO/HEO","Male","60","[c]","36280","35480"
"Leaver CS","2022","South East (England)","Central Hampshire","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Central Hampshire","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Kent","AA/AO","Female","55","[c]","22910","23580"
"Leaver CS","2022","South East (England)","East Kent","AA/AO","Male","45","[c]","23130","24180"
"Leaver CS","2022","South East (England)","East Kent","EO","Female","45","[c]","28670","28330"
"Leaver CS","2022","South East (England)","East Kent","EO","Male","60","[c]","28230","27370"
"Leaver CS","2022","South East (England)","East Kent","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Kent","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Kent","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Kent","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Kent","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Kent","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Kent","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Kent","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Surrey","AA/AO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Surrey","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Surrey","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Surrey","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Surrey","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Surrey","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Surrey","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Surrey","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Surrey","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Surrey","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Surrey","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Surrey","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Sussex CC","AA/AO","Female","85","[c]","21000","21260"
"Leaver CS","2022","South East (England)","East Sussex CC","AA/AO","Male","70","[c]","21460","21260"
"Leaver CS","2022","South East (England)","East Sussex CC","EO","Female","35","[c]","27200","27570"
"Leaver CS","2022","South East (England)","East Sussex CC","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Sussex CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Sussex CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Sussex CC","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Sussex CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Sussex CC","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","East Sussex CC","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Isle of Wight","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Isle of Wight","AA/AO","Male","50","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Isle of Wight","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Isle of Wight","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Isle of Wight","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Isle of Wight","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Isle of Wight","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Isle of Wight","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Isle of Wight","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Isle of Wight","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Kent Thames Gateway","AA/AO","Female","65","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Kent Thames Gateway","AA/AO","Male","80","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Kent Thames Gateway","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Kent Thames Gateway","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Kent Thames Gateway","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Kent Thames Gateway","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Kent Thames Gateway","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Kent Thames Gateway","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Kent Thames Gateway","Unknown","Female","5","[c]","[c]","[c]"
