"Status","Year","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office of Qualifications and Examinations Regulation","EO","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","EO","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","G6/G7","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","G6/G7","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","G6/G7","G7","Heterosexual / straight","50","50","49090","47940"
"In post","2022","Office of Qualifications and Examinations Regulation","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","G6/G7","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","G6/G7","G7","Unknown","25","25","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","SCS level","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","SCS level","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","Heterosexual / straight","45","45","32510","31000"
"In post","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","Heterosexual / straight","50","50","39350","38000"
"In post","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","AA/AO","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","EO","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Office of Rail and Road","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","EO","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","G6/G7","G6","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Office of Rail and Road","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","G6/G7","G6","Unknown","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","G6/G7","G7","Heterosexual / straight","95","90","57910","56340"
"In post","2022","Office of Rail and Road","G6/G7","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","G6/G7","G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Office of Rail and Road","G6/G7","G7","Unknown","35","35","61790","60020"
"In post","2022","Office of Rail and Road","SCS level","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","SCS level","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","SEO/HEO","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Office of Rail and Road","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","SEO/HEO","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","SEO/HEO","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","SEO/HEO","SEO","Heterosexual / straight","45","45","42810","43090"
"In post","2022","Office of Rail and Road","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","SEO/HEO","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","AA/AO","AA","Unknown","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","EO","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","EO","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","G6/G7","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","G6/G7","G7","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","G6/G7","G7","Unknown","15","15","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","SCS level","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","SEO/HEO","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","SEO/HEO","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","SEO/HEO","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","SEO/HEO","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","EO","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","G6/G7","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","SEO/HEO","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","SEO/HEO","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","AA/AO","AA","Heterosexual / straight","915","855","22060","21640"
"In post","2022","Scottish Government","AA/AO","AA","LGBO","105","100","21840","21050"
"In post","2022","Scottish Government","AA/AO","AA","Undeclared","50","50","21910","21050"
"In post","2022","Scottish Government","AA/AO","AA","Unknown","1150","1045","21890","21640"
"In post","2022","Scottish Government","AA/AO","AO","Heterosexual / straight","1875","1760","24380","24400"
"In post","2022","Scottish Government","AA/AO","AO","LGBO","170","165","23790","23780"
"In post","2022","Scottish Government","AA/AO","AO","Undeclared","115","105","24260","24400"
"In post","2022","Scottish Government","AA/AO","AO","Unknown","2450","2315","24860","24400"
"In post","2022","Scottish Government","EO","EO","Heterosexual / straight","3040","2915","30320","30040"
"In post","2022","Scottish Government","EO","EO","LGBO","250","245","29310","27940"
"In post","2022","Scottish Government","EO","EO","Undeclared","165","160","30120","30040"
"In post","2022","Scottish Government","EO","EO","Unknown","2735","2585","31630","30840"
"In post","2022","Scottish Government","G6/G7","G6","Heterosexual / straight","910","880","72730","75340"
"In post","2022","Scottish Government","G6/G7","G6","LGBO","55","55","71880","72480"
"In post","2022","Scottish Government","G6/G7","G6","Undeclared","55","55","74030","75340"
"In post","2022","Scottish Government","G6/G7","G6","Unknown","300","290","73170","75340"
"In post","2022","Scottish Government","G6/G7","G7","Heterosexual / straight","1580","1510","58900","61190"
"In post","2022","Scottish Government","G6/G7","G7","LGBO","105","100","57020","57190"
"In post","2022","Scottish Government","G6/G7","G7","Undeclared","125","120","59450","62170"
"In post","2022","Scottish Government","G6/G7","G7","Unknown","560","535","57000","57190"
"In post","2022","Scottish Government","SCS level","SCS level","Heterosexual / straight","185","180","88000","83230"
"In post","2022","Scottish Government","SCS level","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","Scottish Government","SCS level","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Scottish Government","SCS level","SCS level","Unknown","80","80","89810","83230"
"In post","2022","Scottish Government","SEO/HEO","HEO","Heterosexual / straight","2650","2540","35000","34600"
"In post","2022","Scottish Government","SEO/HEO","HEO","LGBO","235","230","33940","33070"
"In post","2022","Scottish Government","SEO/HEO","HEO","Undeclared","170","165","35040","36130"
"In post","2022","Scottish Government","SEO/HEO","HEO","Unknown","1320","1255","35670","36130"
"In post","2022","Scottish Government","SEO/HEO","SEO","Heterosexual / straight","2605","2505","45350","46020"
"In post","2022","Scottish Government","SEO/HEO","SEO","LGBO","200","195","43790","41750"
"In post","2022","Scottish Government","SEO/HEO","SEO","Undeclared","180","175","45310","44160"
"In post","2022","Scottish Government","SEO/HEO","SEO","Unknown","970","900","45310","46020"
"In post","2022","The National Archives","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","AA/AO","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","The National Archives","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","AA/AO","AO","Heterosexual / straight","30","25","[c]","[c]"
