"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Policy","SEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AO","Heterosexual / straight","40","[c]","22190","22500"
"Leaver CS","2022","Unknown","Science and Engineering","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA","Heterosexual / straight","35","[c]","22940","23230"
"Leaver CS","2022","Unknown","Unknown","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA","Unknown","210","[c]","22360","22140"
"Leaver CS","2022","Unknown","Unknown","AO","Heterosexual / straight","285","[c]","22070","21260"
"Leaver CS","2022","Unknown","Unknown","AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AO","Unknown","2900","[c]","22370","21260"
"Leaver CS","2022","Unknown","Unknown","EO","Heterosexual / straight","245","[c]","28240","27570"
"Leaver CS","2022","Unknown","Unknown","EO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","EO","Unknown","1290","[c]","28160","27570"
"Leaver CS","2022","Unknown","Unknown","G6","Heterosexual / straight","40","[c]","74230","75340"
"Leaver CS","2022","Unknown","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","G6","Unknown","135","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","G7","Heterosexual / straight","40","[c]","57770","62170"
"Leaver CS","2022","Unknown","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","G7","Unknown","270","[c]","57730","57230"
"Leaver CS","2022","Unknown","Unknown","HEO","Heterosexual / straight","70","[c]","34690","36130"
"Leaver CS","2022","Unknown","Unknown","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","HEO","Unknown","675","[c]","34790","35500"
"Leaver CS","2022","Unknown","Unknown","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SCS level","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO","Heterosexual / straight","80","[c]","43560","43000"
"Leaver CS","2022","Unknown","Unknown","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO","Unknown","335","[c]","43980","45520"
"Leaver CS","2022","Unknown","Unknown","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","HEO","Heterosexual / straight","40","[c]","32250","32770"
"Leaver Dept.","2022","Analysis","Economics","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Intelligence Analysis","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Intelligence Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Intelligence Analysis","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","SEO","Unknown","[c]","[c]","[c]","[c]"
