"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Property","Finance","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Property","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Property","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Legal","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","AO","Heterosexual / straight","335","310","22160","22010"
"In post","2022","Property","Operational Delivery","AO","LGBO","30","30","22090","22010"
"In post","2022","Property","Operational Delivery","AO","Undeclared","40","35","22190","22040"
"In post","2022","Property","Operational Delivery","AO","Unknown","280","265","22050","22010"
"In post","2022","Property","Operational Delivery","EO","Heterosexual / straight","120","115","26580","26520"
"In post","2022","Property","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","EO","Unknown","40","40","25970","26030"
"In post","2022","Property","Operational Delivery","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Property","Operational Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","G7","Heterosexual / straight","65","65","55510","54240"
"In post","2022","Property","Operational Delivery","G7","LGBO","5","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Property","Operational Delivery","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","HEO","Heterosexual / straight","110","105","33350","33370"
"In post","2022","Property","Operational Delivery","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Property","Operational Delivery","HEO","Unknown","30","30","34140","33370"
"In post","2022","Property","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","SEO","Heterosexual / straight","110","105","41720","41730"
"In post","2022","Property","Operational Delivery","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Property","Operational Delivery","SEO","Unknown","15","15","[c]","[c]"
"In post","2022","Property","Other","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Property","Other","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","AA","Unknown","40","40","21700","21640"
"In post","2022","Property","Other","AO","Heterosexual / straight","35","30","28990","29900"
"In post","2022","Property","Other","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","AO","Unknown","80","80","29210","29900"
"In post","2022","Property","Other","EO","Heterosexual / straight","150","145","21840","20430"
"In post","2022","Property","Other","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Property","Other","EO","Undeclared","20","15","[c]","[c]"
"In post","2022","Property","Other","EO","Unknown","30","30","[c]","[c]"
"In post","2022","Property","Other","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Other","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Property","Other","HEO","Heterosexual / straight","75","70","31940","30000"
"In post","2022","Property","Other","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Property","Other","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Property","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Property","Other","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Other","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Property","Policy","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Property","Policy","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Policy","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Property","Policy","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Policy","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Property","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Property","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Property","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Property","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Property","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Property","AA","Heterosexual / straight","355","350","18150","17480"
"In post","2022","Property","Property","AA","LGBO","10","10","[c]","[c]"
"In post","2022","Property","Property","AA","Undeclared","40","40","18070","17480"
"In post","2022","Property","Property","AA","Unknown","130","120","18550","18110"
"In post","2022","Property","Property","AO","Heterosexual / straight","275","250","22360","22010"
"In post","2022","Property","Property","AO","LGBO","10","10","[c]","[c]"
"In post","2022","Property","Property","AO","Undeclared","55","50","22550","21840"
"In post","2022","Property","Property","AO","Unknown","95","80","22740","22040"
"In post","2022","Property","Property","EO","Heterosexual / straight","980","925","27230","26880"
"In post","2022","Property","Property","EO","LGBO","50","45","27070","26520"
"In post","2022","Property","Property","EO","Undeclared","125","115","27910","27000"
"In post","2022","Property","Property","EO","Unknown","345","330","27250","26880"
"In post","2022","Property","Property","G6","Heterosexual / straight","335","330","66250","65340"
"In post","2022","Property","Property","G6","LGBO","15","15","[c]","[c]"
"In post","2022","Property","Property","G6","Undeclared","40","35","68210","66360"
"In post","2022","Property","Property","G6","Unknown","50","50","65830","65370"
"In post","2022","Property","Property","G7","Heterosexual / straight","755","730","54880","54540"
"In post","2022","Property","Property","G7","LGBO","30","30","54750","54850"
"In post","2022","Property","Property","G7","Undeclared","95","90","56310","55960"
"In post","2022","Property","Property","G7","Unknown","135","130","54940","54820"
"In post","2022","Property","Property","HEO","Heterosexual / straight","1280","1235","33470","33300"
"In post","2022","Property","Property","HEO","LGBO","50","50","32960","33300"
"In post","2022","Property","Property","HEO","Undeclared","170","165","34100","33370"
"In post","2022","Property","Property","HEO","Unknown","270","265","33430","33080"
"In post","2022","Property","Property","SCS level","Heterosexual / straight","70","70","87560","81330"
"In post","2022","Property","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Property","Property","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Property","Property","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Property","Property","SEO","Heterosexual / straight","1095","1050","42500","42000"
"In post","2022","Property","Property","SEO","LGBO","40","35","42090","42250"
"In post","2022","Property","Property","SEO","Undeclared","165","155","43450","43790"
"In post","2022","Property","Property","SEO","Unknown","245","235","43410","43790"
"In post","2022","Property","Property","Unknown","Heterosexual / straight","40","40","22470","22960"
"In post","2022","Property","Property","Unknown","LGBO","5","5","[c]","[c]"
