"Status","Year","Disability","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","Scottish Government (excl. agencies)","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Government (excl. agencies)","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Government (excl. agencies)","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Government (excl. agencies)","SEO/HEO","HEO","30","[c]","35420","36130"
"Leaver CS","2022","Declared non-disabled","Scottish Government (excl. agencies)","SEO/HEO","SEO","45","[c]","44150","47240"
"Leaver CS","2022","Declared non-disabled","Scottish Housing Regulator","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Housing Regulator","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Housing Regulator","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Housing Regulator","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Prison Service","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Prison Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Prison Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Prison Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Prison Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Prison Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Prison Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Public Pensions Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Public Pensions Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Public Pensions Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scottish Public Pensions Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Serious Fraud Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Serious Fraud Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Serious Fraud Office","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Serious Fraud Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Serious Fraud Office","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Serious Fraud Office","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Serious Fraud Office","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Security Scotland","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Security Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Security Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Security Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Security Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Social Security Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Standards and Testing Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Standards and Testing Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Student Awards Agency for Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Student Awards Agency for Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Student Awards Agency for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Student Awards Agency for Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Student Awards Agency for Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Student Awards Agency for Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Submarine Delivery Agency","Unknown","Unknown","100","[c]","37600","39680"
"Leaver CS","2022","Declared non-disabled","Teaching Regulation Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Teaching Regulation Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The Insolvency Service","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The Insolvency Service","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The Insolvency Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The Insolvency Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The Insolvency Service","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The Insolvency Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The Insolvency Service","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The Insolvency Service","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The National Archives","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The National Archives","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The National Archives","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The National Archives","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","The National Archives","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Transport Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Transport Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Transport Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Transport Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Debt Management Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Debt Management Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Debt Management Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Debt Management Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Debt Management Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Export Finance","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Export Finance","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Export Finance","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Health Security Agency","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Health Security Agency","AA/AO","AO","70","[c]","21180","19880"
"Leaver CS","2022","Declared non-disabled","UK Health Security Agency","EO","EO","75","[c]","25290","25010"
"Leaver CS","2022","Declared non-disabled","UK Health Security Agency","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Health Security Agency","G6/G7","G7","75","[c]","53270","52610"
"Leaver CS","2022","Declared non-disabled","UK Health Security Agency","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Health Security Agency","SEO/HEO","HEO","110","[c]","30950","31100"
"Leaver CS","2022","Declared non-disabled","UK Health Security Agency","SEO/HEO","SEO","85","[c]","39600","40070"
"Leaver CS","2022","Declared non-disabled","UK Health Security Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Hydrographic Office","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Hydrographic Office","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Hydrographic Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Hydrographic Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Hydrographic Office","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Hydrographic Office","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Space Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Space Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Space Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Space Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Space Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Space Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Space Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","AA/AO","AA","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","AA/AO","AO","65","[c]","20150","19610"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","EO","EO","30","[c]","24130","23630"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","SEO/HEO","HEO","40","[c]","30780","30210"
"Leaver CS","2022","Declared non-disabled","UK Statistics Authority","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","UK Supreme Court","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Valuation Office Agency","AA/AO","AA","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Valuation Office Agency","AA/AO","AO","45","[c]","21990","22040"
"Leaver CS","2022","Declared non-disabled","Valuation Office Agency","EO","EO","35","[c]","26410","26030"
"Leaver CS","2022","Declared non-disabled","Valuation Office Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Valuation Office Agency","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Valuation Office Agency","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Valuation Office Agency","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Vehicle Certification Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Vehicle Certification Agency","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Vehicle Certification Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Vehicle Certification Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Vehicle Certification Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Vehicle Certification Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinary Medicines Directorate","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinary Medicines Directorate","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinary Medicines Directorate","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinary Medicines Directorate","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinary Medicines Directorate","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinary Medicines Directorate","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Water Services Regulation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Water Services Regulation Authority","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Water Services Regulation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Water Services Regulation Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Water Services Regulation Authority","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Water Services Regulation Authority","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Welsh Government (excl. agencies)","AA/AO","AO","50","[c]","23200","23830"
"Leaver CS","2022","Declared non-disabled","Welsh Government (excl. agencies)","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Welsh Government (excl. agencies)","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Welsh Government (excl. agencies)","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Welsh Government (excl. agencies)","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Welsh Government (excl. agencies)","SEO/HEO","HEO","45","[c]","36290","37410"
"Leaver CS","2022","Declared non-disabled","Welsh Government (excl. agencies)","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Welsh Revenue Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Welsh Revenue Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Wilton Park","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Wilton Park","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Wilton Park","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Wilton Park","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Animal and Plant Health Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Animal and Plant Health Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Animal and Plant Health Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Animal and Plant Health Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office (excl. agencies)","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office (excl. agencies)","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Companies House","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Companies House","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Companies House","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Competition and Markets Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Criminal Injuries Compensation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Commercial Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Prosecution Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Crown Prosecution Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Electronics and Components Agency","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Electronics and Components Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Equipment and Support","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Equipment and Support","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Equipment and Support","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Equipment and Support","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Defence Equipment and Support","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education (excl. agencies)","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","AA/AO","AO","135","[c]","21390","21260"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","EO","EO","140","[c]","28350","27570"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Licensing Agency","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Licensing Agency","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Licensing Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Licensing Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Driver and Vehicle Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Education and Skills Funding Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Education and Skills Funding Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Education and Skills Funding Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","FCDO Services","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","FCDO Services","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Internal Audit Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Government Internal Audit Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
