"Status","Year","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Security","Ministry of Defence","EO","85","[c]","34570","29250"
"Leaver CS","2022","Security","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence","HEO","45","[c]","41210","36380"
"Leaver CS","2022","Security","Ministry of Defence","SEO","20","[c]","47430","40660"
"Leaver CS","2022","Security","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","AO","15","[c]","19500","18290"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","AO","615","[c]","21470","21260"
"Leaver CS","2022","Unknown","Department for Work and Pensions","EO","560","[c]","27840","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions","G6","10","[c]","69120","66220"
"Leaver CS","2022","Unknown","Department for Work and Pensions","G7","30","[c]","56400","55690"
"Leaver CS","2022","Unknown","Department for Work and Pensions","HEO","50","[c]","34130","34290"
"Leaver CS","2022","Unknown","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","SEO","35","[c]","39510","38230"
"Leaver CS","2022","Unknown","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","AA","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","HEO","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","AA","100","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","AO","2465","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","EO","855","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","G6","90","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","G7","200","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","HEO","535","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","SCS level","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","SEO","235","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","AA","120","[c]","20450","22210"
"Leaver CS","2022","Unknown","Home Office","AO","450","[c]","22400","21680"
"Leaver CS","2022","Unknown","Home Office","EO","850","[c]","27470","27240"
"Leaver CS","2022","Unknown","Home Office","G6","65","[c]","69840","68770"
"Leaver CS","2022","Unknown","Home Office","G7","120","[c]","57860","57460"
"Leaver CS","2022","Unknown","Home Office","HEO","275","[c]","34400","35050"
"Leaver CS","2022","Unknown","Home Office","SCS level","25","[c]","98590","94380"
"Leaver CS","2022","Unknown","Home Office","SEO","170","[c]","42090","41970"
"Leaver CS","2022","Unknown","Home Office","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence","AA","270","[c]","19360","19050"
"Leaver CS","2022","Unknown","Ministry of Defence","AO","635","[c]","21740","21380"
"Leaver CS","2022","Unknown","Ministry of Defence","EO","400","[c]","28330","27770"
"Leaver CS","2022","Unknown","Ministry of Defence","G6","50","[c]","73750","75610"
"Leaver CS","2022","Unknown","Ministry of Defence","G7","55","[c]","60270","56730"
"Leaver CS","2022","Unknown","Ministry of Defence","HEO","315","[c]","36340","35300"
"Leaver CS","2022","Unknown","Ministry of Defence","SCS level","10","[c]","92630","80160"
"Leaver CS","2022","Unknown","Ministry of Defence","SEO","135","[c]","44140","42200"
"Leaver CS","2022","Unknown","Ministry of Defence","Unknown","250","[c]","36090","33270"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","AA","120","[c]","22520","22140"
"Leaver CS","2022","Unknown","Scottish Government","AO","120","[c]","26190","25930"
"Leaver CS","2022","Unknown","Scottish Government","EO","150","[c]","29440","28990"
"Leaver CS","2022","Unknown","Scottish Government","G6","60","[c]","74470","75340"
"Leaver CS","2022","Unknown","Scottish Government","G7","60","[c]","58220","60880"
"Leaver CS","2022","Unknown","Scottish Government","HEO","125","[c]","35130","36130"
"Leaver CS","2022","Unknown","Scottish Government","SCS level","20","[c]","94150","87520"
"Leaver CS","2022","Unknown","Scottish Government","SEO","135","[c]","44640","47250"
"Leaver CS","2022","Unknown","Welsh Government","AO","60","[c]","23110","23830"
"Leaver CS","2022","Unknown","Welsh Government","EO","35","[c]","28410","28850"
"Leaver CS","2022","Unknown","Welsh Government","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government","G7","30","[c]","61040","60830"
"Leaver CS","2022","Unknown","Welsh Government","HEO","55","[c]","36010","37410"
"Leaver CS","2022","Unknown","Welsh Government","SCS level","20","[c]","101050","101020"
"Leaver CS","2022","Unknown","Welsh Government","SEO","40","[c]","45340","47000"
"Leaver Dept.","2022","Analysis","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","G7","10","[c]","55110","53600"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","HEO","20","[c]","31910","29840"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","HEO","10","[c]","38210","38150"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education","SEO","15","[c]","43870","43910"
"Leaver Dept.","2022","Analysis","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities","G7","10","[c]","53380","53130"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities","HEO","20","[c]","32370","33590"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions","HEO","10","[c]","36200","37380"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","G6","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","G7","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Estyn","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence","HEO","10","[c]","33780","33150"
"Leaver Dept.","2022","Analysis","Ministry of Defence","SEO","15","[c]","43860","43580"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","G7","10","[c]","52080","50710"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","HEO","50","[c]","30790","29540"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","SEO","15","[c]","38370","38340"
"Leaver Dept.","2022","Analysis","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office","G7","25","[c]","51450","53750"
"Leaver Dept.","2022","Commercial","Cabinet Office","HEO","10","[c]","33240","34550"
"Leaver Dept.","2022","Commercial","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office","SEO","10","[c]","39320","39680"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education","SEO","10","[c]","37970","36780"
"Leaver Dept.","2022","Commercial","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Transport","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care","EO","20","[c]","26590","27520"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care","G6","20","[c]","69030","67810"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care","G7","40","[c]","53460","53740"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care","HEO","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care","SCS level","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care","SEO","95","[c]","40880","40650"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","HM Treasury","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence","EO","15","[c]","25810","26670"
"Leaver Dept.","2022","Commercial","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence","HEO","10","[c]","32340","33150"
"Leaver Dept.","2022","Commercial","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence","SEO","25","[c]","41000","40580"
"Leaver Dept.","2022","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office","G7","10","[c]","55950","55780"
"Leaver Dept.","2022","Communications","Cabinet Office","HEO","20","[c]","34950","34550"
"Leaver Dept.","2022","Communications","Cabinet Office","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office","SEO","15","[c]","40770","40600"
"Leaver Dept.","2022","Communications","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Business, Energy and Industrial Strategy","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Education","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Environment, Food and Rural Affairs","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Environment, Food and Rural Affairs","SEO","10","[c]","[c]","[c]"
