"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Psychology","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","South West (England)","Devon","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","South West (England)","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Wales","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Wales","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Wales","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","West Midlands (England)","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","5","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","West Midlands (England)","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Yorkshire and The Humber","West Yorkshire","Leeds","5","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Yorkshire and The Humber","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","15","[c]","40340","39390"
"Leaver CS","2022","Science and Engineering","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","30","[c]","48610","40310"
"Leaver CS","2022","Science and Engineering","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","East Midlands (England)","Lincolnshire","Lincolnshire CC","10","[c]","33610","32350"
"Leaver CS","2022","Science and Engineering","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","35","[c]","44380","40240"
"Leaver CS","2022","Science and Engineering","East of England","East Anglia","Cambridgeshire CC","25","[c]","37700","37830"
"Leaver CS","2022","Science and Engineering","East of England","East Anglia","North and West Norfolk","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","East of England","East Anglia","Suffolk CC","35","[c]","32550","29990"
"Leaver CS","2022","Science and Engineering","East of England","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","East of England","Essex","Heart of Essex","15","[c]","45420","40060"
"Leaver CS","2022","Science and Engineering","East of England","Essex","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","Inner London - East","Lambeth","125","[c]","41260","39030"
"Leaver CS","2022","Science and Engineering","London","Inner London - East","Lewisham and Southwark","25","[c]","49340","49870"
"Leaver CS","2022","Science and Engineering","London","Inner London - East","Tower Hamlets","35","[c]","51770","40850"
"Leaver CS","2022","Science and Engineering","London","Inner London - West","Westminster","15","[c]","52540","45200"
"Leaver CS","2022","Science and Engineering","London","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","Outer London - South","Croydon","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","Outer London - West and North West","Barnet","50","[c]","36830","33220"
"Leaver CS","2022","Science and Engineering","London","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","North East (England)","Northumberland, and Tyne and Wear","Tyneside","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","North East (England)","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","North West (England)","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","North West (England)","Cumbria","West Cumbria","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","North West (England)","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","North West (England)","Greater Manchester","Manchester","30","[c]","32860","23540"
"Leaver CS","2022","Science and Engineering","North West (England)","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","North West (England)","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","North West (England)","Merseyside","Liverpool","10","[c]","44410","40060"
"Leaver CS","2022","Science and Engineering","North West (England)","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","North West (England)","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Northern Ireland","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Northern Ireland","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","Overseas","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Scotland","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Scotland","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Scotland","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Scotland","West Central Scotland","Glasgow City","10","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","30","[c]","39530","34260"
"Leaver CS","2022","Science and Engineering","South East (England)","Hampshire and Isle of Wight","Central Hampshire","35","[c]","40780","42170"
"Leaver CS","2022","Science and Engineering","South East (England)","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","South East (England)","Hampshire and Isle of Wight","Portsmouth","15","[c]","30720","30010"
"Leaver CS","2022","Science and Engineering","South East (England)","Hampshire and Isle of Wight","South Hampshire","15","[c]","32470","26670"
"Leaver CS","2022","Science and Engineering","South East (England)","Kent","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","South East (England)","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","South East (England)","Kent","West Kent","25","[c]","37930","47010"
"Leaver CS","2022","Science and Engineering","South East (England)","Surrey, East and West Sussex","East Surrey","25","[c]","49580","45840"
"Leaver CS","2022","Science and Engineering","South East (England)","Surrey, East and West Sussex","West Surrey","30","[c]","32990","27960"
"Leaver CS","2022","Science and Engineering","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","South West (England)","Devon","Devon CC","25","[c]","37750","39650"
"Leaver CS","2022","Science and Engineering","South West (England)","Devon","Plymouth","25","[c]","25960","20480"
"Leaver CS","2022","Science and Engineering","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","South West (England)","Dorset and Somerset","Dorset","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","South West (England)","Dorset and Somerset","Somerset CC","10","[c]","36840","33740"
"Leaver CS","2022","Science and Engineering","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","240","[c]","37220","36380"
"Leaver CS","2022","Science and Engineering","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","40","[c]","41660","41860"
"Leaver CS","2022","Science and Engineering","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","205","[c]","30950","29230"
"Leaver CS","2022","Science and Engineering","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Wales","East Wales","Cardiff and Vale of Glamorgan","10","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Wales","East Wales","Flintshire and Wrexham","10","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Wales","East Wales","Monmouthshire and Newport","10","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Wales","East Wales","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Wales","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Wales","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","West Midlands (England)","Shropshire and Staffordshire","Shropshire","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","West Midlands (England)","West Midlands","Birmingham","25","[c]","40430","37190"
"Leaver CS","2022","Science and Engineering","West Midlands (England)","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","West Midlands (England)","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","10","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Yorkshire and The Humber","North Yorkshire","York","15","[c]","34260","29750"
"Leaver CS","2022","Science and Engineering","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Yorkshire and The Humber","West Yorkshire","Leeds","25","[c]","42620","41900"
"Leaver CS","2022","Security","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","East Midlands (England)","Lincolnshire","Lincolnshire CC","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","East of England","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","East of England","East Anglia","Cambridgeshire CC","15","[c]","61200","57700"
"Leaver CS","2022","Security","East of England","East Anglia","North and West Norfolk","10","[c]","29310","25000"
"Leaver CS","2022","Security","East of England","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","East of England","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","East of England","Essex","Essex Haven Gateway","20","[c]","36300","39070"
"Leaver CS","2022","Security","London","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
