"Status","Year","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","20-29","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Food Standards Agency","65","[c]","29650","30350"
"New entrant CS","2022","20-29","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","HM Land Registry","175","[c]","25600","22600"
"New entrant CS","2022","20-29","HM Revenue and Customs","3870","[c]","25970","26590"
"New entrant CS","2022","20-29","HM Treasury","230","[c]","30230","28500"
"New entrant CS","2022","20-29","Home Office","1150","[c]","26990","24880"
"New entrant CS","2022","20-29","Ministry of Defence","1845","[c]","25780","25050"
"New entrant CS","2022","20-29","Ministry of Justice","6600","[c]","24310","23170"
"New entrant CS","2022","20-29","National Crime Agency","155","[c]","31910","32260"
"New entrant CS","2022","20-29","Northern Ireland Office","20","[c]","35720","34260"
"New entrant CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","40","[c]","24050","23410"
"New entrant CS","2022","20-29","Office of Gas and Electricity Markets","190","[c]","27780","25750"
"New entrant CS","2022","20-29","Office of Qualifications and Examinations Regulation","15","[c]","30640","31000"
"New entrant CS","2022","20-29","Office of Rail and Road","10","[c]","31560","30650"
"New entrant CS","2022","20-29","Office of the Secretary of State for Scotland","15","[c]","29180","27230"
"New entrant CS","2022","20-29","Office of the Secretary of State for Wales","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Scottish Government","1625","[c]","26090","24400"
"New entrant CS","2022","20-29","The National Archives","45","[c]","25790","22990"
"New entrant CS","2022","20-29","UK Export Finance","55","[c]","33940","33000"
"New entrant CS","2022","20-29","UK Statistics Authority","440","[c]","26830","30210"
"New entrant CS","2022","20-29","UK Supreme Court","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Water Services Regulation Authority","25","[c]","34410","28000"
"New entrant CS","2022","20-29","Welsh Government","120","[c]","26740","25860"
"New entrant CS","2022","30-39","Attorney General's Departments","260","[c]","40070","43920"
"New entrant CS","2022","30-39","Cabinet Office","415","[c]","45570","40600"
"New entrant CS","2022","30-39","Chancellor's other departments","25","[c]","43650","42500"
"New entrant CS","2022","30-39","Charity Commission","20","[c]","34000","29220"
"New entrant CS","2022","30-39","Competition and Markets Authority","35","[c]","52760","53530"
"New entrant CS","2022","30-39","Department for Business, Energy and Industrial Strategy","365","[c]","34780","33570"
"New entrant CS","2022","30-39","Department for Digital, Culture, Media and Sport","85","[c]","39410","34020"
"New entrant CS","2022","30-39","Department for Education","335","[c]","36930","36500"
"New entrant CS","2022","30-39","Department for Environment, Food and Rural Affairs","720","[c]","34090","32560"
"New entrant CS","2022","30-39","Department for International Trade","85","[c]","42790","41300"
"New entrant CS","2022","30-39","Department for Levelling Up, Housing and Communities","175","[c]","38990","37300"
"New entrant CS","2022","30-39","Department for Transport","560","[c]","34220","26840"
"New entrant CS","2022","30-39","Department for Work and Pensions","2585","[c]","27340","27570"
"New entrant CS","2022","30-39","Department of Health and Social Care","865","[c]","39100","36330"
"New entrant CS","2022","30-39","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Food Standards Agency","65","[c]","32580","30810"
"New entrant CS","2022","30-39","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","HM Land Registry","140","[c]","27750","27130"
"New entrant CS","2022","30-39","HM Revenue and Customs","2425","[c]","27800","26590"
"New entrant CS","2022","30-39","HM Treasury","70","[c]","40040","32320"
"New entrant CS","2022","30-39","Home Office","560","[c]","30400","24880"
"New entrant CS","2022","30-39","Ministry of Defence","1150","[c]","32290","29350"
"New entrant CS","2022","30-39","Ministry of Justice","4050","[c]","26700","24770"
"New entrant CS","2022","30-39","National Crime Agency","140","[c]","36230","34140"
"New entrant CS","2022","30-39","Northern Ireland Office","10","[c]","43270","45800"
"New entrant CS","2022","30-39","Office for Standards in Education, Children's Services and Skills","55","[c]","47510","46360"
"New entrant CS","2022","30-39","Office of Gas and Electricity Markets","135","[c]","37680","33400"
"New entrant CS","2022","30-39","Office of Qualifications and Examinations Regulation","20","[c]","37820","38000"
"New entrant CS","2022","30-39","Office of Rail and Road","15","[c]","42690","45680"
"New entrant CS","2022","30-39","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Scottish Government","1315","[c]","30790","27230"
"New entrant CS","2022","30-39","The National Archives","25","[c]","34750","33500"
"New entrant CS","2022","30-39","UK Export Finance","20","[c]","48950","48250"
"New entrant CS","2022","30-39","UK Statistics Authority","235","[c]","33170","30710"
"New entrant CS","2022","30-39","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Water Services Regulation Authority","10","[c]","38940","37500"
"New entrant CS","2022","30-39","Welsh Government","90","[c]","33480","31210"
"New entrant CS","2022","40-49","Attorney General's Departments","160","[c]","45260","50500"
"New entrant CS","2022","40-49","Cabinet Office","260","[c]","53320","50720"
"New entrant CS","2022","40-49","Chancellor's other departments","15","[c]","58860","50000"
"New entrant CS","2022","40-49","Charity Commission","20","[c]","29570","29160"
"New entrant CS","2022","40-49","Competition and Markets Authority","15","[c]","67310","60600"
"New entrant CS","2022","40-49","Department for Business, Energy and Industrial Strategy","220","[c]","38640","34000"
"New entrant CS","2022","40-49","Department for Digital, Culture, Media and Sport","25","[c]","44310","36020"
"New entrant CS","2022","40-49","Department for Education","160","[c]","40390","36500"
"New entrant CS","2022","40-49","Department for Environment, Food and Rural Affairs","515","[c]","36060","31720"
"New entrant CS","2022","40-49","Department for International Trade","40","[c]","47110","44270"
"New entrant CS","2022","40-49","Department for Levelling Up, Housing and Communities","115","[c]","41350","39600"
"New entrant CS","2022","40-49","Department for Transport","365","[c]","32590","26130"
"New entrant CS","2022","40-49","Department for Work and Pensions","1820","[c]","27950","27570"
"New entrant CS","2022","40-49","Department of Health and Social Care","615","[c]","43660","38150"
"New entrant CS","2022","40-49","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Food Standards Agency","45","[c]","37560","33160"
"New entrant CS","2022","40-49","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","HM Land Registry","100","[c]","29120","24230"
"New entrant CS","2022","40-49","HM Revenue and Customs","1225","[c]","28450","26590"
"New entrant CS","2022","40-49","HM Treasury","25","[c]","48220","44820"
"New entrant CS","2022","40-49","Home Office","335","[c]","33820","25770"
"New entrant CS","2022","40-49","Ministry of Defence","885","[c]","34030","31530"
"New entrant CS","2022","40-49","Ministry of Justice","3080","[c]","29780","26970"
"New entrant CS","2022","40-49","National Crime Agency","80","[c]","44940","40020"
"New entrant CS","2022","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Office for Standards in Education, Children's Services and Skills","80","[c]","55570","46360"
"New entrant CS","2022","40-49","Office of Gas and Electricity Markets","85","[c]","46690","42810"
"New entrant CS","2022","40-49","Office of Qualifications and Examinations Regulation","15","[c]","44200","40500"
"New entrant CS","2022","40-49","Office of Rail and Road","10","[c]","50820","49000"
"New entrant CS","2022","40-49","Scottish Government","820","[c]","33470","27940"
"New entrant CS","2022","40-49","The National Archives","20","[c]","39830","36000"
"New entrant CS","2022","40-49","UK Export Finance","25","[c]","52640","50480"
"New entrant CS","2022","40-49","UK Statistics Authority","160","[c]","35000","30710"
"New entrant CS","2022","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Water Services Regulation Authority","10","[c]","61150","51630"
"New entrant CS","2022","40-49","Welsh Government","90","[c]","40460","40100"
"New entrant CS","2022","50-59","Attorney General's Departments","75","[c]","45290","48080"
"New entrant CS","2022","50-59","Cabinet Office","175","[c]","57240","49700"
"New entrant CS","2022","50-59","Chancellor's other departments","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Charity Commission","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Competition and Markets Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Department for Business, Energy and Industrial Strategy","130","[c]","37380","36640"
"New entrant CS","2022","50-59","Department for Digital, Culture, Media and Sport","15","[c]","39040","34020"
"New entrant CS","2022","50-59","Department for Education","85","[c]","42380","36500"
"New entrant CS","2022","50-59","Department for Environment, Food and Rural Affairs","315","[c]","33260","29290"
"New entrant CS","2022","50-59","Department for International Trade","20","[c]","56330","52100"
"New entrant CS","2022","50-59","Department for Levelling Up, Housing and Communities","40","[c]","40200","38800"
"New entrant CS","2022","50-59","Department for Transport","360","[c]","30400","26130"
"New entrant CS","2022","50-59","Department for Work and Pensions","1560","[c]","26560","27570"
"New entrant CS","2022","50-59","Department of Health and Social Care","430","[c]","44400","40060"
"New entrant CS","2022","50-59","Estyn","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Food Standards Agency","25","[c]","37800","32350"
"New entrant CS","2022","50-59","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","HM Land Registry","75","[c]","27100","22600"
"New entrant CS","2022","50-59","HM Revenue and Customs","725","[c]","28220","26590"
"New entrant CS","2022","50-59","HM Treasury","30","[c]","49820","43160"
"New entrant CS","2022","50-59","Home Office","415","[c]","32910","30820"
"New entrant CS","2022","50-59","Ministry of Defence","820","[c]","34380","33000"
"New entrant CS","2022","50-59","Ministry of Justice","2950","[c]","29300","27420"
"New entrant CS","2022","50-59","National Crime Agency","130","[c]","39330","36580"
"New entrant CS","2022","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office for Standards in Education, Children's Services and Skills","60","[c]","57610","51360"
"New entrant CS","2022","50-59","Office of Gas and Electricity Markets","35","[c]","46770","42810"
"New entrant CS","2022","50-59","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of Rail and Road","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Scottish Government","580","[c]","33220","27230"
"New entrant CS","2022","50-59","The National Archives","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","UK Export Finance","15","[c]","49380","44080"
"New entrant CS","2022","50-59","UK Statistics Authority","115","[c]","26300","19860"
"New entrant CS","2022","50-59","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Water Services Regulation Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Welsh Government","55","[c]","42990","40100"
"New entrant CS","2022","60-64","Attorney General's Departments","10","[c]","47790","48080"
"New entrant CS","2022","60-64","Cabinet Office","30","[c]","40400","33280"
"New entrant CS","2022","60-64","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Business, Energy and Industrial Strategy","10","[c]","42350","44090"
"New entrant CS","2022","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Education","10","[c]","45760","43180"
"New entrant CS","2022","60-64","Department for Environment, Food and Rural Affairs","50","[c]","34560","29180"
"New entrant CS","2022","60-64","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Department for Transport","60","[c]","28080","26130"
"New entrant CS","2022","60-64","Department for Work and Pensions","320","[c]","24530","21260"
"New entrant CS","2022","60-64","Department of Health and Social Care","90","[c]","50210","33950"
"New entrant CS","2022","60-64","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","HM Land Registry","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","HM Revenue and Customs","105","[c]","28300","21880"
"New entrant CS","2022","60-64","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Home Office","65","[c]","34060","34630"
"New entrant CS","2022","60-64","Ministry of Defence","130","[c]","33550","32350"
"New entrant CS","2022","60-64","Ministry of Justice","955","[c]","29160","28200"
"New entrant CS","2022","60-64","National Crime Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Scottish Government","85","[c]","30250","27230"
"New entrant CS","2022","60-64","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","UK Statistics Authority","35","[c]","23100","19860"
"New entrant CS","2022","60-64","Welsh Government","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Department for Environment, Food and Rural Affairs","15","[c]","30580","24920"
"New entrant CS","2022","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Department for Transport","25","[c]","27820","26130"
"New entrant CS","2022","65+","Department for Work and Pensions","65","[c]","24270","21260"
"New entrant CS","2022","65+","Department of Health and Social Care","20","[c]","40970","36570"
"New entrant CS","2022","65+","HM Revenue and Customs","20","[c]","26190","21250"
"New entrant CS","2022","65+","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Home Office","10","[c]","39050","34630"
"New entrant CS","2022","65+","Ministry of Defence","35","[c]","40660","33000"
"New entrant CS","2022","65+","Ministry of Justice","335","[c]","31010","28200"
"New entrant CS","2022","65+","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Scottish Government","15","[c]","29470","28780"
"New entrant CS","2022","65+","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","UK Statistics Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","",""
"","On 30 September 2021, the Ministry for Housing, Communities and Local Government changed its name to the Department for Levelling Up, Housing and Communities.","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
