"Status","Year","Age","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Department for International Trade","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities","London","AA/AO","15","[c]","22200","18200"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities","London","EO","15","[c]","27780","27850"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities","London","SEO/HEO","20","[c]","34780","33210"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","20","[c]","19690","18290"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Transport","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Transport","London","EO","15","[c]","27180","30120"
"Leaver CS","2022","20-29","Department for Transport","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Transport","London","SEO/HEO","40","[c]","36860","35060"
"Leaver CS","2022","20-29","Department for Transport","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Transport","Outside London","AA/AO","35","[c]","22750","21840"
"Leaver CS","2022","20-29","Department for Transport","Outside London","EO","20","[c]","25620","26240"
"Leaver CS","2022","20-29","Department for Transport","Outside London","SEO/HEO","20","[c]","32840","31040"
"Leaver CS","2022","20-29","Department for Transport","Unknown","AA/AO","90","[c]","20440","21590"
"Leaver CS","2022","20-29","Department for Transport","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Transport","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Transport","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Work and Pensions","London","AA/AO","65","[c]","25100","25110"
"Leaver CS","2022","20-29","Department for Work and Pensions","London","EO","265","[c]","30460","31060"
"Leaver CS","2022","20-29","Department for Work and Pensions","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Work and Pensions","London","SEO/HEO","20","[c]","38140","36650"
"Leaver CS","2022","20-29","Department for Work and Pensions","Outside London","AA/AO","965","[c]","21340","21260"
"Leaver CS","2022","20-29","Department for Work and Pensions","Outside London","EO","600","[c]","27650","27570"
"Leaver CS","2022","20-29","Department for Work and Pensions","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Work and Pensions","Outside London","SEO/HEO","30","[c]","36230","35870"
"Leaver CS","2022","20-29","Department for Work and Pensions","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department for Work and Pensions","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care","London","AA/AO","55","[c]","22320","23530"
"Leaver CS","2022","20-29","Department of Health and Social Care","London","EO","135","[c]","26490","26880"
"Leaver CS","2022","20-29","Department of Health and Social Care","London","G6/G7","30","[c]","52280","52610"
"Leaver CS","2022","20-29","Department of Health and Social Care","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care","London","SEO/HEO","225","[c]","34430","32790"
"Leaver CS","2022","20-29","Department of Health and Social Care","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care","Outside London","AA/AO","110","[c]","20200","19880"
"Leaver CS","2022","20-29","Department of Health and Social Care","Outside London","EO","75","[c]","24380","23390"
"Leaver CS","2022","20-29","Department of Health and Social Care","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care","Outside London","SEO/HEO","90","[c]","32980","32330"
"Leaver CS","2022","20-29","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Food Standards Agency","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","London","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","London","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Land Registry","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Land Registry","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Land Registry","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Land Registry","Outside London","AA/AO","40","[c]","22410","22600"
"Leaver CS","2022","20-29","HM Land Registry","Outside London","EO","15","[c]","27130","27130"
"Leaver CS","2022","20-29","HM Land Registry","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Land Registry","Outside London","SEO/HEO","15","[c]","36440","36140"
"Leaver CS","2022","20-29","HM Revenue and Customs","London","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs","London","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs","London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs","Outside London","AA/AO","685","[c]","21490","21250"
"Leaver CS","2022","20-29","HM Revenue and Customs","Outside London","EO","145","[c]","25350","25000"
"Leaver CS","2022","20-29","HM Revenue and Customs","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs","Outside London","SEO/HEO","60","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Revenue and Customs","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury","London","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury","London","SEO/HEO","45","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","HM Treasury","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Home Office","London","AA/AO","50","[c]","23430","22460"
"Leaver CS","2022","20-29","Home Office","London","EO","65","[c]","28920","28650"
"Leaver CS","2022","20-29","Home Office","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Home Office","London","SEO/HEO","95","[c]","37920","36020"
"Leaver CS","2022","20-29","Home Office","Outside London","AA/AO","100","[c]","21410","21680"
"Leaver CS","2022","20-29","Home Office","Outside London","EO","75","[c]","25020","24890"
"Leaver CS","2022","20-29","Home Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Home Office","Outside London","SEO/HEO","20","[c]","34200","30830"
"Leaver CS","2022","20-29","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Defence","London","AA/AO","20","[c]","24670","25390"
"Leaver CS","2022","20-29","Ministry of Defence","London","EO","25","[c]","26710","29250"
"Leaver CS","2022","20-29","Ministry of Defence","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Defence","London","SEO/HEO","20","[c]","40430","39870"
"Leaver CS","2022","20-29","Ministry of Defence","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Defence","Outside London","AA/AO","245","[c]","21770","20920"
"Leaver CS","2022","20-29","Ministry of Defence","Outside London","EO","235","[c]","22310","21470"
"Leaver CS","2022","20-29","Ministry of Defence","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Defence","Outside London","SEO/HEO","225","[c]","32200","31950"
"Leaver CS","2022","20-29","Ministry of Defence","Outside London","Unknown","30","[c]","27900","27540"
"Leaver CS","2022","20-29","Ministry of Defence","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Defence","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Defence","Unknown","Unknown","55","[c]","27970","28980"
"Leaver CS","2022","20-29","Ministry of Justice","London","AA/AO","375","[c]","22330","23040"
"Leaver CS","2022","20-29","Ministry of Justice","London","EO","65","[c]","27000","26410"
"Leaver CS","2022","20-29","Ministry of Justice","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Justice","London","SEO/HEO","75","[c]","34210","33370"
"Leaver CS","2022","20-29","Ministry of Justice","London","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Justice","Outside London","AA/AO","1855","[c]","19950","20370"
"Leaver CS","2022","20-29","Ministry of Justice","Outside London","EO","120","[c]","23350","23700"
"Leaver CS","2022","20-29","Ministry of Justice","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Justice","Outside London","SEO/HEO","30","[c]","30540","30450"
"Leaver CS","2022","20-29","Ministry of Justice","Outside London","Unknown","300","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Justice","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Ministry of Justice","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Crime Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Crime Agency","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Crime Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Crime Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","National Crime Agency","Outside London","EO","20","[c]","28990","28840"
"Leaver CS","2022","20-29","National Crime Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Northern Ireland Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","London","EO","10","[c]","26590","25750"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","London","SEO/HEO","15","[c]","35600","35400"
"Leaver CS","2022","20-29","Office of Gas and Electricity Markets","Outside London","AA/AO","5","[c]","[c]","[c]"
