"Status","Year","Age","Function_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","30-39","Property","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Yorkshire and The Humber","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","East of England","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Scotland","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","South East (England)","AA/AO","30","[c]","30340","27750"
"Leaver CS","2022","30-39","Security","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","South West (England)","AA/AO","20","[c]","29460","26210"
"Leaver CS","2022","30-39","Security","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Yorkshire and The Humber","AA/AO","10","[c]","23500","21110"
"Leaver CS","2022","30-39","Security","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","East Midlands (England)","AA/AO","45","[c]","21200","21260"
"Leaver CS","2022","30-39","Unknown","East Midlands (England)","EO","20","[c]","28440","27570"
"Leaver CS","2022","30-39","Unknown","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","East Midlands (England)","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","East of England","AA/AO","20","[c]","21530","21260"
"Leaver CS","2022","30-39","Unknown","East of England","EO","25","[c]","26960","26910"
"Leaver CS","2022","30-39","Unknown","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","East of England","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","London","EO","60","[c]","29360","28810"
"Leaver CS","2022","30-39","Unknown","London","G6/G7","60","[c]","62390","59960"
"Leaver CS","2022","30-39","Unknown","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","London","SEO/HEO","105","[c]","39330","37640"
"Leaver CS","2022","30-39","Unknown","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","North East (England)","AA/AO","85","[c]","21380","21260"
"Leaver CS","2022","30-39","Unknown","North East (England)","EO","35","[c]","26610","27570"
"Leaver CS","2022","30-39","Unknown","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","North East (England)","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","North West (England)","AA/AO","125","[c]","21540","21430"
"Leaver CS","2022","30-39","Unknown","North West (England)","EO","75","[c]","26010","25040"
"Leaver CS","2022","30-39","Unknown","North West (England)","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","North West (England)","SEO/HEO","30","[c]","36150","37120"
"Leaver CS","2022","30-39","Unknown","Northern Ireland","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Northern Ireland","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Overseas","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Scotland","AA/AO","160","[c]","23050","22140"
"Leaver CS","2022","30-39","Unknown","Scotland","EO","60","[c]","28050","27940"
"Leaver CS","2022","30-39","Unknown","Scotland","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Scotland","SEO/HEO","60","[c]","37850","38110"
"Leaver CS","2022","30-39","Unknown","South East (England)","AA/AO","55","[c]","21130","21170"
"Leaver CS","2022","30-39","Unknown","South East (England)","EO","35","[c]","26440","26670"
"Leaver CS","2022","30-39","Unknown","South East (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","South East (England)","SEO/HEO","20","[c]","36410","35460"
"Leaver CS","2022","30-39","Unknown","South West (England)","AA/AO","35","[c]","21070","21170"
"Leaver CS","2022","30-39","Unknown","South West (England)","EO","15","[c]","28470","27570"
"Leaver CS","2022","30-39","Unknown","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","South West (England)","SEO/HEO","25","[c]","38430","40060"
"Leaver CS","2022","30-39","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","Unknown","65","[c]","34070","32700"
"Leaver CS","2022","30-39","Unknown","Wales","AA/AO","50","[c]","21790","21430"
"Leaver CS","2022","30-39","Unknown","Wales","EO","35","[c]","27020","27570"
"Leaver CS","2022","30-39","Unknown","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Wales","SEO/HEO","20","[c]","36390","34490"
"Leaver CS","2022","30-39","Unknown","West Midlands (England)","AA/AO","30","[c]","20930","21260"
"Leaver CS","2022","30-39","Unknown","West Midlands (England)","EO","40","[c]","27430","27570"
"Leaver CS","2022","30-39","Unknown","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","West Midlands (England)","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Yorkshire and The Humber","AA/AO","65","[c]","21230","21260"
"Leaver CS","2022","30-39","Unknown","Yorkshire and The Humber","EO","40","[c]","26970","27570"
"Leaver CS","2022","30-39","Unknown","Yorkshire and The Humber","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Yorkshire and The Humber","SEO/HEO","20","[c]","36160","37460"
"Leaver CS","2022","30-39","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","East of England","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","London","G6/G7","15","[c]","70790","73510"
"Leaver CS","2022","40-49","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","South West (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","London","G6/G7","20","[c]","72100","71000"
"Leaver CS","2022","40-49","Commercial","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","South West (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Yorkshire and The Humber","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","London","G6/G7","20","[c]","59670","58080"
"Leaver CS","2022","40-49","Communications","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","Scotland","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Debt","Yorkshire and The Humber","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","East Midlands (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","London","G6/G7","50","[c]","62500","60880"
"Leaver CS","2022","40-49","Digital, Data & Technology","London","SCS level","10","[c]","109220","107820"
"Leaver CS","2022","40-49","Digital, Data & Technology","London","SEO/HEO","25","[c]","37440","37000"
"Leaver CS","2022","40-49","Digital, Data & Technology","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","North East (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","North West (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","North West (England)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","South East (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","South West (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","South West (England)","G6/G7","15","[c]","57450","57300"
"Leaver CS","2022","40-49","Digital, Data & Technology","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","South West (England)","SEO/HEO","25","[c]","39110","38550"
"Leaver CS","2022","40-49","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Wales","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Wales","SEO/HEO","15","[c]","39360","36840"
"Leaver CS","2022","40-49","Digital, Data & Technology","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","West Midlands (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data & Technology","Yorkshire and The Humber","G6/G7","15","[c]","58170","57230"
"Leaver CS","2022","40-49","Digital, Data & Technology","Yorkshire and The Humber","SEO/HEO","15","[c]","39050","37980"
"Leaver CS","2022","40-49","Finance","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","London","G6/G7","10","[c]","61590","61030"
"Leaver CS","2022","40-49","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","London","SEO/HEO","15","[c]","39450","40070"
"Leaver CS","2022","40-49","Finance","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","South West (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","North West (England)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Grants Management","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","London","G6/G7","15","[c]","61920","59730"
"Leaver CS","2022","40-49","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","London","SEO/HEO","15","[c]","38980","39960"
"Leaver CS","2022","40-49","Human Resources","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
