"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Scottish Prison Service","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","AA","Unknown","25","20","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","AO","Heterosexual / straight","80","75","26800","26900"
"In post","2022","40-49","Scottish Prison Service","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","AO","Unknown","145","140","25520","26900"
"In post","2022","40-49","Scottish Prison Service","EO","Heterosexual / straight","130","130","34410","35000"
"In post","2022","40-49","Scottish Prison Service","EO","LGBO","10","10","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","EO","Unknown","205","200","34190","35000"
"In post","2022","40-49","Scottish Prison Service","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","G6","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","G7","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","HEO","Heterosexual / straight","50","50","39700","40290"
"In post","2022","40-49","Scottish Prison Service","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","HEO","Unknown","30","30","40040","40290"
"In post","2022","40-49","Scottish Prison Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Prison Service","SEO","Unknown","25","20","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","AO","Unknown","20","15","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","EO","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scottish Public Pensions Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","G7","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Serious Fraud Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","AA","Heterosexual / straight","70","70","22000","22140"
"In post","2022","40-49","Social Security Scotland","AA","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","AA","Unknown","50","45","21680","21050"
"In post","2022","40-49","Social Security Scotland","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","AO","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","EO","Heterosexual / straight","155","150","27840","27230"
"In post","2022","40-49","Social Security Scotland","EO","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","EO","Unknown","50","45","27520","27230"
"In post","2022","40-49","Social Security Scotland","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","G6","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","G7","Heterosexual / straight","35","35","56390","53860"
"In post","2022","40-49","Social Security Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","HEO","Heterosexual / straight","75","75","32660","31540"
"In post","2022","40-49","Social Security Scotland","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","HEO","Unknown","25","25","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","SEO","Heterosexual / straight","55","55","42380","40810"
"In post","2022","40-49","Social Security Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Social Security Scotland","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Standards and Testing Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Standards and Testing Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Standards and Testing Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Standards and Testing Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Standards and Testing Agency","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Standards and Testing Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Standards and Testing Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Standards and Testing Agency","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Standards and Testing Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Standards and Testing Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Standards and Testing Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Standards and Testing Agency","SEO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","40-49","Standards and Testing Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Standards and Testing Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","AA","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","EO","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Student Awards Agency for Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Submarine Delivery Agency","Unknown","Heterosexual / straight","335","325","45000","42280"
"In post","2022","40-49","Submarine Delivery Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Submarine Delivery Agency","Unknown","Undeclared","50","45","46660","44000"
"In post","2022","40-49","Submarine Delivery Agency","Unknown","Unknown","30","30","[c]","[c]"
"In post","2022","40-49","Teaching Regulation Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Teaching Regulation Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Teaching Regulation Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Teaching Regulation Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Teaching Regulation Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Teaching Regulation Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Teaching Regulation Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Teaching Regulation Agency","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Teaching Regulation Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Teaching Regulation Agency","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","Teaching Regulation Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","AA","Unknown","10","10","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","AO","Heterosexual / straight","65","55","21680","21130"
"In post","2022","40-49","The Insolvency Service","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","AO","Unknown","50","45","21540","21130"
"In post","2022","40-49","The Insolvency Service","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","EO","Unknown","15","15","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","G7","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","The Insolvency Service","HEO","Heterosexual / straight","90","85","34380","34500"
