"Status","Year","Disability","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","No function","Office of the Secretary of State for Scotland","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Office of the Secretary of State for Wales","G6/G7","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Office of the Secretary of State for Wales","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Office of the Secretary of State for Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Scottish Government","AA/AO","1155","1070","22690","23230"
"In post","2022","Declared non-disabled","No function","Scottish Government","EO","515","495","29340","30040"
"In post","2022","Declared non-disabled","No function","Scottish Government","G6/G7","60","60","63540","62000"
"In post","2022","Declared non-disabled","No function","Scottish Government","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Scottish Government","SEO/HEO","580","555","37040","36130"
"In post","2022","Declared non-disabled","No function","The National Archives","AA/AO","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","No function","The National Archives","EO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","No function","The National Archives","G6/G7","30","30","51410","48000"
"In post","2022","Declared non-disabled","No function","The National Archives","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","The National Archives","SEO/HEO","115","110","33310","34260"
"In post","2022","Declared non-disabled","No function","UK Statistics Authority","AA/AO","620","425","20370","20350"
"In post","2022","Declared non-disabled","No function","UK Statistics Authority","EO","185","175","24620","24250"
"In post","2022","Declared non-disabled","No function","UK Statistics Authority","G6/G7","140","135","54070","51210"
"In post","2022","Declared non-disabled","No function","UK Statistics Authority","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","UK Statistics Authority","SEO/HEO","310","290","33930","33060"
"In post","2022","Declared non-disabled","No function","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Water Services Regulation Authority","EO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Water Services Regulation Authority","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Water Services Regulation Authority","SEO/HEO","45","40","48460","50220"
"In post","2022","Declared non-disabled","No function","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Attorney General's Departments","G6/G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Attorney General's Departments","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Cabinet Office","EO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Cabinet Office","G6/G7","65","60","59390","58650"
"In post","2022","Declared non-disabled","Project Delivery","Cabinet Office","SCS level","50","50","114590","115000"
"In post","2022","Declared non-disabled","Project Delivery","Cabinet Office","SEO/HEO","30","30","35740","34550"
"In post","2022","Declared non-disabled","Project Delivery","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Chancellor's other departments","G6/G7","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Chancellor's other departments","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Charity Commission","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Competition and Markets Authority","AA/AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Competition and Markets Authority","EO","30","30","27900","27920"
"In post","2022","Declared non-disabled","Project Delivery","Competition and Markets Authority","G6/G7","155","145","65650","62890"
"In post","2022","Declared non-disabled","Project Delivery","Competition and Markets Authority","SCS level","45","45","108050","99920"
"In post","2022","Declared non-disabled","Project Delivery","Competition and Markets Authority","SEO/HEO","70","70","36010","34570"
"In post","2022","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","EO","55","55","25520","24570"
"In post","2022","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","G6/G7","245","235","53000","50120"
"In post","2022","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","SEO/HEO","335","320","38000","39580"
"In post","2022","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Education","G6/G7","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Education","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","AA/AO","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","EO","55","50","25260","25010"
"In post","2022","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","G6/G7","45","45","52140","49370"
"In post","2022","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","SEO/HEO","120","110","33790","35900"
"In post","2022","Declared non-disabled","Project Delivery","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for International Trade","G6/G7","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for International Trade","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities","EO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities","G6/G7","60","60","54920","53130"
"In post","2022","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities","SEO/HEO","65","65","36310","36340"
"In post","2022","Declared non-disabled","Project Delivery","Department for Transport","AA/AO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Transport","EO","55","50","26840","26350"
"In post","2022","Declared non-disabled","Project Delivery","Department for Transport","G6/G7","165","160","58780","54760"
"In post","2022","Declared non-disabled","Project Delivery","Department for Transport","SCS level","30","30","89320","85030"
"In post","2022","Declared non-disabled","Project Delivery","Department for Transport","SEO/HEO","175","170","37280","36170"
"In post","2022","Declared non-disabled","Project Delivery","Department for Work and Pensions","AA/AO","265","215","21790","21260"
"In post","2022","Declared non-disabled","Project Delivery","Department for Work and Pensions","EO","160","145","28120","27570"
"In post","2022","Declared non-disabled","Project Delivery","Department for Work and Pensions","G6/G7","195","180","54870","53360"
"In post","2022","Declared non-disabled","Project Delivery","Department for Work and Pensions","SCS level","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department for Work and Pensions","SEO/HEO","500","450","35170","34290"
"In post","2022","Declared non-disabled","Project Delivery","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Estyn","EO","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Project Delivery","Estyn","G6/G7","60","55","73800","75480"
"In post","2022","Declared non-disabled","Project Delivery","Estyn","SCS level","[c]","[c]","[c]","[c]"
