"Status","Year","Age","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","Operational Delivery","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Research","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Research","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Research","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Research","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Research","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","London","EO","40","[c]","27410","26950"
"New entrant CS","2022","30-39","Other","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","London","G7","15","[c]","58760","57430"
"New entrant CS","2022","30-39","Other","London","HEO","25","[c]","34290","34020"
"New entrant CS","2022","30-39","Other","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","London","SEO","10","[c]","42370","42000"
"New entrant CS","2022","30-39","Other","Outside London","AA","50","[c]","19840","19810"
"New entrant CS","2022","30-39","Other","Outside London","AO","175","[c]","21300","21260"
"New entrant CS","2022","30-39","Other","Outside London","EO","85","[c]","24950","26350"
"New entrant CS","2022","30-39","Other","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Outside London","G7","25","[c]","50370","51690"
"New entrant CS","2022","30-39","Other","Outside London","HEO","60","[c]","31300","31990"
"New entrant CS","2022","30-39","Other","Outside London","SEO","55","[c]","39600","40000"
"New entrant CS","2022","30-39","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Overseas","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Unknown","Unknown","25","[c]","19020","16190"
"New entrant CS","2022","30-39","Planning","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Planning","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Planning","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Planning","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Planning","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Planning","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Planning","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Planning Inspectors","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Planning Inspectors","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","London","EO","45","[c]","28110","27760"
"New entrant CS","2022","30-39","Policy","London","G6","40","[c]","65120","64700"
"New entrant CS","2022","30-39","Policy","London","G7","125","[c]","54090","53380"
"New entrant CS","2022","30-39","Policy","London","HEO","145","[c]","33690","33570"
"New entrant CS","2022","30-39","Policy","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","London","SEO","120","[c]","41270","40050"
"New entrant CS","2022","30-39","Policy","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Outside London","EO","55","[c]","25180","25000"
"New entrant CS","2022","30-39","Policy","Outside London","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Outside London","G7","85","[c]","49490","49080"
"New entrant CS","2022","30-39","Policy","Outside London","HEO","150","[c]","30290","30190"
"New entrant CS","2022","30-39","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Outside London","SEO","155","[c]","37610","36740"
"New entrant CS","2022","30-39","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","London","G7","30","[c]","55500","54400"
"New entrant CS","2022","30-39","Project Delivery","London","HEO","20","[c]","35700","35050"
"New entrant CS","2022","30-39","Project Delivery","London","SEO","25","[c]","42820","42690"
"New entrant CS","2022","30-39","Project Delivery","Outside London","AO","15","[c]","21620","21260"
"New entrant CS","2022","30-39","Project Delivery","Outside London","EO","35","[c]","25140","24880"
"New entrant CS","2022","30-39","Project Delivery","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Outside London","G7","35","[c]","51240","51730"
"New entrant CS","2022","30-39","Project Delivery","Outside London","HEO","85","[c]","31440","32910"
"New entrant CS","2022","30-39","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Outside London","SEO","75","[c]","39450","40000"
"New entrant CS","2022","30-39","Project Delivery","Outside London","Unknown","15","[c]","37060","39180"
"New entrant CS","2022","30-39","Property","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","London","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Outside London","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Outside London","EO","45","[c]","25590","25000"
"New entrant CS","2022","30-39","Property","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Outside London","G7","15","[c]","51560","49860"
"New entrant CS","2022","30-39","Property","Outside London","HEO","30","[c]","31660","33000"
"New entrant CS","2022","30-39","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Outside London","SEO","30","[c]","39580","40000"
"New entrant CS","2022","30-39","Psychology","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Psychology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Psychology","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Psychology","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Psychology","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Psychology","Outside London","EO","10","[c]","24730","24620"
"New entrant CS","2022","30-39","Psychology","Outside London","HEO","15","[c]","27960","27700"
"New entrant CS","2022","30-39","Psychology","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","London","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","London","HEO","20","[c]","32490","32330"
"New entrant CS","2022","30-39","Science and Engineering","London","SEO","20","[c]","41760","40270"
"New entrant CS","2022","30-39","Science and Engineering","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","Outside London","AO","25","[c]","21680","21170"
"New entrant CS","2022","30-39","Science and Engineering","Outside London","EO","45","[c]","26050","26350"
"New entrant CS","2022","30-39","Science and Engineering","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","Outside London","G7","25","[c]","49630","48970"
"New entrant CS","2022","30-39","Science and Engineering","Outside London","HEO","95","[c]","31170","30460"
"New entrant CS","2022","30-39","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","Outside London","SEO","80","[c]","41780","40450"
"New entrant CS","2022","30-39","Science and Engineering","Outside London","Unknown","15","[c]","40610","43000"
"New entrant CS","2022","30-39","Science and Engineering","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Outside London","AA","50","[c]","23580","25000"
"New entrant CS","2022","30-39","Security","Outside London","AO","60","[c]","26610","23540"
"New entrant CS","2022","30-39","Security","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Outside London","HEO","10","[c]","29800","30170"
"New entrant CS","2022","30-39","Security","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Social Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Social Research","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Social Research","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Social Research","London","SEO","10","[c]","41810","41900"
"New entrant CS","2022","30-39","Social Research","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Social Research","Outside London","HEO","25","[c]","31190","30710"
"New entrant CS","2022","30-39","Social Research","Outside London","SEO","20","[c]","39020","38340"
"New entrant CS","2022","30-39","Statistics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Statistics","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Statistics","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Statistics","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Statistics","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Statistics","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Statistics","Outside London","HEO","20","[c]","31170","30710"
"New entrant CS","2022","30-39","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Statistics","Outside London","SEO","15","[c]","38510","38340"
"New entrant CS","2022","30-39","Tax","London","EO","35","[c]","30760","30750"
"New entrant CS","2022","30-39","Tax","London","HEO","35","[c]","37640","37610"
"New entrant CS","2022","30-39","Tax","Outside London","AO","205","[c]","21250","21250"
"New entrant CS","2022","30-39","Tax","Outside London","EO","320","[c]","26550","26590"
"New entrant CS","2022","30-39","Tax","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Tax","Outside London","HEO","215","[c]","33080","33080"
"New entrant CS","2022","30-39","Tax","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","London","AO","10","[c]","24710","25110"
"New entrant CS","2022","30-39","Unknown","London","EO","55","[c]","29580","30750"
"New entrant CS","2022","30-39","Unknown","London","G6","25","[c]","71290","65440"
"New entrant CS","2022","30-39","Unknown","London","G7","80","[c]","58770","54700"
"New entrant CS","2022","30-39","Unknown","London","HEO","60","[c]","33300","34550"
"New entrant CS","2022","30-39","Unknown","London","SCS level","15","[c]","84620","77750"
"New entrant CS","2022","30-39","Unknown","London","SEO","40","[c]","40540","40600"
"New entrant CS","2022","30-39","Unknown","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Outside London","AA","160","[c]","21240","21050"
"New entrant CS","2022","30-39","Unknown","Outside London","AO","335","[c]","22480","21260"
"New entrant CS","2022","30-39","Unknown","Outside London","EO","510","[c]","27210","27230"
"New entrant CS","2022","30-39","Unknown","Outside London","G6","25","[c]","68420","65280"
"New entrant CS","2022","30-39","Unknown","Outside London","G7","165","[c]","54710","49860"
"New entrant CS","2022","30-39","Unknown","Outside London","HEO","310","[c]","31930","31540"
